DRG,CM-PCS,en
DRG00469,O10019,"Pre-existing essential hypertension complicating pregnancy, unspecified trimester"
DRG00469,O10119,"Pre-existing hypertensive heart disease complicating pregnancy, unspecified trimester"
DRG00469,O10219,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, unspecified trimester"
DRG00469,O10319,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, unspecified trimester"
DRG00469,O10419,"Pre-existing secondary hypertension complicating pregnancy, unspecified trimester"
DRG00469,O10919,"Unspecified pre-existing hypertension complicating pregnancy, unspecified trimester"
DRG00469,O119,"Pre-existing hypertension with pre-eclampsia, unspecified trimester"
DRG00469,O1200,"Gestational edema, unspecified trimester"
DRG00469,O1210,"Gestational proteinuria, unspecified trimester"
DRG00469,O1220,"Gestational edema with proteinuria, unspecified trimester"
DRG00469,O139,"Gestational [pregnancy-induced] hypertension without significant proteinuria, unspecified trimester"
DRG00469,O1400,"Mild to moderate pre-eclampsia, unspecified trimester"
DRG00469,O1410,"Severe pre-eclampsia, unspecified trimester"
DRG00469,O1420,"HELLP syndrome (HELLP), unspecified trimester"
DRG00469,O1490,"Unspecified pre-eclampsia, unspecified trimester"
DRG00469,O1500,"Eclampsia in pregnancy, unspecified trimester"
DRG00469,O159,"Eclampsia, unspecified as to time period"
DRG00469,O169,"Unspecified maternal hypertension, unspecified trimester"
DRG00469,O2200,"Varicose veins of lower extremity in pregnancy, unspecified trimester"
DRG00469,O2210,"Genital varices in pregnancy, unspecified trimester"
DRG00469,O2220,"Superficial thrombophlebitis in pregnancy, unspecified trimester"
DRG00469,O2230,"Deep phlebothrombosis in pregnancy, unspecified trimester"
DRG00469,O2240,"Hemorrhoids in pregnancy, unspecified trimester"
DRG00469,O2250,"Cerebral venous thrombosis in pregnancy, unspecified trimester"
DRG00469,O228X9,"Other venous complications in pregnancy, unspecified trimester"
DRG00469,O2290,"Venous complication in pregnancy, unspecified, unspecified trimester"
DRG00469,O2300,"Infections of kidney in pregnancy, unspecified trimester"
DRG00469,O2310,"Infections of bladder in pregnancy, unspecified trimester"
DRG00469,O2320,"Infections of urethra in pregnancy, unspecified trimester"
DRG00469,O2330,"Infections of other parts of urinary tract in pregnancy, unspecified trimester"
DRG00469,O2340,"Unspecified infection of urinary tract in pregnancy, unspecified trimester"
DRG00469,O23519,"Infections of cervix in pregnancy, unspecified trimester"
DRG00469,O23529,"Salpingo-oophoritis in pregnancy, unspecified trimester"
DRG00469,O23599,"Infection of other part of genital tract in pregnancy, unspecified trimester"
DRG00469,O2390,"Unspecified genitourinary tract infection in pregnancy, unspecified trimester"
DRG00469,O24019,"Pre-existing diabetes mellitus, type 1, in pregnancy, unspecified trimester"
DRG00469,O24119,"Pre-existing diabetes mellitus, type 2, in pregnancy, unspecified trimester"
DRG00469,O24319,"Unspecified pre-existing diabetes mellitus in pregnancy, unspecified trimester"
DRG00469,O24819,"Other pre-existing diabetes mellitus in pregnancy, unspecified trimester"
DRG00469,O24919,"Unspecified diabetes mellitus in pregnancy, unspecified trimester"
DRG00469,O2510,"Malnutrition in pregnancy, unspecified trimester"
DRG00469,O2600,"Excessive weight gain in pregnancy, unspecified trimester"
DRG00469,O2610,"Low weight gain in pregnancy, unspecified trimester"
DRG00469,O2620,"Pregnancy care for patient with recurrent pregnancy loss, unspecified trimester"
DRG00469,O2630,"Retained intrauterine contraceptive device in pregnancy, unspecified trimester"
DRG00469,O2640,"Herpes gestationis, unspecified trimester"
DRG00469,O26619,"Liver and biliary tract disorders in pregnancy, unspecified trimester"
DRG00469,O26719,"Subluxation of symphysis (pubis) in pregnancy, unspecified trimester"
DRG00469,O26819,"Pregnancy related exhaustion and fatigue, unspecified trimester"
DRG00469,O26829,"Pregnancy related peripheral neuritis, unspecified trimester"
DRG00469,O26839,"Pregnancy related renal disease, unspecified trimester"
DRG00469,O26849,"Uterine size-date discrepancy, unspecified trimester"
DRG00469,O26859,"Spotting complicating pregnancy, unspecified trimester"
DRG00469,O26879,"Cervical shortening, unspecified trimester"
DRG00469,O26899,"Other specified pregnancy related conditions, unspecified trimester"
DRG00469,O2690,"Pregnancy related conditions, unspecified, unspecified trimester"
DRG00469,O29019,"Aspiration pneumonitis due to anesthesia during pregnancy, unspecified trimester"
DRG00469,O29029,"Pressure collapse of lung due to anesthesia during pregnancy, unspecified trimester"
DRG00469,O29099,"Other pulmonary complications of anesthesia during pregnancy, unspecified trimester"
DRG00469,O29119,"Cardiac arrest due to anesthesia during pregnancy, unspecified trimester"
DRG00469,O29129,"Cardiac failure due to anesthesia during pregnancy, unspecified trimester"
DRG00469,O29199,"Other cardiac complications of anesthesia during pregnancy, unspecified trimester"
DRG00469,O29219,"Cerebral anoxia due to anesthesia during pregnancy, unspecified trimester"
DRG00469,O29299,"Other central nervous system complications of anesthesia during pregnancy, unspecified trimester"
DRG00469,O293X9,"Toxic reaction to local anesthesia during pregnancy, unspecified trimester"
DRG00469,O2940,"Spinal and epidural anesthesia induced headache during pregnancy, unspecified trimester"
DRG00469,O295X9,"Other complications of spinal and epidural anesthesia during pregnancy, unspecified trimester"
DRG00469,O2960,"Failed or difficult intubation for anesthesia during pregnancy, unspecified trimester"
DRG00469,O298X9,"Other complications of anesthesia during pregnancy, unspecified trimester"
DRG00469,O2990,"Unspecified complication of anesthesia during pregnancy, unspecified trimester"
DRG00469,O30009,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester"
DRG00469,O30019,"Twin pregnancy, monochorionic/monoamniotic, unspecified trimester"
DRG00469,O30029,"Conjoined twin pregnancy, unspecified trimester"
DRG00469,O30039,"Twin pregnancy, monochorionic/diamniotic, unspecified trimester"
DRG00469,O30049,"Twin pregnancy, dichorionic/diamniotic, unspecified trimester"
DRG00469,O30099,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester"
DRG00469,O30109,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester"
DRG00469,O30119,"Triplet pregnancy with two or more monochorionic fetuses, unspecified trimester"
DRG00469,O30129,"Triplet pregnancy with two or more monoamniotic fetuses, unspecified trimester"
DRG00469,O30199,"Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester"
DRG00469,O30209,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester"
DRG00469,O30219,"Quadruplet pregnancy with two or more monochorionic fetuses, unspecified trimester"
DRG00469,O30229,"Quadruplet pregnancy with two or more monoamniotic fetuses, unspecified trimester"
DRG00469,O30299,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester"
DRG00469,O30809,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester"
DRG00469,O30819,"Other specified multiple gestation with two or more monochorionic fetuses, unspecified trimester"
DRG00469,O30829,"Other specified multiple gestation with two or more monoamniotic fetuses, unspecified trimester"
DRG00469,O30899,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, unspecified trimester"
DRG00469,O3090,"Multiple gestation, unspecified, unspecified trimester"
DRG00469,O3110X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, not applicable or unspecified"
DRG00469,O3110X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 1"
DRG00469,O3110X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 2"
DRG00469,O3110X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 3"
DRG00469,O3110X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 4"
DRG00469,O3110X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 5"
DRG00469,O3110X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, other fetus"
DRG00469,O3120X0,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, not applicable or unspecified"
DRG00469,O3120X1,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 1"
DRG00469,O3120X2,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 2"
DRG00469,O3120X3,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 3"
DRG00469,O3120X4,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 4"
DRG00469,O3120X5,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, fetus 5"
DRG00469,O3120X9,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, other fetus"
DRG00469,O3130X0,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, not applicable or unspecified"
DRG00469,O3130X1,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 1"
DRG00469,O3130X2,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 2"
DRG00469,O3130X3,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 3"
DRG00469,O3130X4,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 4"
DRG00469,O3130X5,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 5"
DRG00469,O3130X9,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, other fetus"
DRG00469,O318X90,"Other complications specific to multiple gestation, unspecified trimester, not applicable or unspecified"
DRG00469,O318X91,"Other complications specific to multiple gestation, unspecified trimester, fetus 1"
DRG00469,O318X92,"Other complications specific to multiple gestation, unspecified trimester, fetus 2"
DRG00469,O318X93,"Other complications specific to multiple gestation, unspecified trimester, fetus 3"
DRG00469,O318X94,"Other complications specific to multiple gestation, unspecified trimester, fetus 4"
DRG00469,O318X95,"Other complications specific to multiple gestation, unspecified trimester, fetus 5"
DRG00469,O318X99,"Other complications specific to multiple gestation, unspecified trimester, other fetus"
DRG00469,O3400,"Maternal care for unspecified congenital malformation of uterus, unspecified trimester"
DRG00469,O3410,"Maternal care for benign tumor of corpus uteri, unspecified trimester"
DRG00469,O3430,"Maternal care for cervical incompetence, unspecified trimester"
DRG00469,O3440,"Maternal care for other abnormalities of cervix, unspecified trimester"
DRG00469,O34519,"Maternal care for incarceration of gravid uterus, unspecified trimester"
DRG00469,O34529,"Maternal care for prolapse of gravid uterus, unspecified trimester"
DRG00469,O34539,"Maternal care for retroversion of gravid uterus, unspecified trimester"
DRG00469,O34599,"Maternal care for other abnormalities of gravid uterus, unspecified trimester"
DRG00469,O3460,"Maternal care for abnormality of vagina, unspecified trimester"
DRG00469,O3470,"Maternal care for abnormality of vulva and perineum, unspecified trimester"
DRG00469,O3480,"Maternal care for other abnormalities of pelvic organs, unspecified trimester"
DRG00469,O3490,"Maternal care for abnormality of pelvic organ, unspecified, unspecified trimester"
DRG00469,O360190,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, not applicable or unspecified"
DRG00469,O360191,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 1"
DRG00469,O360192,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 2"
DRG00469,O360193,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 3"
DRG00469,O360194,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 4"
DRG00469,O360195,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 5"
DRG00469,O360199,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, other fetus"
DRG00469,O360990,"Maternal care for other rhesus isoimmunization, unspecified trimester, not applicable or unspecified"
DRG00469,O360991,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 1"
DRG00469,O360992,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 2"
DRG00469,O360993,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 3"
DRG00469,O360994,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 4"
DRG00469,O360995,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 5"
DRG00469,O360999,"Maternal care for other rhesus isoimmunization, unspecified trimester, other fetus"
DRG00469,O361190,"Maternal care for Anti-A sensitization, unspecified trimester, not applicable or unspecified"
DRG00469,O361191,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 1"
DRG00469,O361192,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 2"
DRG00469,O361193,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 3"
DRG00469,O361194,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 4"
