DRG,CM-PCS,en
DRG00058,0CTP0ZZ,"Resection of Tonsils, Open Approach"
DRG00058,0CTPXZZ,"Resection of Tonsils, External Approach"
DRG00058,0CTQ0ZZ,"Resection of Adenoids, Open Approach"
DRG00058,0CTQXZZ,"Resection of Adenoids, External Approach"
DRG00058,0C5P0ZZ,"Destruction of Tonsils, Open Approach"
DRG00058,0C5P3ZZ,"Destruction of Tonsils, Percutaneous Approach"
DRG00058,0C5PXZZ,"Destruction of Tonsils, External Approach"
DRG00058,0C5Q0ZZ,"Destruction of Adenoids, Open Approach"
DRG00058,0C5Q3ZZ,"Destruction of Adenoids, Percutaneous Approach"
DRG00058,0C5QXZZ,"Destruction of Adenoids, External Approach"
DRG00058,0C9P00Z,"Drainage of Tonsils with Drainage Device, Open Approach"
DRG00058,0C9P0ZX,"Drainage of Tonsils, Open Approach, Diagnostic"
DRG00058,0C9P0ZZ,"Drainage of Tonsils, Open Approach"
DRG00058,0C9P30Z,"Drainage of Tonsils with Drainage Device, Percutaneous Approach"
DRG00058,0C9P3ZX,"Drainage of Tonsils, Percutaneous Approach, Diagnostic"
DRG00058,0C9P3ZZ,"Drainage of Tonsils, Percutaneous Approach"
DRG00058,0C9PX0Z,"Drainage of Tonsils with Drainage Device, External Approach"
DRG00058,0C9PXZX,"Drainage of Tonsils, External Approach, Diagnostic"
DRG00058,0C9PXZZ,"Drainage of Tonsils, External Approach"
DRG00058,0C9Q00Z,"Drainage of Adenoids with Drainage Device, Open Approach"
DRG00058,0C9Q0ZX,"Drainage of Adenoids, Open Approach, Diagnostic"
DRG00058,0C9Q0ZZ,"Drainage of Adenoids, Open Approach"
DRG00058,0C9Q30Z,"Drainage of Adenoids with Drainage Device, Percutaneous Approach"
DRG00058,0C9Q3ZX,"Drainage of Adenoids, Percutaneous Approach, Diagnostic"
DRG00058,0C9Q3ZZ,"Drainage of Adenoids, Percutaneous Approach"
DRG00058,0C9QX0Z,"Drainage of Adenoids with Drainage Device, External Approach"
DRG00058,0C9QXZX,"Drainage of Adenoids, External Approach, Diagnostic"
DRG00058,0C9QXZZ,"Drainage of Adenoids, External Approach"
DRG00058,0CBP0ZX,"Excision of Tonsils, Open Approach, Diagnostic"
DRG00058,0CBP0ZZ,"Excision of Tonsils, Open Approach"
DRG00058,0CBP3ZX,"Excision of Tonsils, Percutaneous Approach, Diagnostic"
DRG00058,0CBP3ZZ,"Excision of Tonsils, Percutaneous Approach"
DRG00058,0CBPXZX,"Excision of Tonsils, External Approach, Diagnostic"
DRG00058,0CBPXZZ,"Excision of Tonsils, External Approach"
DRG00058,0CBQ0ZX,"Excision of Adenoids, Open Approach, Diagnostic"
DRG00058,0CBQ0ZZ,"Excision of Adenoids, Open Approach"
DRG00058,0CBQ3ZX,"Excision of Adenoids, Percutaneous Approach, Diagnostic"
DRG00058,0CBQ3ZZ,"Excision of Adenoids, Percutaneous Approach"
DRG00058,0CBQXZX,"Excision of Adenoids, External Approach, Diagnostic"
DRG00058,0CBQXZZ,"Excision of Adenoids, External Approach"
DRG00058,0CCP0ZZ,"Extirpation of Matter from Tonsils, Open Approach"
DRG00058,0CCP3ZZ,"Extirpation of Matter from Tonsils, Percutaneous Approach"
DRG00058,0CCQ0ZZ,"Extirpation of Matter from Adenoids, Open Approach"
DRG00058,0CCQ3ZZ,"Extirpation of Matter from Adenoids, Percutaneous Approach"
DRG00058,0CJY0ZZ,"Inspection of Mouth and Throat, Open Approach"
DRG00058,0CJY3ZZ,"Inspection of Mouth and Throat, Percutaneous Approach"
DRG00058,0CJY4ZZ,"Inspection of Mouth and Throat, Percutaneous Endoscopic Approach"
DRG00058,0CJY7ZZ,"Inspection of Mouth and Throat, Via Natural or Artificial Opening"
DRG00058,0CJY8ZZ,"Inspection of Mouth and Throat, Via Natural or Artificial Opening Endoscopic"
DRG00058,0CJYXZZ,"Inspection of Mouth and Throat, External Approach"
DRG00058,0CNP0ZZ,"Release Tonsils, Open Approach"
DRG00058,0CNP3ZZ,"Release Tonsils, Percutaneous Approach"
DRG00058,0CNPXZZ,"Release Tonsils, External Approach"
DRG00058,0CNQ0ZZ,"Release Adenoids, Open Approach"
DRG00058,0CNQ3ZZ,"Release Adenoids, Percutaneous Approach"
DRG00058,0CNQXZZ,"Release Adenoids, External Approach"
DRG00058,0CQP0ZZ,"Repair Tonsils, Open Approach"
DRG00058,0CQP3ZZ,"Repair Tonsils, Percutaneous Approach"
DRG00058,0CQPXZZ,"Repair Tonsils, External Approach"
DRG00058,0CQQ0ZZ,"Repair Adenoids, Open Approach"
DRG00058,0CQQ3ZZ,"Repair Adenoids, Percutaneous Approach"
DRG00058,0CQQXZZ,"Repair Adenoids, External Approach"
