DRG,CM-PCS,en
DRG01304,G35,Multiple sclerosis
DRG01304,G360,Neuromyelitis optica [Devic]
DRG01304,G361,Acute and subacute hemorrhagic leukoencephalitis [Hurst]
DRG01304,G368,Other specified acute disseminated demyelination
DRG01304,G369,"Acute disseminated demyelination, unspecified"
DRG01304,G370,Diffuse sclerosis of central nervous system
DRG01304,G371,Central demyelination of corpus callosum
DRG01304,G372,Central pontine myelinolysis
DRG01304,G375,Concentric sclerosis [Balo] of central nervous system
DRG01304,G378,Other specified demyelinating diseases of central nervous system
DRG01304,G379,"Demyelinating disease of central nervous system, unspecified"
