DRG,CM-PCS,en
DRG23601,S32301A,"Unspecified fracture of right ilium, initial encounter for closed fracture"
DRG23601,S32301B,"Unspecified fracture of right ilium, initial encounter for open fracture"
DRG23601,S32302A,"Unspecified fracture of left ilium, initial encounter for closed fracture"
DRG23601,S32302B,"Unspecified fracture of left ilium, initial encounter for open fracture"
DRG23601,S32309A,"Unspecified fracture of unspecified ilium, initial encounter for closed fracture"
DRG23601,S32309B,"Unspecified fracture of unspecified ilium, initial encounter for open fracture"
DRG23601,S32311A,"Displaced avulsion fracture of right ilium, initial encounter for closed fracture"
DRG23601,S32311B,"Displaced avulsion fracture of right ilium, initial encounter for open fracture"
DRG23601,S32312A,"Displaced avulsion fracture of left ilium, initial encounter for closed fracture"
DRG23601,S32312B,"Displaced avulsion fracture of left ilium, initial encounter for open fracture"
DRG23601,S32313A,"Displaced avulsion fracture of unspecified ilium, initial encounter for closed fracture"
DRG23601,S32313B,"Displaced avulsion fracture of unspecified ilium, initial encounter for open fracture"
DRG23601,S32314A,"Nondisplaced avulsion fracture of right ilium, initial encounter for closed fracture"
DRG23601,S32314B,"Nondisplaced avulsion fracture of right ilium, initial encounter for open fracture"
DRG23601,S32315A,"Nondisplaced avulsion fracture of left ilium, initial encounter for closed fracture"
DRG23601,S32315B,"Nondisplaced avulsion fracture of left ilium, initial encounter for open fracture"
DRG23601,S32316A,"Nondisplaced avulsion fracture of unspecified ilium, initial encounter for closed fracture"
DRG23601,S32316B,"Nondisplaced avulsion fracture of unspecified ilium, initial encounter for open fracture"
DRG23601,S32391A,"Other fracture of right ilium, initial encounter for closed fracture"
DRG23601,S32391B,"Other fracture of right ilium, initial encounter for open fracture"
DRG23601,S32392A,"Other fracture of left ilium, initial encounter for closed fracture"
DRG23601,S32392B,"Other fracture of left ilium, initial encounter for open fracture"
DRG23601,S32399A,"Other fracture of unspecified ilium, initial encounter for closed fracture"
DRG23601,S32399B,"Other fracture of unspecified ilium, initial encounter for open fracture"
DRG23601,S32401A,"Unspecified fracture of right acetabulum, initial encounter for closed fracture"
DRG23601,S32401B,"Unspecified fracture of right acetabulum, initial encounter for open fracture"
DRG23601,S32402A,"Unspecified fracture of left acetabulum, initial encounter for closed fracture"
DRG23601,S32402B,"Unspecified fracture of left acetabulum, initial encounter for open fracture"
DRG23601,S32409A,"Unspecified fracture of unspecified acetabulum, initial encounter for closed fracture"
DRG23601,S32409B,"Unspecified fracture of unspecified acetabulum, initial encounter for open fracture"
DRG23601,S32411A,"Displaced fracture of anterior wall of right acetabulum, initial encounter for closed fracture"
DRG23601,S32411B,"Displaced fracture of anterior wall of right acetabulum, initial encounter for open fracture"
DRG23601,S32412A,"Displaced fracture of anterior wall of left acetabulum, initial encounter for closed fracture"
DRG23601,S32412B,"Displaced fracture of anterior wall of left acetabulum, initial encounter for open fracture"
DRG23601,S32413A,"Displaced fracture of anterior wall of unspecified acetabulum, initial encounter for closed fracture"
DRG23601,S32413B,"Displaced fracture of anterior wall of unspecified acetabulum, initial encounter for open fracture"
DRG23601,S32414A,"Nondisplaced fracture of anterior wall of right acetabulum, initial encounter for closed fracture"
DRG23601,S32414B,"Nondisplaced fracture of anterior wall of right acetabulum, initial encounter for open fracture"
DRG23601,S32415A,"Nondisplaced fracture of anterior wall of left acetabulum, initial encounter for closed fracture"
DRG23601,S32415B,"Nondisplaced fracture of anterior wall of left acetabulum, initial encounter for open fracture"
DRG23601,S32416A,"Nondisplaced fracture of anterior wall of unspecified acetabulum, initial encounter for closed fracture"
DRG23601,S32416B,"Nondisplaced fracture of anterior wall of unspecified acetabulum, initial encounter for open fracture"
DRG23601,S32421A,"Displaced fracture of posterior wall of right acetabulum, initial encounter for closed fracture"
DRG23601,S32421B,"Displaced fracture of posterior wall of right acetabulum, initial encounter for open fracture"
DRG23601,S32422A,"Displaced fracture of posterior wall of left acetabulum, initial encounter for closed fracture"
DRG23601,S32422B,"Displaced fracture of posterior wall of left acetabulum, initial encounter for open fracture"
DRG23601,S32423A,"Displaced fracture of posterior wall of unspecified acetabulum, initial encounter for closed fracture"
DRG23601,S32423B,"Displaced fracture of posterior wall of unspecified acetabulum, initial encounter for open fracture"
DRG23601,S32424A,"Nondisplaced fracture of posterior wall of right acetabulum, initial encounter for closed fracture"
DRG23601,S32424B,"Nondisplaced fracture of posterior wall of right acetabulum, initial encounter for open fracture"
DRG23601,S32425A,"Nondisplaced fracture of posterior wall of left acetabulum, initial encounter for closed fracture"
DRG23601,S32425B,"Nondisplaced fracture of posterior wall of left acetabulum, initial encounter for open fracture"
DRG23601,S32426A,"Nondisplaced fracture of posterior wall of unspecified acetabulum, initial encounter for closed fracture"
DRG23601,S32426B,"Nondisplaced fracture of posterior wall of unspecified acetabulum, initial encounter for open fracture"
DRG23601,S32431A,"Displaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for closed fracture"
DRG23601,S32431B,"Displaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for open fracture"
DRG23601,S32432A,"Displaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for closed fracture"
DRG23601,S32432B,"Displaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for open fracture"
DRG23601,S32433A,"Displaced fracture of anterior column [iliopubic] of unspecified acetabulum, initial encounter for closed fracture"
DRG23601,S32433B,"Displaced fracture of anterior column [iliopubic] of unspecified acetabulum, initial encounter for open fracture"
DRG23601,S32434A,"Nondisplaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for closed fracture"
DRG23601,S32434B,"Nondisplaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for open fracture"
