DRG,CM-PCS,en
DRG11501,I0981,Rheumatic heart failure
DRG11501,I110,Hypertensive heart disease with heart failure
DRG11501,I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
DRG11501,I132,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease"
DRG11501,I2101,ST elevation (STEMI) myocardial infarction involving left main coronary artery
DRG11501,I2102,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery
DRG11501,I2109,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall
DRG11501,I2111,ST elevation (STEMI) myocardial infarction involving right coronary artery
DRG11501,I2119,ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall
DRG11501,I2121,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery
DRG11501,I2129,ST elevation (STEMI) myocardial infarction involving other sites
DRG11501,I213,ST elevation (STEMI) myocardial infarction of unspecified site
DRG11501,I214,Non-ST elevation (NSTEMI) myocardial infarction
DRG11501,I220,Subsequent ST elevation (STEMI) myocardial infarction of anterior wall
DRG11501,I221,Subsequent ST elevation (STEMI) myocardial infarction of inferior wall
DRG11501,I222,Subsequent non-ST elevation (NSTEMI) myocardial infarction
DRG11501,I228,Subsequent ST elevation (STEMI) myocardial infarction of other sites
DRG11501,I229,Subsequent ST elevation (STEMI) myocardial infarction of unspecified site
DRG11501,I501,Left ventricular failure
DRG11501,I5020,Unspecified systolic (congestive) heart failure
DRG11501,I5021,Acute systolic (congestive) heart failure
DRG11501,I5022,Chronic systolic (congestive) heart failure
DRG11501,I5023,Acute on chronic systolic (congestive) heart failure
DRG11501,I5030,Unspecified diastolic (congestive) heart failure
DRG11501,I5031,Acute diastolic (congestive) heart failure
DRG11501,I5032,Chronic diastolic (congestive) heart failure
DRG11501,I5033,Acute on chronic diastolic (congestive) heart failure
DRG11501,I5040,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure
DRG11501,I5041,Acute combined systolic (congestive) and diastolic (congestive) heart failure
DRG11501,I5042,Chronic combined systolic (congestive) and diastolic (congestive) heart failure
DRG11501,I5043,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure
DRG11501,I509,"Heart failure, unspecified"
DRG11501,R570,Cardiogenic shock
DRG11501,R579,"Shock, unspecified"
DRG11501,02H60JZ,"Insertion of Pacemaker Lead into Right Atrium, Open Approach"
