,DRG,CM-PCS,en
34073,DRG00509,I672,Cerebral atherosclerosis
34074,DRG00509,I6781,Acute cerebrovascular insufficiency
34075,DRG00509,I6782,Cerebral ischemia
34076,DRG00509,I6789,Other cerebrovascular disease
34077,DRG00509,I674,Hypertensive encephalopathy
34078,DRG00509,I670,"Dissection of cerebral arteries, nonruptured"
34079,DRG00509,I671,"Cerebral aneurysm, nonruptured"
34080,DRG00509,I677,"Cerebral arteritis, not elsewhere classified"
34081,DRG00509,I682,Cerebral arteritis in other diseases classified elsewhere
34082,DRG00509,I675,Moyamoya disease
34083,DRG00509,I676,Nonpyogenic thrombosis of intracranial venous system
34084,DRG00509,G454,Transient global amnesia
34085,DRG00509,G463,Brain stem stroke syndrome
34086,DRG00509,G464,Cerebellar stroke syndrome
34087,DRG00509,G465,Pure motor lacunar syndrome
34088,DRG00509,G466,Pure sensory lacunar syndrome
34089,DRG00509,G467,Other lacunar syndromes
34090,DRG00509,G468,Other vascular syndromes of brain in cerebrovascular diseases
34091,DRG00509,I680,Cerebral amyloid angiopathy
34092,DRG00509,I688,Other cerebrovascular disorders in diseases classified elsewhere
34093,DRG00509,I679,"Cerebrovascular disease, unspecified"
34096,DRG00509,027P3ZZ,"Dilation of Pulmonary Trunk, Percutaneous Approach"
34097,DRG00509,027P4ZZ,"Dilation of Pulmonary Trunk, Percutaneous Endoscopic Approach"
34098,DRG00509,027Q3ZZ,"Dilation of Right Pulmonary Artery, Percutaneous Approach"
34099,DRG00509,027Q4ZZ,"Dilation of Right Pulmonary Artery, Percutaneous Endoscopic Approach"
34100,DRG00509,027R3ZT,"Dilation of Ductus Arteriosus, Percutaneous Approach"
34101,DRG00509,027R3ZZ,"Dilation of Left Pulmonary Artery, Percutaneous Approach"
34102,DRG00509,027R4ZT,"Dilation of Ductus Arteriosus, Percutaneous Endoscopic Approach"
34103,DRG00509,027R4ZZ,"Dilation of Left Pulmonary Artery, Percutaneous Endoscopic Approach"
34104,DRG00509,027S3ZZ,"Dilation of Right Pulmonary Vein, Percutaneous Approach"
34105,DRG00509,027S4ZZ,"Dilation of Right Pulmonary Vein, Percutaneous Endoscopic Approach"
34106,DRG00509,027T3ZZ,"Dilation of Left Pulmonary Vein, Percutaneous Approach"
34107,DRG00509,027T4ZZ,"Dilation of Left Pulmonary Vein, Percutaneous Endoscopic Approach"
34108,DRG00509,027V3ZZ,"Dilation of Superior Vena Cava, Percutaneous Approach"
34109,DRG00509,027V4ZZ,"Dilation of Superior Vena Cava, Percutaneous Endoscopic Approach"
