DRG,CM-PCS,en
DRG28601,018M0ZZ,"Division of Abdominal Sympathetic Nerve, Open Approach"
DRG28601,018M3ZZ,"Division of Abdominal Sympathetic Nerve, Percutaneous Approach"
DRG28601,018M4ZZ,"Division of Abdominal Sympathetic Nerve, Percutaneous Endoscopic Approach"
DRG28601,06L90ZZ,"Occlusion of Right Renal Vein, Open Approach"
DRG28601,06L93ZZ,"Occlusion of Right Renal Vein, Percutaneous Approach"
DRG28601,06L94ZZ,"Occlusion of Right Renal Vein, Percutaneous Endoscopic Approach"
DRG28601,06LB0ZZ,"Occlusion of Left Renal Vein, Open Approach"
DRG28601,06LB3ZZ,"Occlusion of Left Renal Vein, Percutaneous Approach"
DRG28601,06LB4ZZ,"Occlusion of Left Renal Vein, Percutaneous Endoscopic Approach"
DRG28601,07JM3ZZ,"Inspection of Thymus, Percutaneous Approach"
DRG28601,0G500ZZ,"Destruction of Pituitary Gland, Open Approach"
DRG28601,0G503ZZ,"Destruction of Pituitary Gland, Percutaneous Approach"
DRG28601,0G504ZZ,"Destruction of Pituitary Gland, Percutaneous Endoscopic Approach"
DRG28601,0G510ZZ,"Destruction of Pineal Body, Open Approach"
DRG28601,0G513ZZ,"Destruction of Pineal Body, Percutaneous Approach"
DRG28601,0G514ZZ,"Destruction of Pineal Body, Percutaneous Endoscopic Approach"
DRG28601,0G520ZZ,"Destruction of Left Adrenal Gland, Open Approach"
DRG28601,0G523ZZ,"Destruction of Left Adrenal Gland, Percutaneous Approach"
DRG28601,0G524ZZ,"Destruction of Left Adrenal Gland, Percutaneous Endoscopic Approach"
DRG28601,0G530ZZ,"Destruction of Right Adrenal Gland, Open Approach"
DRG28601,0G533ZZ,"Destruction of Right Adrenal Gland, Percutaneous Approach"
DRG28601,0G534ZZ,"Destruction of Right Adrenal Gland, Percutaneous Endoscopic Approach"
DRG28601,0G540ZZ,"Destruction of Bilateral Adrenal Glands, Open Approach"
DRG28601,0G543ZZ,"Destruction of Bilateral Adrenal Glands, Percutaneous Approach"
DRG28601,0G544ZZ,"Destruction of Bilateral Adrenal Glands, Percutaneous Endoscopic Approach"
DRG28601,0G800ZZ,"Division of Pituitary Gland, Open Approach"
DRG28601,0G803ZZ,"Division of Pituitary Gland, Percutaneous Approach"
DRG28601,0G804ZZ,"Division of Pituitary Gland, Percutaneous Endoscopic Approach"
DRG28601,0G9000Z,"Drainage of Pituitary Gland with Drainage Device, Open Approach"
DRG28601,0G900ZX,"Drainage of Pituitary Gland, Open Approach, Diagnostic"
DRG28601,0G900ZZ,"Drainage of Pituitary Gland, Open Approach"
DRG28601,0G9030Z,"Drainage of Pituitary Gland with Drainage Device, Percutaneous Approach"
DRG28601,0G903ZX,"Drainage of Pituitary Gland, Percutaneous Approach, Diagnostic"
