DRG,CM-PCS,en
DRG01706,G454,Transient global amnesia
DRG01706,G463,Brain stem stroke syndrome
DRG01706,G464,Cerebellar stroke syndrome
DRG01706,G465,Pure motor lacunar syndrome
DRG01706,G466,Pure sensory lacunar syndrome
DRG01706,G467,Other lacunar syndromes
DRG01706,G468,Other vascular syndromes of brain in cerebrovascular diseases
DRG01706,I672,Cerebral atherosclerosis
DRG01706,I6781,Acute cerebrovascular insufficiency
DRG01706,I6782,Cerebral ischemia
DRG01706,I679,"Cerebrovascular disease, unspecified"
