DRG,CM-PCS,en
DRG20801,K8000,Calculus of gallbladder with acute cholecystitis without obstruction
DRG20801,K8001,Calculus of gallbladder with acute cholecystitis with obstruction
DRG20801,K8010,Calculus of gallbladder with chronic cholecystitis without obstruction
DRG20801,K8011,Calculus of gallbladder with chronic cholecystitis with obstruction
DRG20801,K8012,Calculus of gallbladder with acute and chronic cholecystitis without obstruction
DRG20801,K8013,Calculus of gallbladder with acute and chronic cholecystitis with obstruction
DRG20801,K8018,Calculus of gallbladder with other cholecystitis without obstruction
DRG20801,K8019,Calculus of gallbladder with other cholecystitis with obstruction
DRG20801,K8020,Calculus of gallbladder without cholecystitis without obstruction
DRG20801,K8021,Calculus of gallbladder without cholecystitis with obstruction
DRG20801,K8030,"Calculus of bile duct with cholangitis, unspecified, without obstruction"
DRG20801,K8031,"Calculus of bile duct with cholangitis, unspecified, with obstruction"
DRG20801,K8032,Calculus of bile duct with acute cholangitis without obstruction
DRG20801,K8033,Calculus of bile duct with acute cholangitis with obstruction
DRG20801,K8034,Calculus of bile duct with chronic cholangitis without obstruction
DRG20801,K8035,Calculus of bile duct with chronic cholangitis with obstruction
DRG20801,K8036,Calculus of bile duct with acute and chronic cholangitis without obstruction
DRG20801,K8037,Calculus of bile duct with acute and chronic cholangitis with obstruction
DRG20801,K8040,"Calculus of bile duct with cholecystitis, unspecified, without obstruction"
DRG20801,K8041,"Calculus of bile duct with cholecystitis, unspecified, with obstruction"
DRG20801,K8042,Calculus of bile duct with acute cholecystitis without obstruction
DRG20801,K8043,Calculus of bile duct with acute cholecystitis with obstruction
DRG20801,K8044,Calculus of bile duct with chronic cholecystitis without obstruction
DRG20801,K8045,Calculus of bile duct with chronic cholecystitis with obstruction
DRG20801,K8046,Calculus of bile duct with acute and chronic cholecystitis without obstruction
DRG20801,K8047,Calculus of bile duct with acute and chronic cholecystitis with obstruction
DRG20801,K8050,Calculus of bile duct without cholangitis or cholecystitis without obstruction
DRG20801,K8051,Calculus of bile duct without cholangitis or cholecystitis with obstruction
DRG20801,K8060,"Calculus of gallbladder and bile duct with cholecystitis, unspecified, without obstruction"
DRG20801,K8061,"Calculus of gallbladder and bile duct with cholecystitis, unspecified, with obstruction"
DRG20801,K8062,Calculus of gallbladder and bile duct with acute cholecystitis without obstruction
DRG20801,K8063,Calculus of gallbladder and bile duct with acute cholecystitis with obstruction
DRG20801,K8064,Calculus of gallbladder and bile duct with chronic cholecystitis without obstruction
DRG20801,K8065,Calculus of gallbladder and bile duct with chronic cholecystitis with obstruction
DRG20801,K8066,Calculus of gallbladder and bile duct with acute and chronic cholecystitis without obstruction
DRG20801,K8067,Calculus of gallbladder and bile duct with acute and chronic cholecystitis with obstruction
DRG20801,K8070,Calculus of gallbladder and bile duct without cholecystitis without obstruction
DRG20801,K8071,Calculus of gallbladder and bile duct without cholecystitis with obstruction
DRG20801,K8080,Other cholelithiasis without obstruction
DRG20801,K8081,Other cholelithiasis with obstruction
DRG20801,K810,Acute cholecystitis
DRG20801,K811,Chronic cholecystitis
DRG20801,K812,Acute cholecystitis with chronic cholecystitis
DRG20801,K819,"Cholecystitis, unspecified"
DRG20801,K820,Obstruction of gallbladder
DRG20801,K821,Hydrops of gallbladder
DRG20801,K822,Perforation of gallbladder
DRG20801,K823,Fistula of gallbladder
DRG20801,K824,Cholesterolosis of gallbladder
DRG20801,K828,Other specified diseases of gallbladder
DRG20801,K829,"Disease of gallbladder, unspecified"
DRG20801,K830,Cholangitis
DRG20801,K831,Obstruction of bile duct
DRG20801,K832,Perforation of bile duct
DRG20801,K833,Fistula of bile duct
DRG20801,K834,Spasm of sphincter of Oddi
DRG20801,K835,Biliary cyst
DRG20801,K838,Other specified diseases of biliary tract
DRG20801,K839,"Disease of biliary tract, unspecified"
DRG20801,K915,Postcholecystectomy syndrome
DRG20801,Q441,Other congenital malformations of gallbladder
DRG20801,Q442,Atresia of bile ducts
DRG20801,Q443,Congenital stenosis and stricture of bile ducts
DRG20801,Q445,Other congenital malformations of bile ducts
DRG20801,Q447,Other congenital malformations of liver
DRG20801,R932,Abnormal findings on diagnostic imaging of liver and biliary tract
DRG20801,S36122A,"Contusion of gallbladder, initial encounter"
DRG20801,S36123A,"Laceration of gallbladder, initial encounter"
DRG20801,S36128A,"Other injury of gallbladder, initial encounter"
DRG20801,S36129A,"Unspecified injury of gallbladder, initial encounter"
DRG20801,S3613XA,"Injury of bile duct, initial encounter"
DRG20801,0F753DZ,"Dilation of Right Hepatic Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0F753ZZ,"Dilation of Right Hepatic Duct, Percutaneous Approach"
DRG20801,0F763DZ,"Dilation of Left Hepatic Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0F763ZZ,"Dilation of Left Hepatic Duct, Percutaneous Approach"
DRG20801,0F783DZ,"Dilation of Cystic Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0F783ZZ,"Dilation of Cystic Duct, Percutaneous Approach"
DRG20801,0F793DZ,"Dilation of Common Bile Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0F793ZZ,"Dilation of Common Bile Duct, Percutaneous Approach"
DRG20801,0F943ZZ,"Drainage of Gallbladder, Percutaneous Approach"
DRG20801,0F9440Z,"Drainage of Gallbladder with Drainage Device, Percutaneous Endoscopic Approach"
DRG20801,0F944ZZ,"Drainage of Gallbladder, Percutaneous Endoscopic Approach"
DRG20801,0F993ZZ,"Drainage of Common Bile Duct, Percutaneous Approach"
DRG20801,0F994ZZ,"Drainage of Common Bile Duct, Percutaneous Endoscopic Approach"
DRG20801,0F997ZZ,"Drainage of Common Bile Duct, Via Natural or Artificial Opening"
DRG20801,0F998ZZ,"Drainage of Common Bile Duct, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FC53ZZ,"Extirpation of Matter from Right Hepatic Duct, Percutaneous Approach"
DRG20801,0FC54ZZ,"Extirpation of Matter from Right Hepatic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FC57ZZ,"Extirpation of Matter from Right Hepatic Duct, Via Natural or Artificial Opening"
DRG20801,0FC63ZZ,"Extirpation of Matter from Left Hepatic Duct, Percutaneous Approach"
DRG20801,0FC64ZZ,"Extirpation of Matter from Left Hepatic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FC67ZZ,"Extirpation of Matter from Left Hepatic Duct, Via Natural or Artificial Opening"
DRG20801,0FC83ZZ,"Extirpation of Matter from Cystic Duct, Percutaneous Approach"
DRG20801,0FC84ZZ,"Extirpation of Matter from Cystic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FC87ZZ,"Extirpation of Matter from Cystic Duct, Via Natural or Artificial Opening"
DRG20801,0FL53CZ,"Occlusion of Right Hepatic Duct with Extraluminal Device, Percutaneous Approach"
DRG20801,0FL53DZ,"Occlusion of Right Hepatic Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0FL53ZZ,"Occlusion of Right Hepatic Duct, Percutaneous Approach"
DRG20801,0FL54CZ,"Occlusion of Right Hepatic Duct with Extraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FL54DZ,"Occlusion of Right Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FL54ZZ,"Occlusion of Right Hepatic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FL57DZ,"Occlusion of Right Hepatic Duct with Intraluminal Device, Via Natural or Artificial Opening"
DRG20801,0FL57ZZ,"Occlusion of Right Hepatic Duct, Via Natural or Artificial Opening"
DRG20801,0FL58DZ,"Occlusion of Right Hepatic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FL58ZZ,"Occlusion of Right Hepatic Duct, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FL63CZ,"Occlusion of Left Hepatic Duct with Extraluminal Device, Percutaneous Approach"
DRG20801,0FL63DZ,"Occlusion of Left Hepatic Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0FL63ZZ,"Occlusion of Left Hepatic Duct, Percutaneous Approach"
DRG20801,0FL64CZ,"Occlusion of Left Hepatic Duct with Extraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FL64DZ,"Occlusion of Left Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FL64ZZ,"Occlusion of Left Hepatic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FL67DZ,"Occlusion of Left Hepatic Duct with Intraluminal Device, Via Natural or Artificial Opening"
DRG20801,0FL67ZZ,"Occlusion of Left Hepatic Duct, Via Natural or Artificial Opening"
DRG20801,0FL68DZ,"Occlusion of Left Hepatic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FL68ZZ,"Occlusion of Left Hepatic Duct, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FL83CZ,"Occlusion of Cystic Duct with Extraluminal Device, Percutaneous Approach"
DRG20801,0FL83DZ,"Occlusion of Cystic Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0FL83ZZ,"Occlusion of Cystic Duct, Percutaneous Approach"
DRG20801,0FL84CZ,"Occlusion of Cystic Duct with Extraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FL84DZ,"Occlusion of Cystic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FL84ZZ,"Occlusion of Cystic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FL87DZ,"Occlusion of Cystic Duct with Intraluminal Device, Via Natural or Artificial Opening"
DRG20801,0FL87ZZ,"Occlusion of Cystic Duct, Via Natural or Artificial Opening"
DRG20801,0FL88DZ,"Occlusion of Cystic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FL88ZZ,"Occlusion of Cystic Duct, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FL93CZ,"Occlusion of Common Bile Duct with Extraluminal Device, Percutaneous Approach"
DRG20801,0FL93DZ,"Occlusion of Common Bile Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0FL93ZZ,"Occlusion of Common Bile Duct, Percutaneous Approach"
DRG20801,0FL94CZ,"Occlusion of Common Bile Duct with Extraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FL94DZ,"Occlusion of Common Bile Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FL94ZZ,"Occlusion of Common Bile Duct, Percutaneous Endoscopic Approach"
DRG20801,0FL97DZ,"Occlusion of Common Bile Duct with Intraluminal Device, Via Natural or Artificial Opening"
DRG20801,0FL97ZZ,"Occlusion of Common Bile Duct, Via Natural or Artificial Opening"
DRG20801,0FL98DZ,"Occlusion of Common Bile Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FL98ZZ,"Occlusion of Common Bile Duct, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FM44ZZ,"Reattachment of Gallbladder, Percutaneous Endoscopic Approach"
DRG20801,0FM54ZZ,"Reattachment of Right Hepatic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FM64ZZ,"Reattachment of Left Hepatic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FM84ZZ,"Reattachment of Cystic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FM94ZZ,"Reattachment of Common Bile Duct, Percutaneous Endoscopic Approach"
DRG20801,0FV53CZ,"Restriction of Right Hepatic Duct with Extraluminal Device, Percutaneous Approach"
DRG20801,0FV53DZ,"Restriction of Right Hepatic Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0FV53ZZ,"Restriction of Right Hepatic Duct, Percutaneous Approach"
DRG20801,0FV54CZ,"Restriction of Right Hepatic Duct with Extraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FV54DZ,"Restriction of Right Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FV54ZZ,"Restriction of Right Hepatic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FV57DZ,"Restriction of Right Hepatic Duct with Intraluminal Device, Via Natural or Artificial Opening"
DRG20801,0FV57ZZ,"Restriction of Right Hepatic Duct, Via Natural or Artificial Opening"
DRG20801,0FV58DZ,"Restriction of Right Hepatic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FV58ZZ,"Restriction of Right Hepatic Duct, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FV63CZ,"Restriction of Left Hepatic Duct with Extraluminal Device, Percutaneous Approach"
DRG20801,0FV63DZ,"Restriction of Left Hepatic Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0FV63ZZ,"Restriction of Left Hepatic Duct, Percutaneous Approach"
DRG20801,0FV64CZ,"Restriction of Left Hepatic Duct with Extraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FV64DZ,"Restriction of Left Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FV64ZZ,"Restriction of Left Hepatic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FV67DZ,"Restriction of Left Hepatic Duct with Intraluminal Device, Via Natural or Artificial Opening"
DRG20801,0FV67ZZ,"Restriction of Left Hepatic Duct, Via Natural or Artificial Opening"
DRG20801,0FV68DZ,"Restriction of Left Hepatic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FV68ZZ,"Restriction of Left Hepatic Duct, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FV83CZ,"Restriction of Cystic Duct with Extraluminal Device, Percutaneous Approach"
DRG20801,0FV83DZ,"Restriction of Cystic Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0FV83ZZ,"Restriction of Cystic Duct, Percutaneous Approach"
DRG20801,0FV84CZ,"Restriction of Cystic Duct with Extraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FV84DZ,"Restriction of Cystic Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FV84ZZ,"Restriction of Cystic Duct, Percutaneous Endoscopic Approach"
DRG20801,0FV87DZ,"Restriction of Cystic Duct with Intraluminal Device, Via Natural or Artificial Opening"
DRG20801,0FV87ZZ,"Restriction of Cystic Duct, Via Natural or Artificial Opening"
DRG20801,0FV88DZ,"Restriction of Cystic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FV88ZZ,"Restriction of Cystic Duct, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FV93CZ,"Restriction of Common Bile Duct with Extraluminal Device, Percutaneous Approach"
DRG20801,0FV93DZ,"Restriction of Common Bile Duct with Intraluminal Device, Percutaneous Approach"
DRG20801,0FV93ZZ,"Restriction of Common Bile Duct, Percutaneous Approach"
DRG20801,0FV94CZ,"Restriction of Common Bile Duct with Extraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FV94DZ,"Restriction of Common Bile Duct with Intraluminal Device, Percutaneous Endoscopic Approach"
DRG20801,0FV94ZZ,"Restriction of Common Bile Duct, Percutaneous Endoscopic Approach"
DRG20801,0FV97DZ,"Restriction of Common Bile Duct with Intraluminal Device, Via Natural or Artificial Opening"
DRG20801,0FV97ZZ,"Restriction of Common Bile Duct, Via Natural or Artificial Opening"
DRG20801,0FV98DZ,"Restriction of Common Bile Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
DRG20801,0FV98ZZ,"Restriction of Common Bile Duct, Via Natural or Artificial Opening Endoscopic"
DRG20801,3E1J38X,"Irrigation of Biliary and Pancreatic Tract using Irrigating Substance, Percutaneous Approach, Diagnostic"
DRG20801,3E1J38Z,"Irrigation of Biliary and Pancreatic Tract using Irrigating Substance, Percutaneous Approach"
DRG20801,3E1R38X,"Irrigation of Spinal Canal using Irrigating Substance, Percutaneous Approach, Diagnostic"
DRG20801,3E1R38Z,"Irrigation of Spinal Canal using Irrigating Substance, Percutaneous Approach"
DRG20801,3E1S38X,"Irrigation of Epidural Space using Irrigating Substance, Percutaneous Approach, Diagnostic"
DRG20801,3E1S38Z,"Irrigation of Epidural Space using Irrigating Substance, Percutaneous Approach"
