,DRG,CM-PCS,en
74576,DRG50304,0KXS0ZZ,"Transfer Right Lower Leg Muscle, Open Approach"
74577,DRG50304,0KXS4ZZ,"Transfer Right Lower Leg Muscle, Percutaneous Endoscopic Approach"
74578,DRG50304,0KXT0ZZ,"Transfer Left Lower Leg Muscle, Open Approach"
74579,DRG50304,0KXT4ZZ,"Transfer Left Lower Leg Muscle, Percutaneous Endoscopic Approach"
74580,DRG50304,0LSQ0ZZ,"Reposition Right Knee Tendon, Open Approach"
74581,DRG50304,0LSQ4ZZ,"Reposition Right Knee Tendon, Percutaneous Endoscopic Approach"
74582,DRG50304,0LSR0ZZ,"Reposition Left Knee Tendon, Open Approach"
74583,DRG50304,0LSR4ZZ,"Reposition Left Knee Tendon, Percutaneous Endoscopic Approach"
74584,DRG50304,0M9N00Z,"Drainage of Right Knee Bursa and Ligament with Drainage Device, Open Approach"
74585,DRG50304,0M9N0ZZ,"Drainage of Right Knee Bursa and Ligament, Open Approach"
74586,DRG50304,0M9N30Z,"Drainage of Right Knee Bursa and Ligament with Drainage Device, Percutaneous Approach"
74587,DRG50304,0M9N40Z,"Drainage of Right Knee Bursa and Ligament with Drainage Device, Percutaneous Endoscopic Approach"
74588,DRG50304,0M9P00Z,"Drainage of Left Knee Bursa and Ligament with Drainage Device, Open Approach"
74589,DRG50304,0M9P0ZZ,"Drainage of Left Knee Bursa and Ligament, Open Approach"
74590,DRG50304,0M9P30Z,"Drainage of Left Knee Bursa and Ligament with Drainage Device, Percutaneous Approach"
74591,DRG50304,0M9P40Z,"Drainage of Left Knee Bursa and Ligament with Drainage Device, Percutaneous Endoscopic Approach"
74592,DRG50304,0MCN0ZZ,"Extirpation of Matter from Right Knee Bursa and Ligament, Open Approach"
74593,DRG50304,0MCN3ZZ,"Extirpation of Matter from Right Knee Bursa and Ligament, Percutaneous Approach"
74594,DRG50304,0MCN4ZZ,"Extirpation of Matter from Right Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
74595,DRG50304,0MCP0ZZ,"Extirpation of Matter from Left Knee Bursa and Ligament, Open Approach"
74596,DRG50304,0MCP3ZZ,"Extirpation of Matter from Left Knee Bursa and Ligament, Percutaneous Approach"
74597,DRG50304,0MCP4ZZ,"Extirpation of Matter from Left Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
74598,DRG50304,0MNN0ZZ,"Release Right Knee Bursa and Ligament, Open Approach"
74599,DRG50304,0MNN3ZZ,"Release Right Knee Bursa and Ligament, Percutaneous Approach"
74600,DRG50304,0MNN4ZZ,"Release Right Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
74601,DRG50304,0MNNXZZ,"Release Right Knee Bursa and Ligament, External Approach"
74602,DRG50304,0MNP0ZZ,"Release Left Knee Bursa and Ligament, Open Approach"
