,DRG,CM-PCS,en
50006,DRG02403,F0781,Postconcussional syndrome
50007,DRG02403,G43009,"Migraine without aura, not intractable, without status migrainosus"
50008,DRG02403,G43011,"Migraine without aura, intractable, with status migrainosus"
50009,DRG02403,G43019,"Migraine without aura, intractable, without status migrainosus"
50010,DRG02403,G43101,"Migraine with aura, not intractable, with status migrainosus"
50011,DRG02403,G43109,"Migraine with aura, not intractable, without status migrainosus"
50012,DRG02403,G43111,"Migraine with aura, intractable, with status migrainosus"
50013,DRG02403,G43119,"Migraine with aura, intractable, without status migrainosus"
50014,DRG02403,G43401,"Hemiplegic migraine, not intractable, with status migrainosus"
50015,DRG02403,G43409,"Hemiplegic migraine, not intractable, without status migrainosus"
50016,DRG02403,G43411,"Hemiplegic migraine, intractable, with status migrainosus"
50017,DRG02403,G43419,"Hemiplegic migraine, intractable, without status migrainosus"
50018,DRG02403,G43501,"Persistent migraine aura without cerebral infarction, not intractable, with status migrainosus"
50019,DRG02403,G43509,"Persistent migraine aura without cerebral infarction, not intractable, without status migrainosus"
50020,DRG02403,G43511,"Persistent migraine aura without cerebral infarction, intractable, with status migrainosus"
50021,DRG02403,G43519,"Persistent migraine aura without cerebral infarction, intractable, without status migrainosus"
50022,DRG02403,G43601,"Persistent migraine aura with cerebral infarction, not intractable, with status migrainosus"
50023,DRG02403,G43609,"Persistent migraine aura with cerebral infarction, not intractable, without status migrainosus"
50024,DRG02403,G43611,"Persistent migraine aura with cerebral infarction, intractable, with status migrainosus"
50025,DRG02403,G43619,"Persistent migraine aura with cerebral infarction, intractable, without status migrainosus"
50026,DRG02403,G43701,"Chronic migraine without aura, not intractable, with status migrainosus"
50027,DRG02403,G43709,"Chronic migraine without aura, not intractable, without status migrainosus"
50028,DRG02403,G43711,"Chronic migraine without aura, intractable, with status migrainosus"
50029,DRG02403,G43719,"Chronic migraine without aura, intractable, without status migrainosus"
50030,DRG02403,G43801,"Other migraine, not intractable, with status migrainosus"
50031,DRG02403,G43809,"Other migraine, not intractable, without status migrainosus"
50032,DRG02403,G43811,"Other migraine, intractable, with status migrainosus"
50033,DRG02403,G43819,"Other migraine, intractable, without status migrainosus"
50034,DRG02403,G43901,"Migraine, unspecified, not intractable, with status migrainosus"
50035,DRG02403,G43909,"Migraine, unspecified, not intractable, without status migrainosus"
50036,DRG02403,G43911,"Migraine, unspecified, intractable, with status migrainosus"
