DRG,CM-PCS,en
DRG45101,J705,Respiratory conditions due to smoke inhalation
DRG45101,M1A10X0,"Lead-induced chronic gout, unspecified site, without tophus (tophi)"
DRG45101,M1A10X1,"Lead-induced chronic gout, unspecified site, with tophus (tophi)"
DRG45101,M1A1110,"Lead-induced chronic gout, right shoulder, without tophus (tophi)"
DRG45101,M1A1111,"Lead-induced chronic gout, right shoulder, with tophus (tophi)"
DRG45101,M1A1120,"Lead-induced chronic gout, left shoulder, without tophus (tophi)"
DRG45101,M1A1121,"Lead-induced chronic gout, left shoulder, with tophus (tophi)"
DRG45101,M1A1190,"Lead-induced chronic gout, unspecified shoulder, without tophus (tophi)"
DRG45101,M1A1191,"Lead-induced chronic gout, unspecified shoulder, with tophus (tophi)"
DRG45101,M1A1210,"Lead-induced chronic gout, right elbow, without tophus (tophi)"
DRG45101,M1A1211,"Lead-induced chronic gout, right elbow, with tophus (tophi)"
DRG45101,M1A1220,"Lead-induced chronic gout, left elbow, without tophus (tophi)"
DRG45101,M1A1221,"Lead-induced chronic gout, left elbow, with tophus (tophi)"
DRG45101,M1A1290,"Lead-induced chronic gout, unspecified elbow, without tophus (tophi)"
DRG45101,M1A1291,"Lead-induced chronic gout, unspecified elbow, with tophus (tophi)"
DRG45101,M1A1310,"Lead-induced chronic gout, right wrist, without tophus (tophi)"
DRG45101,M1A1311,"Lead-induced chronic gout, right wrist, with tophus (tophi)"
DRG45101,M1A1320,"Lead-induced chronic gout, left wrist, without tophus (tophi)"
DRG45101,M1A1321,"Lead-induced chronic gout, left wrist, with tophus (tophi)"
DRG45101,M1A1390,"Lead-induced chronic gout, unspecified wrist, without tophus (tophi)"
DRG45101,M1A1391,"Lead-induced chronic gout, unspecified wrist, with tophus (tophi)"
DRG45101,M1A1410,"Lead-induced chronic gout, right hand, without tophus (tophi)"
DRG45101,M1A1411,"Lead-induced chronic gout, right hand, with tophus (tophi)"
DRG45101,M1A1420,"Lead-induced chronic gout, left hand, without tophus (tophi)"
DRG45101,M1A1421,"Lead-induced chronic gout, left hand, with tophus (tophi)"
DRG45101,M1A1490,"Lead-induced chronic gout, unspecified hand, without tophus (tophi)"
DRG45101,M1A1491,"Lead-induced chronic gout, unspecified hand, with tophus (tophi)"
DRG45101,M1A1510,"Lead-induced chronic gout, right hip, without tophus (tophi)"
DRG45101,M1A1511,"Lead-induced chronic gout, right hip, with tophus (tophi)"
DRG45101,M1A1520,"Lead-induced chronic gout, left hip, without tophus (tophi)"
DRG45101,M1A1521,"Lead-induced chronic gout, left hip, with tophus (tophi)"
DRG45101,M1A1590,"Lead-induced chronic gout, unspecified hip, without tophus (tophi)"
DRG45101,M1A1591,"Lead-induced chronic gout, unspecified hip, with tophus (tophi)"
DRG45101,M1A1610,"Lead-induced chronic gout, right knee, without tophus (tophi)"
DRG45101,M1A1611,"Lead-induced chronic gout, right knee, with tophus (tophi)"
DRG45101,M1A1620,"Lead-induced chronic gout, left knee, without tophus (tophi)"
DRG45101,M1A1621,"Lead-induced chronic gout, left knee, with tophus (tophi)"
DRG45101,M1A1690,"Lead-induced chronic gout, unspecified knee, without tophus (tophi)"
DRG45101,M1A1691,"Lead-induced chronic gout, unspecified knee, with tophus (tophi)"
DRG45101,M1A1710,"Lead-induced chronic gout, right ankle and foot, without tophus (tophi)"
DRG45101,M1A1711,"Lead-induced chronic gout, right ankle and foot, with tophus (tophi)"
DRG45101,M1A1720,"Lead-induced chronic gout, left ankle and foot, without tophus (tophi)"
