DRG,CM-PCS,en
DRG48502,0M9L4ZZ,"Drainage of Right Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
DRG48502,0M9M4ZZ,"Drainage of Left Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
DRG48502,0Q860ZZ,"Division of Right Upper Femur, Open Approach"
DRG48502,0QH604Z,"Insertion of Internal Fixation Device into Right Upper Femur, Open Approach"
DRG48502,0QH605Z,"Insertion of External Fixation Device into Right Upper Femur, Open Approach"
DRG48502,0QH606Z,"Insertion of Intramedullary Internal Fixation Device into Right Upper Femur, Open Approach"
DRG48502,0QH634Z,"Insertion of Internal Fixation Device into Right Upper Femur, Percutaneous Approach"
DRG48502,0QH635Z,"Insertion of External Fixation Device into Right Upper Femur, Percutaneous Approach"
DRG48502,0QH636Z,"Insertion of Intramedullary Internal Fixation Device into Right Upper Femur, Percutaneous Approach"
DRG48502,0QH644Z,"Insertion of Internal Fixation Device into Right Upper Femur, Percutaneous Endoscopic Approach"
DRG48502,0QH645Z,"Insertion of External Fixation Device into Right Upper Femur, Percutaneous Endoscopic Approach"
DRG48502,0QH646Z,"Insertion of Intramedullary Internal Fixation Device into Right Upper Femur, Percutaneous Endoscopic Approach"
DRG48502,0QH704Z,"Insertion of Internal Fixation Device into Left Upper Femur, Open Approach"
DRG48502,0QH705Z,"Insertion of External Fixation Device into Left Upper Femur, Open Approach"
DRG48502,0QH706Z,"Insertion of Intramedullary Internal Fixation Device into Left Upper Femur, Open Approach"
DRG48502,0QH734Z,"Insertion of Internal Fixation Device into Left Upper Femur, Percutaneous Approach"
DRG48502,0QH735Z,"Insertion of External Fixation Device into Left Upper Femur, Percutaneous Approach"
DRG48502,0QH736Z,"Insertion of Intramedullary Internal Fixation Device into Left Upper Femur, Percutaneous Approach"
DRG48502,0QH744Z,"Insertion of Internal Fixation Device into Left Upper Femur, Percutaneous Endoscopic Approach"
DRG48502,0QH745Z,"Insertion of External Fixation Device into Left Upper Femur, Percutaneous Endoscopic Approach"
