DRG,CM-PCS,en
DRG23803,M8630,"Chronic multifocal osteomyelitis, unspecified site"
DRG23803,M86311,"Chronic multifocal osteomyelitis, right shoulder"
DRG23803,M86312,"Chronic multifocal osteomyelitis, left shoulder"
DRG23803,M86319,"Chronic multifocal osteomyelitis, unspecified shoulder"
DRG23803,M86321,"Chronic multifocal osteomyelitis, right humerus"
DRG23803,M86322,"Chronic multifocal osteomyelitis, left humerus"
DRG23803,M86329,"Chronic multifocal osteomyelitis, unspecified humerus"
DRG23803,M86331,"Chronic multifocal osteomyelitis, right radius and ulna"
DRG23803,M86332,"Chronic multifocal osteomyelitis, left radius and ulna"
DRG23803,M86339,"Chronic multifocal osteomyelitis, unspecified radius and ulna"
DRG23803,M86341,"Chronic multifocal osteomyelitis, right hand"
DRG23803,M86342,"Chronic multifocal osteomyelitis, left hand"
DRG23803,M86349,"Chronic multifocal osteomyelitis, unspecified hand"
DRG23803,M86351,"Chronic multifocal osteomyelitis, right femur"
DRG23803,M86352,"Chronic multifocal osteomyelitis, left femur"
DRG23803,M86359,"Chronic multifocal osteomyelitis, unspecified femur"
DRG23803,M86361,"Chronic multifocal osteomyelitis, right tibia and fibula"
DRG23803,M86362,"Chronic multifocal osteomyelitis, left tibia and fibula"
DRG23803,M86369,"Chronic multifocal osteomyelitis, unspecified tibia and fibula"
DRG23803,M86371,"Chronic multifocal osteomyelitis, right ankle and foot"
DRG23803,M86372,"Chronic multifocal osteomyelitis, left ankle and foot"
DRG23803,M86379,"Chronic multifocal osteomyelitis, unspecified ankle and foot"
DRG23803,M8638,"Chronic multifocal osteomyelitis, other site"
DRG23803,M8639,"Chronic multifocal osteomyelitis, multiple sites"
DRG23803,M8640,"Chronic osteomyelitis with draining sinus, unspecified site"
DRG23803,M86411,"Chronic osteomyelitis with draining sinus, right shoulder"
DRG23803,M86412,"Chronic osteomyelitis with draining sinus, left shoulder"
DRG23803,M86419,"Chronic osteomyelitis with draining sinus, unspecified shoulder"
DRG23803,M86421,"Chronic osteomyelitis with draining sinus, right humerus"
DRG23803,M86422,"Chronic osteomyelitis with draining sinus, left humerus"
DRG23803,M86429,"Chronic osteomyelitis with draining sinus, unspecified humerus"
DRG23803,M86431,"Chronic osteomyelitis with draining sinus, right radius and ulna"
