,DRG,CM-PCS,en
34371,DRG23002,0Q560ZZ,"Destruction of Right Upper Femur, Open Approach"
34372,DRG23002,0Q563ZZ,"Destruction of Right Upper Femur, Percutaneous Approach"
34373,DRG23002,0Q564ZZ,"Destruction of Right Upper Femur, Percutaneous Endoscopic Approach"
34374,DRG23002,0Q570ZZ,"Destruction of Left Upper Femur, Open Approach"
34375,DRG23002,0Q573ZZ,"Destruction of Left Upper Femur, Percutaneous Approach"
34376,DRG23002,0Q574ZZ,"Destruction of Left Upper Femur, Percutaneous Endoscopic Approach"
34377,DRG23002,0Q580ZZ,"Destruction of Right Femoral Shaft, Open Approach"
34378,DRG23002,0Q583ZZ,"Destruction of Right Femoral Shaft, Percutaneous Approach"
34379,DRG23002,0Q584ZZ,"Destruction of Right Femoral Shaft, Percutaneous Endoscopic Approach"
34380,DRG23002,0Q590ZZ,"Destruction of Left Femoral Shaft, Open Approach"
34381,DRG23002,0Q593ZZ,"Destruction of Left Femoral Shaft, Percutaneous Approach"
34382,DRG23002,0Q594ZZ,"Destruction of Left Femoral Shaft, Percutaneous Endoscopic Approach"
34383,DRG23002,0Q5B0ZZ,"Destruction of Right Lower Femur, Open Approach"
34384,DRG23002,0Q5B3ZZ,"Destruction of Right Lower Femur, Percutaneous Approach"
34385,DRG23002,0Q5B4ZZ,"Destruction of Right Lower Femur, Percutaneous Endoscopic Approach"
34386,DRG23002,0Q5C0ZZ,"Destruction of Left Lower Femur, Open Approach"
34387,DRG23002,0Q5C3ZZ,"Destruction of Left Lower Femur, Percutaneous Approach"
34388,DRG23002,0Q5C4ZZ,"Destruction of Left Lower Femur, Percutaneous Endoscopic Approach"
34389,DRG23002,0QW604Z,"Revision of Internal Fixation Device in Right Upper Femur, Open Approach"
34390,DRG23002,0QW605Z,"Revision of External Fixation Device in Right Upper Femur, Open Approach"
34391,DRG23002,0QW607Z,"Revision of Autologous Tissue Substitute in Right Upper Femur, Open Approach"
34392,DRG23002,0QW60JZ,"Revision of Synthetic Substitute in Right Upper Femur, Open Approach"
34393,DRG23002,0QW60KZ,"Revision of Nonautologous Tissue Substitute in Right Upper Femur, Open Approach"
34394,DRG23002,0QW634Z,"Revision of Internal Fixation Device in Right Upper Femur, Percutaneous Approach"
34395,DRG23002,0QW635Z,"Revision of External Fixation Device in Right Upper Femur, Percutaneous Approach"
34396,DRG23002,0QW637Z,"Revision of Autologous Tissue Substitute in Right Upper Femur, Percutaneous Approach"
34397,DRG23002,0QW63JZ,"Revision of Synthetic Substitute in Right Upper Femur, Percutaneous Approach"
34398,DRG23002,0QW63KZ,"Revision of Nonautologous Tissue Substitute in Right Upper Femur, Percutaneous Approach"
34399,DRG23002,0QW644Z,"Revision of Internal Fixation Device in Right Upper Femur, Percutaneous Endoscopic Approach"
34400,DRG23002,0QW645Z,"Revision of External Fixation Device in Right Upper Femur, Percutaneous Endoscopic Approach"
34401,DRG23002,0QW647Z,"Revision of Autologous Tissue Substitute in Right Upper Femur, Percutaneous Endoscopic Approach"
34402,DRG23002,0QW64JZ,"Revision of Synthetic Substitute in Right Upper Femur, Percutaneous Endoscopic Approach"
34403,DRG23002,0QW64KZ,"Revision of Nonautologous Tissue Substitute in Right Upper Femur, Percutaneous Endoscopic Approach"
34404,DRG23002,0QW704Z,"Revision of Internal Fixation Device in Left Upper Femur, Open Approach"
34405,DRG23002,0QW705Z,"Revision of External Fixation Device in Left Upper Femur, Open Approach"
34406,DRG23002,0QW707Z,"Revision of Autologous Tissue Substitute in Left Upper Femur, Open Approach"
34407,DRG23002,0QW70JZ,"Revision of Synthetic Substitute in Left Upper Femur, Open Approach"
34408,DRG23002,0QW70KZ,"Revision of Nonautologous Tissue Substitute in Left Upper Femur, Open Approach"
34409,DRG23002,0QW734Z,"Revision of Internal Fixation Device in Left Upper Femur, Percutaneous Approach"
34410,DRG23002,0QW735Z,"Revision of External Fixation Device in Left Upper Femur, Percutaneous Approach"
34411,DRG23002,0QW737Z,"Revision of Autologous Tissue Substitute in Left Upper Femur, Percutaneous Approach"
34412,DRG23002,0QW73JZ,"Revision of Synthetic Substitute in Left Upper Femur, Percutaneous Approach"
34413,DRG23002,0QW73KZ,"Revision of Nonautologous Tissue Substitute in Left Upper Femur, Percutaneous Approach"
34414,DRG23002,0QW744Z,"Revision of Internal Fixation Device in Left Upper Femur, Percutaneous Endoscopic Approach"
34415,DRG23002,0QW745Z,"Revision of External Fixation Device in Left Upper Femur, Percutaneous Endoscopic Approach"
34416,DRG23002,0QW747Z,"Revision of Autologous Tissue Substitute in Left Upper Femur, Percutaneous Endoscopic Approach"
34417,DRG23002,0QW74JZ,"Revision of Synthetic Substitute in Left Upper Femur, Percutaneous Endoscopic Approach"
34418,DRG23002,0QW74KZ,"Revision of Nonautologous Tissue Substitute in Left Upper Femur, Percutaneous Endoscopic Approach"
34419,DRG23002,0QW804Z,"Revision of Internal Fixation Device in Right Femoral Shaft, Open Approach"
34420,DRG23002,0QW805Z,"Revision of External Fixation Device in Right Femoral Shaft, Open Approach"
34421,DRG23002,0QW807Z,"Revision of Autologous Tissue Substitute in Right Femoral Shaft, Open Approach"
34422,DRG23002,0QW80JZ,"Revision of Synthetic Substitute in Right Femoral Shaft, Open Approach"
34423,DRG23002,0QW80KZ,"Revision of Nonautologous Tissue Substitute in Right Femoral Shaft, Open Approach"
34424,DRG23002,0QW834Z,"Revision of Internal Fixation Device in Right Femoral Shaft, Percutaneous Approach"
34425,DRG23002,0QW835Z,"Revision of External Fixation Device in Right Femoral Shaft, Percutaneous Approach"
34426,DRG23002,0QW837Z,"Revision of Autologous Tissue Substitute in Right Femoral Shaft, Percutaneous Approach"
34427,DRG23002,0QW83JZ,"Revision of Synthetic Substitute in Right Femoral Shaft, Percutaneous Approach"
34428,DRG23002,0QW83KZ,"Revision of Nonautologous Tissue Substitute in Right Femoral Shaft, Percutaneous Approach"
34429,DRG23002,0QW844Z,"Revision of Internal Fixation Device in Right Femoral Shaft, Percutaneous Endoscopic Approach"
34430,DRG23002,0QW845Z,"Revision of External Fixation Device in Right Femoral Shaft, Percutaneous Endoscopic Approach"
34431,DRG23002,0QW847Z,"Revision of Autologous Tissue Substitute in Right Femoral Shaft, Percutaneous Endoscopic Approach"
34432,DRG23002,0QW84JZ,"Revision of Synthetic Substitute in Right Femoral Shaft, Percutaneous Endoscopic Approach"
34433,DRG23002,0QW84KZ,"Revision of Nonautologous Tissue Substitute in Right Femoral Shaft, Percutaneous Endoscopic Approach"
34434,DRG23002,0QW904Z,"Revision of Internal Fixation Device in Left Femoral Shaft, Open Approach"
34435,DRG23002,0QW905Z,"Revision of External Fixation Device in Left Femoral Shaft, Open Approach"
34436,DRG23002,0QW907Z,"Revision of Autologous Tissue Substitute in Left Femoral Shaft, Open Approach"
34437,DRG23002,0QW90JZ,"Revision of Synthetic Substitute in Left Femoral Shaft, Open Approach"
34438,DRG23002,0QW90KZ,"Revision of Nonautologous Tissue Substitute in Left Femoral Shaft, Open Approach"
34439,DRG23002,0QW934Z,"Revision of Internal Fixation Device in Left Femoral Shaft, Percutaneous Approach"
34440,DRG23002,0QW935Z,"Revision of External Fixation Device in Left Femoral Shaft, Percutaneous Approach"
