DRG,CM-PCS,en
DRG25603,B902,Sequelae of tuberculosis of bones and joints
DRG25603,D1600,Benign neoplasm of scapula and long bones of unspecified upper limb
DRG25603,D1601,Benign neoplasm of scapula and long bones of right upper limb
DRG25603,D1602,Benign neoplasm of scapula and long bones of left upper limb
DRG25603,D1610,Benign neoplasm of short bones of unspecified upper limb
DRG25603,D1611,Benign neoplasm of short bones of right upper limb
DRG25603,D1612,Benign neoplasm of short bones of left upper limb
DRG25603,D1620,Benign neoplasm of long bones of unspecified lower limb
DRG25603,D1621,Benign neoplasm of long bones of right lower limb
DRG25603,D1622,Benign neoplasm of long bones of left lower limb
DRG25603,D1630,Benign neoplasm of short bones of unspecified lower limb
DRG25603,D1631,Benign neoplasm of short bones of right lower limb
DRG25603,D1632,Benign neoplasm of short bones of left lower limb
DRG25603,D164,Benign neoplasm of bones of skull and face
DRG25603,D166,Benign neoplasm of vertebral column
DRG25603,D168,"Benign neoplasm of pelvic bones, sacrum and coccyx"
DRG25603,D169,"Benign neoplasm of bone and articular cartilage, unspecified"
DRG25603,D210,"Benign neoplasm of connective and other soft tissue of head, face and neck"
DRG25603,D2110,"Benign neoplasm of connective and other soft tissue of unspecified upper limb, including shoulder"
DRG25603,D2111,"Benign neoplasm of connective and other soft tissue of right upper limb, including shoulder"
DRG25603,D2112,"Benign neoplasm of connective and other soft tissue of left upper limb, including shoulder"
DRG25603,D2120,"Benign neoplasm of connective and other soft tissue of unspecified lower limb, including hip"
DRG25603,D2121,"Benign neoplasm of connective and other soft tissue of right lower limb, including hip"
DRG25603,D2122,"Benign neoplasm of connective and other soft tissue of left lower limb, including hip"
DRG25603,D213,Benign neoplasm of connective and other soft tissue of thorax
DRG25603,D214,Benign neoplasm of connective and other soft tissue of abdomen
DRG25603,D215,Benign neoplasm of connective and other soft tissue of pelvis
DRG25603,D216,"Benign neoplasm of connective and other soft tissue of trunk, unspecified"
DRG25603,D219,"Benign neoplasm of connective and other soft tissue, unspecified"
DRG25603,D3610,"Benign neoplasm of peripheral nerves and autonomic nervous system, unspecified"
DRG25603,D3611,"Benign neoplasm of peripheral nerves and autonomic nervous system of face, head, and neck"
DRG25603,D3612,"Benign neoplasm of peripheral nerves and autonomic nervous system, upper limb, including shoulder"
DRG25603,D3613,"Benign neoplasm of peripheral nerves and autonomic nervous system of lower limb, including hip"
DRG25603,D3614,Benign neoplasm of peripheral nerves and autonomic nervous system of thorax
DRG25603,D3615,Benign neoplasm of peripheral nerves and autonomic nervous system of abdomen
DRG25603,D3616,Benign neoplasm of peripheral nerves and autonomic nervous system of pelvis
DRG25603,D3617,"Benign neoplasm of peripheral nerves and autonomic nervous system of trunk, unspecified"
DRG25603,D481,Neoplasm of uncertain behavior of connective and other soft tissue
DRG25603,D492,"Neoplasm of unspecified behavior of bone, soft tissue, and skin"
DRG25603,H61011,Acute perichondritis of right external ear
DRG25603,H61012,Acute perichondritis of left external ear
DRG25603,H61013,"Acute perichondritis of external ear, bilateral"
DRG25603,H61019,"Acute perichondritis of external ear, unspecified ear"
DRG25603,H61021,Chronic perichondritis of right external ear
DRG25603,H61022,Chronic perichondritis of left external ear
DRG25603,H61023,"Chronic perichondritis of external ear, bilateral"
DRG25603,H61029,"Chronic perichondritis of external ear, unspecified ear"
DRG25603,H61031,Chondritis of right external ear
DRG25603,H61032,Chondritis of left external ear
DRG25603,H61033,"Chondritis of external ear, bilateral"
DRG25603,H61039,"Chondritis of external ear, unspecified ear"
DRG25603,M20001,Unspecified deformity of right finger(s)
DRG25603,M20002,Unspecified deformity of left finger(s)
DRG25603,M20009,Unspecified deformity of unspecified finger(s)
DRG25603,M20011,Mallet finger of right finger(s)
DRG25603,M20012,Mallet finger of left finger(s)
DRG25603,M20019,Mallet finger of unspecified finger(s)
DRG25603,M20021,Boutonniere deformity of right finger(s)
DRG25603,M20022,Boutonniere deformity of left finger(s)
DRG25603,M20029,Boutonniere deformity of unspecified finger(s)
DRG25603,M20031,Swan-neck deformity of right finger(s)
DRG25603,M20032,Swan-neck deformity of left finger(s)
DRG25603,M20039,Swan-neck deformity of unspecified finger(s)
DRG25603,M20091,Other deformity of right finger(s)
DRG25603,M20092,Other deformity of left finger(s)
DRG25603,M20099,"Other deformity of finger(s), unspecified finger(s)"
DRG25603,M2010,"Hallux valgus (acquired), unspecified foot"
DRG25603,M2011,"Hallux valgus (acquired), right foot"
DRG25603,M2012,"Hallux valgus (acquired), left foot"
DRG25603,M2020,"Hallux rigidus, unspecified foot"
DRG25603,M2021,"Hallux rigidus, right foot"
DRG25603,M2022,"Hallux rigidus, left foot"
DRG25603,M2030,"Hallux varus (acquired), unspecified foot"
DRG25603,M2031,"Hallux varus (acquired), right foot"
DRG25603,M2032,"Hallux varus (acquired), left foot"
DRG25603,M2040,"Other hammer toe(s) (acquired), unspecified foot"
DRG25603,M2041,"Other hammer toe(s) (acquired), right foot"
DRG25603,M2042,"Other hammer toe(s) (acquired), left foot"
DRG25603,M205X1,"Other deformities of toe(s) (acquired), right foot"
DRG25603,M205X2,"Other deformities of toe(s) (acquired), left foot"
DRG25603,M205X9,"Other deformities of toe(s) (acquired), unspecified foot"
DRG25603,M2060,"Acquired deformities of toe(s), unspecified, unspecified foot"
DRG25603,M2061,"Acquired deformities of toe(s), unspecified, right foot"
DRG25603,M2062,"Acquired deformities of toe(s), unspecified, left foot"
DRG25603,M2100,"Valgus deformity, not elsewhere classified, unspecified site"
DRG25603,M21021,"Valgus deformity, not elsewhere classified, right elbow"
DRG25603,M21022,"Valgus deformity, not elsewhere classified, left elbow"
DRG25603,M21029,"Valgus deformity, not elsewhere classified, unspecified elbow"
DRG25603,M21051,"Valgus deformity, not elsewhere classified, right hip"
DRG25603,M21052,"Valgus deformity, not elsewhere classified, left hip"
DRG25603,M21059,"Valgus deformity, not elsewhere classified, unspecified hip"
DRG25603,M21061,"Valgus deformity, not elsewhere classified, right knee"
DRG25603,M21062,"Valgus deformity, not elsewhere classified, left knee"
DRG25603,M21069,"Valgus deformity, not elsewhere classified, unspecified knee"
DRG25603,M21071,"Valgus deformity, not elsewhere classified, right ankle"
DRG25603,M21072,"Valgus deformity, not elsewhere classified, left ankle"
DRG25603,M21079,"Valgus deformity, not elsewhere classified, unspecified ankle"
DRG25603,M2110,"Varus deformity, not elsewhere classified, unspecified site"
DRG25603,M21121,"Varus deformity, not elsewhere classified, right elbow"
DRG25603,M21122,"Varus deformity, not elsewhere classified, left elbow"
