DRG,CM-PCS,en
DRG04004,089N0ZX,"Drainage of Right Upper Eyelid, Open Approach, Diagnostic"
DRG04004,089N3ZX,"Drainage of Right Upper Eyelid, Percutaneous Approach, Diagnostic"
DRG04004,089NXZX,"Drainage of Right Upper Eyelid, External Approach, Diagnostic"
DRG04004,089P0ZX,"Drainage of Left Upper Eyelid, Open Approach, Diagnostic"
DRG04004,089P3ZX,"Drainage of Left Upper Eyelid, Percutaneous Approach, Diagnostic"
DRG04004,089PXZX,"Drainage of Left Upper Eyelid, External Approach, Diagnostic"
DRG04004,089Q0ZX,"Drainage of Right Lower Eyelid, Open Approach, Diagnostic"
DRG04004,089Q3ZX,"Drainage of Right Lower Eyelid, Percutaneous Approach, Diagnostic"
DRG04004,089QXZX,"Drainage of Right Lower Eyelid, External Approach, Diagnostic"
DRG04004,089R0ZX,"Drainage of Left Lower Eyelid, Open Approach, Diagnostic"
DRG04004,089R3ZX,"Drainage of Left Lower Eyelid, Percutaneous Approach, Diagnostic"
DRG04004,089RXZX,"Drainage of Left Lower Eyelid, External Approach, Diagnostic"
DRG04004,08BN0ZX,"Excision of Right Upper Eyelid, Open Approach, Diagnostic"
DRG04004,08BN3ZX,"Excision of Right Upper Eyelid, Percutaneous Approach, Diagnostic"
DRG04004,08BNXZX,"Excision of Right Upper Eyelid, External Approach, Diagnostic"
DRG04004,08BP0ZX,"Excision of Left Upper Eyelid, Open Approach, Diagnostic"
DRG04004,08BP3ZX,"Excision of Left Upper Eyelid, Percutaneous Approach, Diagnostic"
DRG04004,08BPXZX,"Excision of Left Upper Eyelid, External Approach, Diagnostic"
DRG04004,08BQ0ZX,"Excision of Right Lower Eyelid, Open Approach, Diagnostic"
DRG04004,08BQ3ZX,"Excision of Right Lower Eyelid, Percutaneous Approach, Diagnostic"
DRG04004,08BQXZX,"Excision of Right Lower Eyelid, External Approach, Diagnostic"
DRG04004,08BR0ZX,"Excision of Left Lower Eyelid, Open Approach, Diagnostic"
DRG04004,08BR3ZX,"Excision of Left Lower Eyelid, Percutaneous Approach, Diagnostic"
DRG04004,08BRXZX,"Excision of Left Lower Eyelid, External Approach, Diagnostic"
DRG04004,08D8XZX,"Extraction of Right Cornea, External Approach, Diagnostic"
DRG04004,08D8XZZ,"Extraction of Right Cornea, External Approach"
DRG04004,08D9XZX,"Extraction of Left Cornea, External Approach, Diagnostic"
DRG04004,08D9XZZ,"Extraction of Left Cornea, External Approach"
DRG04004,08MNXZZ,"Reattachment of Right Upper Eyelid, External Approach"
DRG04004,08MPXZZ,"Reattachment of Left Upper Eyelid, External Approach"
DRG04004,08MQXZZ,"Reattachment of Right Lower Eyelid, External Approach"
DRG04004,08MRXZZ,"Reattachment of Left Lower Eyelid, External Approach"
DRG04004,08TN0ZZ,"Resection of Right Upper Eyelid, Open Approach"
DRG04004,08TNXZZ,"Resection of Right Upper Eyelid, External Approach"
DRG04004,08TP0ZZ,"Resection of Left Upper Eyelid, Open Approach"
DRG04004,08TPXZZ,"Resection of Left Upper Eyelid, External Approach"
DRG04004,08TQ0ZZ,"Resection of Right Lower Eyelid, Open Approach"
DRG04004,08TQXZZ,"Resection of Right Lower Eyelid, External Approach"
DRG04004,08TR0ZZ,"Resection of Left Lower Eyelid, Open Approach"
DRG04004,08TRXZZ,"Resection of Left Lower Eyelid, External Approach"
DRG04004,3E0C3MZ,"Introduction of Pigment into Eye, Percutaneous Approach"
DRG04004,3E0C7MZ,"Introduction of Pigment into Eye, Via Natural or Artificial Opening"
DRG04004,3E0CXMZ,"Introduction of Pigment into Eye, External Approach"
