,DRG,CM-PCS,en
662,DRG28501,0Y6C0Z1,"Detachment at Right Upper Leg, High, Open Approach"
663,DRG28501,0Y6C0Z2,"Detachment at Right Upper Leg, Mid, Open Approach"
664,DRG28501,0Y6C0Z3,"Detachment at Right Upper Leg, Low, Open Approach"
665,DRG28501,0Y6D0Z1,"Detachment at Left Upper Leg, High, Open Approach"
666,DRG28501,0Y6D0Z2,"Detachment at Left Upper Leg, Mid, Open Approach"
667,DRG28501,0Y6D0Z3,"Detachment at Left Upper Leg, Low, Open Approach"
668,DRG28501,0Y6F0ZZ,"Detachment at Right Knee Region, Open Approach"
669,DRG28501,0Y6G0ZZ,"Detachment at Left Knee Region, Open Approach"
670,DRG28501,0Y6H0Z1,"Detachment at Right Lower Leg, High, Open Approach"
671,DRG28501,0Y6H0Z2,"Detachment at Right Lower Leg, Mid, Open Approach"
672,DRG28501,0Y6H0Z3,"Detachment at Right Lower Leg, Low, Open Approach"
673,DRG28501,0Y6J0Z1,"Detachment at Left Lower Leg, High, Open Approach"
674,DRG28501,0Y6J0Z2,"Detachment at Left Lower Leg, Mid, Open Approach"
675,DRG28501,0Y6J0Z3,"Detachment at Left Lower Leg, Low, Open Approach"
676,DRG28501,0Y6M0Z0,"Detachment at Right Foot, Complete, Open Approach"
677,DRG28501,0Y6M0Z4,"Detachment at Right Foot, Complete 1st Ray, Open Approach"
678,DRG28501,0Y6M0Z5,"Detachment at Right Foot, Complete 2nd Ray, Open Approach"
679,DRG28501,0Y6M0Z6,"Detachment at Right Foot, Complete 3rd Ray, Open Approach"
680,DRG28501,0Y6M0Z7,"Detachment at Right Foot, Complete 4th Ray, Open Approach"
681,DRG28501,0Y6M0Z8,"Detachment at Right Foot, Complete 5th Ray, Open Approach"
682,DRG28501,0Y6M0Z9,"Detachment at Right Foot, Partial 1st Ray, Open Approach"
683,DRG28501,0Y6M0ZB,"Detachment at Right Foot, Partial 2nd Ray, Open Approach"
