DRG,CM-PCS,en
DRG51001,T2020XA,"Burn of second degree of head, face, and neck, unspecified site, initial encounter"
DRG51001,T20211A,"Burn of second degree of right ear [any part, except ear drum], initial encounter"
DRG51001,T20212A,"Burn of second degree of left ear [any part, except ear drum], initial encounter"
DRG51001,T20219A,"Burn of second degree of unspecified ear [any part, except ear drum], initial encounter"
DRG51001,T2022XA,"Burn of second degree of lip(s), initial encounter"
DRG51001,T2023XA,"Burn of second degree of chin, initial encounter"
DRG51001,T2024XA,"Burn of second degree of nose (septum), initial encounter"
DRG51001,T2025XA,"Burn of second degree of scalp [any part], initial encounter"
DRG51001,T2026XA,"Burn of second degree of forehead and cheek, initial encounter"
DRG51001,T2027XA,"Burn of second degree of neck, initial encounter"
DRG51001,T2029XA,"Burn of second degree of multiple sites of head, face, and neck, initial encounter"
DRG51001,T2060XA,"Corrosion of second degree of head, face, and neck, unspecified site, initial encounter"
DRG51001,T20611A,"Corrosion of second degree of right ear [any part, except ear drum], initial encounter"
DRG51001,T20612A,"Corrosion of second degree of left ear [any part, except ear drum], initial encounter"
DRG51001,T20619A,"Corrosion of second degree of unspecified ear [any part, except ear drum], initial encounter"
DRG51001,T2062XA,"Corrosion of second degree of lip(s), initial encounter"
DRG51001,T2063XA,"Corrosion of second degree of chin, initial encounter"
DRG51001,T2064XA,"Corrosion of second degree of nose (septum), initial encounter"
DRG51001,T2065XA,"Corrosion of second degree of scalp [any part], initial encounter"
DRG51001,T2066XA,"Corrosion of second degree of forehead and cheek, initial encounter"
DRG51001,T2067XA,"Corrosion of second degree of neck, initial encounter"
DRG51001,T2069XA,"Corrosion of second degree of multiple sites of head, face, and neck, initial encounter"
DRG51001,T2120XA,"Burn of second degree of trunk, unspecified site, initial encounter"
DRG51001,T2121XA,"Burn of second degree of chest wall, initial encounter"
DRG51001,T2122XA,"Burn of second degree of abdominal wall, initial encounter"
DRG51001,T2123XA,"Burn of second degree of upper back, initial encounter"
DRG51001,T2124XA,"Burn of second degree of lower back, initial encounter"
DRG51001,T2125XA,"Burn of second degree of buttock, initial encounter"
DRG51001,T2126XA,"Burn of second degree of male genital region, initial encounter"
DRG51001,T2127XA,"Burn of second degree of female genital region, initial encounter"
DRG51001,T2129XA,"Burn of second degree of other site of trunk, initial encounter"
DRG51001,T2160XA,"Corrosion of second degree of trunk, unspecified site, initial encounter"
DRG51001,T2161XA,"Corrosion of second degree of chest wall, initial encounter"
DRG51001,T2162XA,"Corrosion of second degree of abdominal wall, initial encounter"
DRG51001,T2163XA,"Corrosion of second degree of upper back, initial encounter"
DRG51001,T2164XA,"Corrosion of second degree of lower back, initial encounter"
DRG51001,T2165XA,"Corrosion of second degree of buttock, initial encounter"
DRG51001,T2166XA,"Corrosion of second degree of male genital region, initial encounter"
DRG51001,T2167XA,"Corrosion of second degree of female genital region, initial encounter"
DRG51001,T2169XA,"Corrosion of second degree of other site of trunk, initial encounter"
DRG51001,T2220XA,"Burn of second degree of shoulder and upper limb, except wrist and hand, unspecified site, initial encounter"
DRG51001,T22211A,"Burn of second degree of right forearm, initial encounter"
DRG51001,T22212A,"Burn of second degree of left forearm, initial encounter"
