DRG,CM-PCS,en
DRG00414,D093,Carcinoma in situ of thyroid and other endocrine glands
DRG00414,D098,Carcinoma in situ of other specified sites
DRG00414,D099,"Carcinoma in situ, unspecified"
DRG00414,D197,Benign neoplasm of mesothelial tissue of other sites
DRG00414,D199,"Benign neoplasm of mesothelial tissue, unspecified"
DRG00414,D367,Benign neoplasm of other specified sites
DRG00414,D369,"Benign neoplasm, unspecified site"
DRG00414,D3A094,Benign carcinoid tumor of the foregut NOS
DRG00414,D3A095,Benign carcinoid tumor of the midgut NOS
DRG00414,D3A096,Benign carcinoid tumor of the hindgut NOS
DRG00414,D3A098,Benign carcinoid tumors of other sites
DRG00414,D4981,Neoplasm of unspecified behavior of retina and choroid
DRG00414,D4989,Neoplasm of unspecified behavior of other specified sites
DRG00414,D499,Neoplasm of unspecified behavior of unspecified site
DRG00414,E8809,"Other disorders of plasma-protein metabolism, not elsewhere classified"
DRG00414,Q858,"Other phakomatoses, not elsewhere classified"
DRG00414,Q859,"Phakomatosis, unspecified"
