DRG,CM-PCS,en
DRG18606,A4852,Wound botulism
DRG18606,D100,Benign neoplasm of lip
DRG18606,D101,Benign neoplasm of tongue
DRG18606,D102,Benign neoplasm of floor of mouth
DRG18606,D1030,Benign neoplasm of unspecified part of mouth
DRG18606,D1039,Benign neoplasm of other parts of mouth
DRG18606,D165,Benign neoplasm of lower jaw bone
DRG18606,K000,Anodontia
DRG18606,K001,Supernumerary teeth
DRG18606,K002,Abnormalities of size and form of teeth
DRG18606,K003,Mottled teeth
DRG18606,K004,Disturbances in tooth formation
DRG18606,K005,"Hereditary disturbances in tooth structure, not elsewhere classified"
DRG18606,K006,Disturbances in tooth eruption
DRG18606,K007,Teething syndrome
DRG18606,K008,Other disorders of tooth development
DRG18606,K009,"Disorder of tooth development, unspecified"
DRG18606,K010,Embedded teeth
DRG18606,K011,Impacted teeth
DRG18606,K023,Arrested dental caries
DRG18606,K0251,Dental caries on pit and fissure surface limited to enamel
DRG18606,K0252,Dental caries on pit and fissure surface penetrating into dentin
DRG18606,K0253,Dental caries on pit and fissure surface penetrating into pulp
DRG18606,K0261,Dental caries on smooth surface limited to enamel
DRG18606,K0262,Dental caries on smooth surface penetrating into dentin
DRG18606,K0263,Dental caries on smooth surface penetrating into pulp
DRG18606,K027,Dental root caries
DRG18606,K029,"Dental caries, unspecified"
DRG18606,K030,Excessive attrition of teeth
DRG18606,K031,Abrasion of teeth
DRG18606,K032,Erosion of teeth
DRG18606,K033,Pathological resorption of teeth
DRG18606,K034,Hypercementosis
DRG18606,K035,Ankylosis of teeth
DRG18606,K036,Deposits [accretions] on teeth
DRG18606,K037,Posteruptive color changes of dental hard tissues
DRG18606,K0381,Cracked tooth
DRG18606,K0389,Other specified diseases of hard tissues of teeth
DRG18606,K039,"Disease of hard tissues of teeth, unspecified"
DRG18606,K040,Pulpitis
DRG18606,K041,Necrosis of pulp
DRG18606,K042,Pulp degeneration
DRG18606,K043,Abnormal hard tissue formation in pulp
DRG18606,K044,Acute apical periodontitis of pulpal origin
DRG18606,K045,Chronic apical periodontitis
DRG18606,K046,Periapical abscess with sinus
DRG18606,K047,Periapical abscess without sinus
DRG18606,K048,Radicular cyst
DRG18606,K0490,Unspecified diseases of pulp and periapical tissues
DRG18606,K0499,Other diseases of pulp and periapical tissues
DRG18606,K0500,"Acute gingivitis, plaque induced"
DRG18606,K0501,"Acute gingivitis, non-plaque induced"
DRG18606,K0510,"Chronic gingivitis, plaque induced"
DRG18606,K0511,"Chronic gingivitis, non-plaque induced"
DRG18606,K0520,"Aggressive periodontitis, unspecified"
DRG18606,K0521,"Aggressive periodontitis, localized"
DRG18606,K0522,"Aggressive periodontitis, generalized"
DRG18606,K0530,"Chronic periodontitis, unspecified"
DRG18606,K0531,"Chronic periodontitis, localized"
DRG18606,K0532,"Chronic periodontitis, generalized"
DRG18606,K054,Periodontosis
DRG18606,K055,Other periodontal diseases
DRG18606,K056,"Periodontal disease, unspecified"
DRG18606,K060,Gingival recession
DRG18606,K061,Gingival enlargement
DRG18606,K062,Gingival and edentulous alveolar ridge lesions associated with trauma
DRG18606,K068,Other specified disorders of gingiva and edentulous alveolar ridge
DRG18606,K069,"Disorder of gingiva and edentulous alveolar ridge, unspecified"
DRG18606,K080,Exfoliation of teeth due to systemic causes
DRG18606,K08101,"Complete loss of teeth, unspecified cause, class I"
DRG18606,K08102,"Complete loss of teeth, unspecified cause, class II"
DRG18606,K08103,"Complete loss of teeth, unspecified cause, class III"
DRG18606,K08104,"Complete loss of teeth, unspecified cause, class IV"
DRG18606,K08109,"Complete loss of teeth, unspecified cause, unspecified class"
DRG18606,K08111,"Complete loss of teeth due to trauma, class I"
DRG18606,K08112,"Complete loss of teeth due to trauma, class II"
DRG18606,K08113,"Complete loss of teeth due to trauma, class III"
DRG18606,K08114,"Complete loss of teeth due to trauma, class IV"
DRG18606,K08119,"Complete loss of teeth due to trauma, unspecified class"
DRG18606,K08121,"Complete loss of teeth due to periodontal diseases, class I"
DRG18606,K08122,"Complete loss of teeth due to periodontal diseases, class II"
DRG18606,K08123,"Complete loss of teeth due to periodontal diseases, class III"
DRG18606,K08124,"Complete loss of teeth due to periodontal diseases, class IV"
DRG18606,K08129,"Complete loss of teeth due to periodontal diseases, unspecified class"
DRG18606,K08131,"Complete loss of teeth due to caries, class I"
DRG18606,K08132,"Complete loss of teeth due to caries, class II"
DRG18606,K08133,"Complete loss of teeth due to caries, class III"
DRG18606,K08134,"Complete loss of teeth due to caries, class IV"
DRG18606,K08139,"Complete loss of teeth due to caries, unspecified class"
DRG18606,K08191,"Complete loss of teeth due to other specified cause, class I"
DRG18606,K08192,"Complete loss of teeth due to other specified cause, class II"
DRG18606,K08193,"Complete loss of teeth due to other specified cause, class III"
DRG18606,K08194,"Complete loss of teeth due to other specified cause, class IV"
DRG18606,K08199,"Complete loss of teeth due to other specified cause, unspecified class"
DRG18606,K0820,Unspecified atrophy of edentulous alveolar ridge
DRG18606,K0821,Minimal atrophy of the mandible
DRG18606,K0822,Moderate atrophy of the mandible
DRG18606,K0823,Severe atrophy of the mandible
DRG18606,K0824,Minimal atrophy of maxilla
DRG18606,K0825,Moderate atrophy of the maxilla
DRG18606,K0826,Severe atrophy of the maxilla
DRG18606,K083,Retained dental root
DRG18606,K08401,"Partial loss of teeth, unspecified cause, class I"
DRG18606,K08402,"Partial loss of teeth, unspecified cause, class II"
DRG18606,K08403,"Partial loss of teeth, unspecified cause, class III"
DRG18606,K08404,"Partial loss of teeth, unspecified cause, class IV"
DRG18606,K08409,"Partial loss of teeth, unspecified cause, unspecified class"
DRG18606,K08411,"Partial loss of teeth due to trauma, class I"
DRG18606,K08412,"Partial loss of teeth due to trauma, class II"
DRG18606,K08413,"Partial loss of teeth due to trauma, class III"
DRG18606,K08414,"Partial loss of teeth due to trauma, class IV"
DRG18606,K08419,"Partial loss of teeth due to trauma, unspecified class"
DRG18606,K08421,"Partial loss of teeth due to periodontal diseases, class I"
DRG18606,K08422,"Partial loss of teeth due to periodontal diseases, class II"
DRG18606,K08423,"Partial loss of teeth due to periodontal diseases, class III"
DRG18606,K08424,"Partial loss of teeth due to periodontal diseases, class IV"
DRG18606,K08429,"Partial loss of teeth due to periodontal diseases, unspecified class"
DRG18606,K08431,"Partial loss of teeth due to caries, class I"
DRG18606,K08432,"Partial loss of teeth due to caries, class II"
DRG18606,K08433,"Partial loss of teeth due to caries, class III"
DRG18606,K08434,"Partial loss of teeth due to caries, class IV"
DRG18606,K08439,"Partial loss of teeth due to caries, unspecified class"
DRG18606,K08491,"Partial loss of teeth due to other specified cause, class I"
DRG18606,K08492,"Partial loss of teeth due to other specified cause, class II"
DRG18606,K08493,"Partial loss of teeth due to other specified cause, class III"
DRG18606,K08494,"Partial loss of teeth due to other specified cause, class IV"
DRG18606,K08499,"Partial loss of teeth due to other specified cause, unspecified class"
DRG18606,K0850,"Unsatisfactory restoration of tooth, unspecified"
DRG18606,K0851,Open restoration margins of tooth
DRG18606,K0852,Unrepairable overhanging of dental restorative materials
DRG18606,K08530,Fractured dental restorative material without loss of material
DRG18606,K08531,Fractured dental restorative material with loss of material
DRG18606,K08539,"Fractured dental restorative material, unspecified"
DRG18606,K0854,Contour of existing restoration of tooth biologically incompatible with oral health
DRG18606,K0855,Allergy to existing dental restorative material
DRG18606,K0856,Poor aesthetic of existing restoration of tooth
DRG18606,K0859,Other unsatisfactory restoration of tooth
DRG18606,K088,Other specified disorders of teeth and supporting structures
DRG18606,K089,"Disorder of teeth and supporting structures, unspecified"
DRG18606,K090,Developmental odontogenic cysts
DRG18606,K091,Developmental (nonodontogenic) cysts of oral region
DRG18606,K098,"Other cysts of oral region, not elsewhere classified"
DRG18606,K099,"Cyst of oral region, unspecified"
DRG18606,K120,Recurrent oral aphthae
DRG18606,K121,Other forms of stomatitis
DRG18606,K122,Cellulitis and abscess of mouth
DRG18606,K1230,"Oral mucositis (ulcerative), unspecified"
DRG18606,K1231,Oral mucositis (ulcerative) due to antineoplastic therapy
DRG18606,K1232,Oral mucositis (ulcerative) due to other drugs
DRG18606,K1233,Oral mucositis (ulcerative) due to radiation
DRG18606,K1239,Other oral mucositis (ulcerative)
DRG18606,K130,Diseases of lips
DRG18606,K131,Cheek and lip biting
DRG18606,K1321,"Leukoplakia of oral mucosa, including tongue"
DRG18606,K1322,Minimal keratinized residual ridge mucosa
DRG18606,K1323,Excessive keratinized residual ridge mucosa
DRG18606,K1324,Leukokeratosis nicotina palati
DRG18606,K1329,"Other disturbances of oral epithelium, including tongue"
DRG18606,K133,Hairy leukoplakia
DRG18606,K134,Granuloma and granuloma-like lesions of oral mucosa
DRG18606,K135,Oral submucous fibrosis
DRG18606,K136,Irritative hyperplasia of oral mucosa
DRG18606,K1370,Unspecified lesions of oral mucosa
DRG18606,K1379,Other lesions of oral mucosa
DRG18606,K140,Glossitis
DRG18606,K141,Geographic tongue
DRG18606,K142,Median rhomboid glossitis
DRG18606,K143,Hypertrophy of tongue papillae
DRG18606,K144,Atrophy of tongue papillae
DRG18606,K145,Plicated tongue
DRG18606,K146,Glossodynia
DRG18606,K148,Other diseases of tongue
DRG18606,K149,"Disease of tongue, unspecified"
DRG18606,M270,Developmental disorders of jaws
DRG18606,M271,"Giant cell granuloma, central"
DRG18606,M272,Inflammatory conditions of jaws
DRG18606,M273,Alveolitis of jaws
DRG18606,M2740,Unspecified cyst of jaw
DRG18606,M2749,Other cysts of jaw
DRG18606,M2751,Perforation of root canal space due to endodontic treatment
DRG18606,M2752,Endodontic overfill
DRG18606,M2753,Endodontic underfill
DRG18606,M2759,Other periradicular pathology associated with previous endodontic treatment
DRG18606,M2761,Osseointegration failure of dental implant
DRG18606,M2762,Post-osseointegration biological failure of dental implant
DRG18606,M2763,Post-osseointegration mechanical failure of dental implant
DRG18606,M2769,Other endosseous dental implant failure
DRG18606,M278,Other specified diseases of jaws
DRG18606,M279,"Disease of jaws, unspecified"
DRG18606,Q186,Macrocheilia
DRG18606,Q187,Microcheilia
DRG18606,Q381,Ankyloglossia
DRG18606,Q382,Macroglossia
DRG18606,Q383,Other congenital malformations of tongue
DRG18606,R6884,Jaw pain
DRG18606,S01501A,"Unspecified open wound of lip, initial encounter"
DRG18606,S01502A,"Unspecified open wound of oral cavity, initial encounter"
DRG18606,S01511A,"Laceration without foreign body of lip, initial encounter"
DRG18606,S01512A,"Laceration without foreign body of oral cavity, initial encounter"
DRG18606,S01521A,"Laceration with foreign body of lip, initial encounter"
DRG18606,S01522A,"Laceration with foreign body of oral cavity, initial encounter"
