DRG,CM-PCS,en
DRG27101,L89000,"Pressure ulcer of unspecified elbow, unstageable"
DRG27101,L89001,"Pressure ulcer of unspecified elbow, stage 1"
DRG27101,L89002,"Pressure ulcer of unspecified elbow, stage 2"
DRG27101,L89003,"Pressure ulcer of unspecified elbow, stage 3"
DRG27101,L89004,"Pressure ulcer of unspecified elbow, stage 4"
DRG27101,L89009,"Pressure ulcer of unspecified elbow, unspecified stage"
DRG27101,L89010,"Pressure ulcer of right elbow, unstageable"
DRG27101,L89011,"Pressure ulcer of right elbow, stage 1"
DRG27101,L89012,"Pressure ulcer of right elbow, stage 2"
DRG27101,L89013,"Pressure ulcer of right elbow, stage 3"
DRG27101,L89014,"Pressure ulcer of right elbow, stage 4"
DRG27101,L89020,"Pressure ulcer of left elbow, unstageable"
DRG27101,L89021,"Pressure ulcer of left elbow, stage 1"
DRG27101,L89022,"Pressure ulcer of left elbow, stage 2"
DRG27101,L89023,"Pressure ulcer of left elbow, stage 3"
DRG27101,L89024,"Pressure ulcer of left elbow, stage 4"
DRG27101,L89100,"Pressure ulcer of unspecified part of back, unstageable"
DRG27101,L89101,"Pressure ulcer of unspecified part of back, stage 1"
DRG27101,L89102,"Pressure ulcer of unspecified part of back, stage 2"
DRG27101,L89103,"Pressure ulcer of unspecified part of back, stage 3"
DRG27101,L89104,"Pressure ulcer of unspecified part of back, stage 4"
DRG27101,L89109,"Pressure ulcer of unspecified part of back, unspecified stage"
DRG27101,L89110,"Pressure ulcer of right upper back, unstageable"
DRG27101,L89111,"Pressure ulcer of right upper back, stage 1"
DRG27101,L89112,"Pressure ulcer of right upper back, stage 2"
DRG27101,L89113,"Pressure ulcer of right upper back, stage 3"
DRG27101,L89114,"Pressure ulcer of right upper back, stage 4"
DRG27101,L89119,"Pressure ulcer of right upper back, unspecified stage"
DRG27101,L89120,"Pressure ulcer of left upper back, unstageable"
DRG27101,L89121,"Pressure ulcer of left upper back, stage 1"
DRG27101,L89122,"Pressure ulcer of left upper back, stage 2"
DRG27101,L89123,"Pressure ulcer of left upper back, stage 3"
DRG27101,L89124,"Pressure ulcer of left upper back, stage 4"
DRG27101,L89129,"Pressure ulcer of left upper back, unspecified stage"
DRG27101,L89130,"Pressure ulcer of right lower back, unstageable"
DRG27101,L89131,"Pressure ulcer of right lower back, stage 1"
DRG27101,L89132,"Pressure ulcer of right lower back, stage 2"
DRG27101,L89133,"Pressure ulcer of right lower back, stage 3"
DRG27101,L89134,"Pressure ulcer of right lower back, stage 4"
DRG27101,L89139,"Pressure ulcer of right lower back, unspecified stage"
DRG27101,L89140,"Pressure ulcer of left lower back, unstageable"
DRG27101,L89141,"Pressure ulcer of left lower back, stage 1"
DRG27101,L89142,"Pressure ulcer of left lower back, stage 2"
DRG27101,L89143,"Pressure ulcer of left lower back, stage 3"
DRG27101,L89144,"Pressure ulcer of left lower back, stage 4"
DRG27101,L89149,"Pressure ulcer of left lower back, unspecified stage"
DRG27101,L89150,"Pressure ulcer of sacral region, unstageable"
DRG27101,L89151,"Pressure ulcer of sacral region, stage 1"
DRG27101,L89152,"Pressure ulcer of sacral region, stage 2"
DRG27101,L89153,"Pressure ulcer of sacral region, stage 3"
DRG27101,L89154,"Pressure ulcer of sacral region, stage 4"
DRG27101,L89159,"Pressure ulcer of sacral region, unspecified stage"
DRG27101,L89200,"Pressure ulcer of unspecified hip, unstageable"
DRG27101,L89201,"Pressure ulcer of unspecified hip, stage 1"
DRG27101,L89202,"Pressure ulcer of unspecified hip, stage 2"
DRG27101,L89203,"Pressure ulcer of unspecified hip, stage 3"
DRG27101,L89204,"Pressure ulcer of unspecified hip, stage 4"
DRG27101,L89209,"Pressure ulcer of unspecified hip, unspecified stage"
DRG27101,L89210,"Pressure ulcer of right hip, unstageable"
DRG27101,L89211,"Pressure ulcer of right hip, stage 1"
DRG27101,L89212,"Pressure ulcer of right hip, stage 2"
DRG27101,L89213,"Pressure ulcer of right hip, stage 3"
DRG27101,L89214,"Pressure ulcer of right hip, stage 4"
DRG27101,L89219,"Pressure ulcer of right hip, unspecified stage"
DRG27101,L89220,"Pressure ulcer of left hip, unstageable"
DRG27101,L89221,"Pressure ulcer of left hip, stage 1"
DRG27101,L89222,"Pressure ulcer of left hip, stage 2"
DRG27101,L89223,"Pressure ulcer of left hip, stage 3"
DRG27101,L89224,"Pressure ulcer of left hip, stage 4"
DRG27101,L89229,"Pressure ulcer of left hip, unspecified stage"
DRG27101,L89300,"Pressure ulcer of unspecified buttock, unstageable"
DRG27101,L89301,"Pressure ulcer of unspecified buttock, stage 1"
DRG27101,L89302,"Pressure ulcer of unspecified buttock, stage 2"
DRG27101,L89303,"Pressure ulcer of unspecified buttock, stage 3"
DRG27101,L89304,"Pressure ulcer of unspecified buttock, stage 4"
DRG27101,L89309,"Pressure ulcer of unspecified buttock, unspecified stage"
DRG27101,L89310,"Pressure ulcer of right buttock, unstageable"
DRG27101,L89311,"Pressure ulcer of right buttock, stage 1"
DRG27101,L89312,"Pressure ulcer of right buttock, stage 2"
DRG27101,L89313,"Pressure ulcer of right buttock, stage 3"
DRG27101,L89314,"Pressure ulcer of right buttock, stage 4"
DRG27101,L89319,"Pressure ulcer of right buttock, unspecified stage"
DRG27101,L89320,"Pressure ulcer of left buttock, unstageable"
DRG27101,L89321,"Pressure ulcer of left buttock, stage 1"
DRG27101,L89322,"Pressure ulcer of left buttock, stage 2"
DRG27101,L89323,"Pressure ulcer of left buttock, stage 3"
DRG27101,L89324,"Pressure ulcer of left buttock, stage 4"
DRG27101,L89329,"Pressure ulcer of left buttock, unspecified stage"
DRG27101,L8940,"Pressure ulcer of contiguous site of back, buttock and hip, unspecified stage"
DRG27101,L8941,"Pressure ulcer of contiguous site of back, buttock and hip, stage 1"
DRG27101,L8942,"Pressure ulcer of contiguous site of back, buttock and hip, stage 2"
DRG27101,L8943,"Pressure ulcer of contiguous site of back, buttock and hip, stage 3"
DRG27101,L8944,"Pressure ulcer of contiguous site of back, buttock and hip, stage 4"
DRG27101,L8945,"Pressure ulcer of contiguous site of back, buttock and hip, unstageable"
DRG27101,L89500,"Pressure ulcer of unspecified ankle, unstageable"
DRG27101,L89501,"Pressure ulcer of unspecified ankle, stage 1"
DRG27101,L89502,"Pressure ulcer of unspecified ankle, stage 2"
DRG27101,L89503,"Pressure ulcer of unspecified ankle, stage 3"
DRG27101,L89504,"Pressure ulcer of unspecified ankle, stage 4"
DRG27101,L89509,"Pressure ulcer of unspecified ankle, unspecified stage"
DRG27101,L89510,"Pressure ulcer of right ankle, unstageable"
DRG27101,L89511,"Pressure ulcer of right ankle, stage 1"
DRG27101,L89512,"Pressure ulcer of right ankle, stage 2"
DRG27101,L89513,"Pressure ulcer of right ankle, stage 3"
DRG27101,L89514,"Pressure ulcer of right ankle, stage 4"
DRG27101,L89519,"Pressure ulcer of right ankle, unspecified stage"
DRG27101,L89520,"Pressure ulcer of left ankle, unstageable"
DRG27101,L89521,"Pressure ulcer of left ankle, stage 1"
DRG27101,L89522,"Pressure ulcer of left ankle, stage 2"
DRG27101,L89523,"Pressure ulcer of left ankle, stage 3"
DRG27101,L89524,"Pressure ulcer of left ankle, stage 4"
DRG27101,L89529,"Pressure ulcer of left ankle, unspecified stage"
DRG27101,L89600,"Pressure ulcer of unspecified heel, unstageable"
DRG27101,L89601,"Pressure ulcer of unspecified heel, stage 1"
DRG27101,L89602,"Pressure ulcer of unspecified heel, stage 2"
DRG27101,L89603,"Pressure ulcer of unspecified heel, stage 3"
DRG27101,L89604,"Pressure ulcer of unspecified heel, stage 4"
DRG27101,L89609,"Pressure ulcer of unspecified heel, unspecified stage"
DRG27101,L89610,"Pressure ulcer of right heel, unstageable"
DRG27101,L89611,"Pressure ulcer of right heel, stage 1"
DRG27101,L89612,"Pressure ulcer of right heel, stage 2"
DRG27101,L89613,"Pressure ulcer of right heel, stage 3"
DRG27101,L89614,"Pressure ulcer of right heel, stage 4"
DRG27101,L89619,"Pressure ulcer of right heel, unspecified stage"
DRG27101,L89620,"Pressure ulcer of left heel, unstageable"
DRG27101,L89621,"Pressure ulcer of left heel, stage 1"
DRG27101,L89622,"Pressure ulcer of left heel, stage 2"
DRG27101,L89623,"Pressure ulcer of left heel, stage 3"
DRG27101,L89624,"Pressure ulcer of left heel, stage 4"
DRG27101,L89629,"Pressure ulcer of left heel, unspecified stage"
DRG27101,L89810,"Pressure ulcer of head, unstageable"
DRG27101,L89811,"Pressure ulcer of head, stage 1"
DRG27101,L89812,"Pressure ulcer of head, stage 2"
DRG27101,L89813,"Pressure ulcer of head, stage 3"
DRG27101,L89814,"Pressure ulcer of head, stage 4"
DRG27101,L89819,"Pressure ulcer of head, unspecified stage"
DRG27101,L89890,"Pressure ulcer of other site, unstageable"
DRG27101,L89891,"Pressure ulcer of other site, stage 1"
DRG27101,L89892,"Pressure ulcer of other site, stage 2"
DRG27101,L89893,"Pressure ulcer of other site, stage 3"
DRG27101,L89894,"Pressure ulcer of other site, stage 4"
DRG27101,L89899,"Pressure ulcer of other site, unspecified stage"
DRG27101,L8990,"Pressure ulcer of unspecified site, unspecified stage"
DRG27101,L8991,"Pressure ulcer of unspecified site, stage 1"
DRG27101,L8992,"Pressure ulcer of unspecified site, stage 2"
DRG27101,L8993,"Pressure ulcer of unspecified site, stage 3"
DRG27101,L8994,"Pressure ulcer of unspecified site, stage 4"
DRG27101,L8995,"Pressure ulcer of unspecified site, unstageable"
DRG27101,L97101,Non-pressure chronic ulcer of unspecified thigh limited to breakdown of skin
DRG27101,L97102,Non-pressure chronic ulcer of unspecified thigh with fat layer exposed
DRG27101,L97103,Non-pressure chronic ulcer of unspecified thigh with necrosis of muscle
DRG27101,L97104,Non-pressure chronic ulcer of unspecified thigh with necrosis of bone
DRG27101,L97109,Non-pressure chronic ulcer of unspecified thigh with unspecified severity
DRG27101,L97111,Non-pressure chronic ulcer of right thigh limited to breakdown of skin
DRG27101,L97112,Non-pressure chronic ulcer of right thigh with fat layer exposed
DRG27101,L97113,Non-pressure chronic ulcer of right thigh with necrosis of muscle
DRG27101,L97114,Non-pressure chronic ulcer of right thigh with necrosis of bone
DRG27101,L97119,Non-pressure chronic ulcer of right thigh with unspecified severity
DRG27101,L97121,Non-pressure chronic ulcer of left thigh limited to breakdown of skin
DRG27101,L97122,Non-pressure chronic ulcer of left thigh with fat layer exposed
DRG27101,L97123,Non-pressure chronic ulcer of left thigh with necrosis of muscle
DRG27101,L97124,Non-pressure chronic ulcer of left thigh with necrosis of bone
DRG27101,L97129,Non-pressure chronic ulcer of left thigh with unspecified severity
DRG27101,L97201,Non-pressure chronic ulcer of unspecified calf limited to breakdown of skin
DRG27101,L97202,Non-pressure chronic ulcer of unspecified calf with fat layer exposed
DRG27101,L97203,Non-pressure chronic ulcer of unspecified calf with necrosis of muscle
DRG27101,L97204,Non-pressure chronic ulcer of unspecified calf with necrosis of bone
DRG27101,L97209,Non-pressure chronic ulcer of unspecified calf with unspecified severity
DRG27101,L97211,Non-pressure chronic ulcer of right calf limited to breakdown of skin
DRG27101,L97212,Non-pressure chronic ulcer of right calf with fat layer exposed
DRG27101,L97213,Non-pressure chronic ulcer of right calf with necrosis of muscle
DRG27101,L97214,Non-pressure chronic ulcer of right calf with necrosis of bone
DRG27101,L97219,Non-pressure chronic ulcer of right calf with unspecified severity
