,DRG,CM-PCS,en
38594,DRG13703,A5201,Syphilitic aneurysm of aorta
38595,DRG13703,A5202,Syphilitic aortitis
38596,DRG13703,A5203,Syphilitic endocarditis
38597,DRG13703,B3321,Viral endocarditis
38598,DRG13703,I011,Acute rheumatic endocarditis
38599,DRG13703,I050,Rheumatic mitral stenosis
38600,DRG13703,I051,Rheumatic mitral insufficiency
38601,DRG13703,I052,Rheumatic mitral stenosis with insufficiency
38602,DRG13703,I058,Other rheumatic mitral valve diseases
38603,DRG13703,I059,"Rheumatic mitral valve disease, unspecified"
38604,DRG13703,I060,Rheumatic aortic stenosis
38605,DRG13703,I061,Rheumatic aortic insufficiency
38606,DRG13703,I062,Rheumatic aortic stenosis with insufficiency
38607,DRG13703,I068,Other rheumatic aortic valve diseases
38608,DRG13703,I069,"Rheumatic aortic valve disease, unspecified"
38609,DRG13703,I070,Rheumatic tricuspid stenosis
38610,DRG13703,I071,Rheumatic tricuspid insufficiency
38611,DRG13703,I072,Rheumatic tricuspid stenosis and insufficiency
38612,DRG13703,I078,Other rheumatic tricuspid valve diseases
38613,DRG13703,I079,"Rheumatic tricuspid valve disease, unspecified"
38614,DRG13703,I080,Rheumatic disorders of both mitral and aortic valves
38615,DRG13703,I081,Rheumatic disorders of both mitral and tricuspid valves
38616,DRG13703,I082,Rheumatic disorders of both aortic and tricuspid valves
38617,DRG13703,I083,"Combined rheumatic disorders of mitral, aortic and tricuspid valves"
38618,DRG13703,I088,Other rheumatic multiple valve diseases
38619,DRG13703,I089,"Rheumatic multiple valve disease, unspecified"
38620,DRG13703,I091,"Rheumatic diseases of endocardium, valve unspecified"
38621,DRG13703,I0989,Other specified rheumatic heart diseases
38622,DRG13703,I234,Rupture of chordae tendineae as current complication following acute myocardial infarction
38623,DRG13703,I235,Rupture of papillary muscle as current complication following acute myocardial infarction
38624,DRG13703,I340,Nonrheumatic mitral (valve) insufficiency
38625,DRG13703,I341,Nonrheumatic mitral (valve) prolapse
38626,DRG13703,I342,Nonrheumatic mitral (valve) stenosis
38627,DRG13703,I348,Other nonrheumatic mitral valve disorders
38628,DRG13703,I349,"Nonrheumatic mitral valve disorder, unspecified"
38629,DRG13703,I350,Nonrheumatic aortic (valve) stenosis
38630,DRG13703,I351,Nonrheumatic aortic (valve) insufficiency
38631,DRG13703,I352,Nonrheumatic aortic (valve) stenosis with insufficiency
38632,DRG13703,I358,Other nonrheumatic aortic valve disorders
38633,DRG13703,I359,"Nonrheumatic aortic valve disorder, unspecified"
38634,DRG13703,I360,Nonrheumatic tricuspid (valve) stenosis
38635,DRG13703,I361,Nonrheumatic tricuspid (valve) insufficiency
38636,DRG13703,I362,Nonrheumatic tricuspid (valve) stenosis with insufficiency
38637,DRG13703,I368,Other nonrheumatic tricuspid valve disorders
38638,DRG13703,I369,"Nonrheumatic tricuspid valve disorder, unspecified"
38639,DRG13703,I370,Nonrheumatic pulmonary valve stenosis
38640,DRG13703,I371,Nonrheumatic pulmonary valve insufficiency
38641,DRG13703,I372,Nonrheumatic pulmonary valve stenosis with insufficiency
38642,DRG13703,I378,Other nonrheumatic pulmonary valve disorders
38643,DRG13703,I379,"Nonrheumatic pulmonary valve disorder, unspecified"
38644,DRG13703,I38,"Endocarditis, valve unspecified"
38645,DRG13703,I511,"Rupture of chordae tendineae, not elsewhere classified"
38646,DRG13703,I512,"Rupture of papillary muscle, not elsewhere classified"
38647,DRG13703,I5189,Other ill-defined heart diseases
38648,DRG13703,Q200,Common arterial trunk
38649,DRG13703,Q201,Double outlet right ventricle
38650,DRG13703,Q202,Double outlet left ventricle
38651,DRG13703,Q203,Discordant ventriculoarterial connection
38652,DRG13703,Q204,Double inlet ventricle
38653,DRG13703,Q205,Discordant atrioventricular connection
38654,DRG13703,Q206,Isomerism of atrial appendages
38655,DRG13703,Q208,Other congenital malformations of cardiac chambers and connections
38656,DRG13703,Q209,"Congenital malformation of cardiac chambers and connections, unspecified"
38657,DRG13703,Q210,Ventricular septal defect
38658,DRG13703,Q211,Atrial septal defect
38659,DRG13703,Q212,Atrioventricular septal defect
38660,DRG13703,Q213,Tetralogy of Fallot
38661,DRG13703,Q214,Aortopulmonary septal defect
38662,DRG13703,Q218,Other congenital malformations of cardiac septa
38663,DRG13703,Q219,"Congenital malformation of cardiac septum, unspecified"
38664,DRG13703,Q220,Pulmonary valve atresia
38665,DRG13703,Q221,Congenital pulmonary valve stenosis
38666,DRG13703,Q222,Congenital pulmonary valve insufficiency
38667,DRG13703,Q223,Other congenital malformations of pulmonary valve
38668,DRG13703,Q224,Congenital tricuspid stenosis
38669,DRG13703,Q225,Ebstein's anomaly
38670,DRG13703,Q226,Hypoplastic right heart syndrome
38671,DRG13703,Q228,Other congenital malformations of tricuspid valve
38672,DRG13703,Q229,"Congenital malformation of tricuspid valve, unspecified"
38673,DRG13703,Q230,Congenital stenosis of aortic valve
38674,DRG13703,Q231,Congenital insufficiency of aortic valve
38675,DRG13703,Q232,Congenital mitral stenosis
38676,DRG13703,Q233,Congenital mitral insufficiency
38677,DRG13703,Q234,Hypoplastic left heart syndrome
38678,DRG13703,Q238,Other congenital malformations of aortic and mitral valves
38679,DRG13703,Q239,"Congenital malformation of aortic and mitral valves, unspecified"
38680,DRG13703,Q240,Dextrocardia
38681,DRG13703,Q241,Levocardia
38682,DRG13703,Q242,Cor triatriatum
38683,DRG13703,Q243,Pulmonary infundibular stenosis
38684,DRG13703,Q244,Congenital subaortic stenosis
38685,DRG13703,Q245,Malformation of coronary vessels
38686,DRG13703,Q248,Other specified congenital malformations of heart
38687,DRG13703,Q249,"Congenital malformation of heart, unspecified"
38688,DRG13703,Q250,Patent ductus arteriosus
38689,DRG13703,Q251,Coarctation of aorta
38690,DRG13703,Q252,Atresia of aorta
38691,DRG13703,Q253,Supravalvular aortic stenosis
38692,DRG13703,Q254,Other congenital malformations of aorta
38693,DRG13703,Q255,Atresia of pulmonary artery
38694,DRG13703,Q256,Stenosis of pulmonary artery
38695,DRG13703,Q2571,Coarctation of pulmonary artery
38696,DRG13703,Q2572,Congenital pulmonary arteriovenous malformation
38697,DRG13703,Q2579,Other congenital malformations of pulmonary artery
