,DRG,CM-PCS,en
10696,DRG19015,K352,Acute appendicitis with generalized peritonitis
10697,DRG19015,K441,Diaphragmatic hernia with gangrene
10698,DRG19015,K660,Peritoneal adhesions (postprocedural) (postinfection)
10699,DRG19015,N994,Postprocedural pelvic peritoneal adhesions
10700,DRG19015,Q410,"Congenital absence, atresia and stenosis of duodenum"
10701,DRG19015,Q411,"Congenital absence, atresia and stenosis of jejunum"
10702,DRG19015,Q412,"Congenital absence, atresia and stenosis of ileum"
10703,DRG19015,Q418,"Congenital absence, atresia and stenosis of other specified parts of small intestine"
10704,DRG19015,Q419,"Congenital absence, atresia and stenosis of small intestine, part unspecified"
10705,DRG19015,Q420,"Congenital absence, atresia and stenosis of rectum with fistula"
10706,DRG19015,Q421,"Congenital absence, atresia and stenosis of rectum without fistula"
10707,DRG19015,Q422,"Congenital absence, atresia and stenosis of anus with fistula"
10708,DRG19015,Q423,"Congenital absence, atresia and stenosis of anus without fistula"
10709,DRG19015,Q428,"Congenital absence, atresia and stenosis of other parts of large intestine"
10710,DRG19015,Q429,"Congenital absence, atresia and stenosis of large intestine, part unspecified"
10711,DRG19015,Q431,Hirschsprung's disease
10712,DRG19015,Q432,Other congenital functional disorders of colon
10713,DRG19015,Q459,"Congenital malformation of digestive system, unspecified"
