DRG,CM-PCS,en
DRG48401,00500ZZ,"Destruction of Brain, Open Approach"
DRG48401,00503ZZ,"Destruction of Brain, Percutaneous Approach"
DRG48401,00504ZZ,"Destruction of Brain, Percutaneous Endoscopic Approach"
DRG48401,00510ZZ,"Destruction of Cerebral Meninges, Open Approach"
DRG48401,00513ZZ,"Destruction of Cerebral Meninges, Percutaneous Approach"
DRG48401,00514ZZ,"Destruction of Cerebral Meninges, Percutaneous Endoscopic Approach"
DRG48401,00520ZZ,"Destruction of Dura Mater, Open Approach"
DRG48401,00523ZZ,"Destruction of Dura Mater, Percutaneous Approach"
DRG48401,00524ZZ,"Destruction of Dura Mater, Percutaneous Endoscopic Approach"
DRG48401,00560ZZ,"Destruction of Cerebral Ventricle, Open Approach"
DRG48401,00563ZZ,"Destruction of Cerebral Ventricle, Percutaneous Approach"
DRG48401,00564ZZ,"Destruction of Cerebral Ventricle, Percutaneous Endoscopic Approach"
DRG48401,00570ZZ,"Destruction of Cerebral Hemisphere, Open Approach"
DRG48401,00573ZZ,"Destruction of Cerebral Hemisphere, Percutaneous Approach"
DRG48401,00574ZZ,"Destruction of Cerebral Hemisphere, Percutaneous Endoscopic Approach"
DRG48401,00580ZZ,"Destruction of Basal Ganglia, Open Approach"
DRG48401,00583ZZ,"Destruction of Basal Ganglia, Percutaneous Approach"
DRG48401,00584ZZ,"Destruction of Basal Ganglia, Percutaneous Endoscopic Approach"
DRG48401,00590ZZ,"Destruction of Thalamus, Open Approach"
DRG48401,00593ZZ,"Destruction of Thalamus, Percutaneous Approach"
DRG48401,00594ZZ,"Destruction of Thalamus, Percutaneous Endoscopic Approach"
DRG48401,005A0ZZ,"Destruction of Hypothalamus, Open Approach"
DRG48401,005A3ZZ,"Destruction of Hypothalamus, Percutaneous Approach"
DRG48401,005A4ZZ,"Destruction of Hypothalamus, Percutaneous Endoscopic Approach"
DRG48401,005B0ZZ,"Destruction of Pons, Open Approach"
DRG48401,005B3ZZ,"Destruction of Pons, Percutaneous Approach"
DRG48401,005B4ZZ,"Destruction of Pons, Percutaneous Endoscopic Approach"
DRG48401,005C0ZZ,"Destruction of Cerebellum, Open Approach"
DRG48401,005C3ZZ,"Destruction of Cerebellum, Percutaneous Approach"
DRG48401,005C4ZZ,"Destruction of Cerebellum, Percutaneous Endoscopic Approach"
DRG48401,005D0ZZ,"Destruction of Medulla Oblongata, Open Approach"
DRG48401,005D3ZZ,"Destruction of Medulla Oblongata, Percutaneous Approach"
DRG48401,005D4ZZ,"Destruction of Medulla Oblongata, Percutaneous Endoscopic Approach"
DRG48401,00800ZZ,"Division of Brain, Open Approach"
DRG48401,00803ZZ,"Division of Brain, Percutaneous Approach"
DRG48401,00804ZZ,"Division of Brain, Percutaneous Endoscopic Approach"
DRG48401,00870ZZ,"Division of Cerebral Hemisphere, Open Approach"
DRG48401,00873ZZ,"Division of Cerebral Hemisphere, Percutaneous Approach"
DRG48401,00874ZZ,"Division of Cerebral Hemisphere, Percutaneous Endoscopic Approach"
DRG48401,00880ZZ,"Division of Basal Ganglia, Open Approach"
DRG48401,00883ZZ,"Division of Basal Ganglia, Percutaneous Approach"
DRG48401,00884ZZ,"Division of Basal Ganglia, Percutaneous Endoscopic Approach"
DRG48401,009000Z,"Drainage of Brain with Drainage Device, Open Approach"
DRG48401,00900ZZ,"Drainage of Brain, Open Approach"
DRG48401,009030Z,"Drainage of Brain with Drainage Device, Percutaneous Approach"
DRG48401,00903ZZ,"Drainage of Brain, Percutaneous Approach"
DRG48401,009040Z,"Drainage of Brain with Drainage Device, Percutaneous Endoscopic Approach"
DRG48401,00904ZZ,"Drainage of Brain, Percutaneous Endoscopic Approach"
DRG48401,009100Z,"Drainage of Cerebral Meninges with Drainage Device, Open Approach"
DRG48401,00910ZZ,"Drainage of Cerebral Meninges, Open Approach"
DRG48401,009200Z,"Drainage of Dura Mater with Drainage Device, Open Approach"
DRG48401,00920ZZ,"Drainage of Dura Mater, Open Approach"
DRG48401,009300Z,"Drainage of Epidural Space with Drainage Device, Open Approach"
DRG48401,00930ZZ,"Drainage of Epidural Space, Open Approach"
DRG48401,009330Z,"Drainage of Epidural Space with Drainage Device, Percutaneous Approach"
DRG48401,00933ZZ,"Drainage of Epidural Space, Percutaneous Approach"
DRG48401,009340Z,"Drainage of Epidural Space with Drainage Device, Percutaneous Endoscopic Approach"
DRG48401,00934ZZ,"Drainage of Epidural Space, Percutaneous Endoscopic Approach"
DRG48401,009400Z,"Drainage of Subdural Space with Drainage Device, Open Approach"
DRG48401,00940ZZ,"Drainage of Subdural Space, Open Approach"
DRG48401,009500Z,"Drainage of Subarachnoid Space with Drainage Device, Open Approach"
DRG48401,00950ZZ,"Drainage of Subarachnoid Space, Open Approach"
DRG48401,009600Z,"Drainage of Cerebral Ventricle with Drainage Device, Open Approach"
DRG48401,00960ZZ,"Drainage of Cerebral Ventricle, Open Approach"
DRG48401,009630Z,"Drainage of Cerebral Ventricle with Drainage Device, Percutaneous Approach"
DRG48401,009640Z,"Drainage of Cerebral Ventricle with Drainage Device, Percutaneous Endoscopic Approach"
DRG48401,009700Z,"Drainage of Cerebral Hemisphere with Drainage Device, Open Approach"
DRG48401,00970ZZ,"Drainage of Cerebral Hemisphere, Open Approach"
DRG48401,009730Z,"Drainage of Cerebral Hemisphere with Drainage Device, Percutaneous Approach"
DRG48401,00973ZZ,"Drainage of Cerebral Hemisphere, Percutaneous Approach"
DRG48401,009740Z,"Drainage of Cerebral Hemisphere with Drainage Device, Percutaneous Endoscopic Approach"
DRG48401,00974ZZ,"Drainage of Cerebral Hemisphere, Percutaneous Endoscopic Approach"
DRG48401,009800Z,"Drainage of Basal Ganglia with Drainage Device, Open Approach"
DRG48401,00980ZZ,"Drainage of Basal Ganglia, Open Approach"
DRG48401,009830Z,"Drainage of Basal Ganglia with Drainage Device, Percutaneous Approach"
DRG48401,00983ZZ,"Drainage of Basal Ganglia, Percutaneous Approach"
DRG48401,009840Z,"Drainage of Basal Ganglia with Drainage Device, Percutaneous Endoscopic Approach"
DRG48401,00984ZZ,"Drainage of Basal Ganglia, Percutaneous Endoscopic Approach"
DRG48401,009900Z,"Drainage of Thalamus with Drainage Device, Open Approach"
DRG48401,00990ZZ,"Drainage of Thalamus, Open Approach"
DRG48401,009930Z,"Drainage of Thalamus with Drainage Device, Percutaneous Approach"
DRG48401,00993ZZ,"Drainage of Thalamus, Percutaneous Approach"
DRG48401,009940Z,"Drainage of Thalamus with Drainage Device, Percutaneous Endoscopic Approach"
DRG48401,00994ZZ,"Drainage of Thalamus, Percutaneous Endoscopic Approach"
DRG48401,009A00Z,"Drainage of Hypothalamus with Drainage Device, Open Approach"
DRG48401,009A0ZZ,"Drainage of Hypothalamus, Open Approach"
DRG48401,009A30Z,"Drainage of Hypothalamus with Drainage Device, Percutaneous Approach"
DRG48401,009A3ZZ,"Drainage of Hypothalamus, Percutaneous Approach"
DRG48401,009A40Z,"Drainage of Hypothalamus with Drainage Device, Percutaneous Endoscopic Approach"
DRG48401,009A4ZZ,"Drainage of Hypothalamus, Percutaneous Endoscopic Approach"
DRG48401,009B00Z,"Drainage of Pons with Drainage Device, Open Approach"
DRG48401,009B0ZZ,"Drainage of Pons, Open Approach"
DRG48401,009B30Z,"Drainage of Pons with Drainage Device, Percutaneous Approach"
DRG48401,009B3ZZ,"Drainage of Pons, Percutaneous Approach"
DRG48401,009B40Z,"Drainage of Pons with Drainage Device, Percutaneous Endoscopic Approach"
DRG48401,009B4ZZ,"Drainage of Pons, Percutaneous Endoscopic Approach"
DRG48401,009C00Z,"Drainage of Cerebellum with Drainage Device, Open Approach"
DRG48401,009C0ZZ,"Drainage of Cerebellum, Open Approach"
DRG48401,009C30Z,"Drainage of Cerebellum with Drainage Device, Percutaneous Approach"
DRG48401,009C3ZZ,"Drainage of Cerebellum, Percutaneous Approach"
DRG48401,009C40Z,"Drainage of Cerebellum with Drainage Device, Percutaneous Endoscopic Approach"
DRG48401,009C4ZZ,"Drainage of Cerebellum, Percutaneous Endoscopic Approach"
DRG48401,009D00Z,"Drainage of Medulla Oblongata with Drainage Device, Open Approach"
DRG48401,009D0ZZ,"Drainage of Medulla Oblongata, Open Approach"
DRG48401,009D30Z,"Drainage of Medulla Oblongata with Drainage Device, Percutaneous Approach"
DRG48401,009D3ZZ,"Drainage of Medulla Oblongata, Percutaneous Approach"
DRG48401,009D40Z,"Drainage of Medulla Oblongata with Drainage Device, Percutaneous Endoscopic Approach"
DRG48401,009D4ZZ,"Drainage of Medulla Oblongata, Percutaneous Endoscopic Approach"
