DRG,CM-PCS,en
DRG35902,A1816,Tuberculosis of cervix
DRG35902,A1817,Tuberculous female pelvic inflammatory disease
DRG35902,A1818,Tuberculosis of other female genital organs
DRG35902,A510,Primary genital syphilis
DRG35902,A5400,"Gonococcal infection of lower genitourinary tract, unspecified"
DRG35902,A5402,"Gonococcal vulvovaginitis, unspecified"
DRG35902,A5403,"Gonococcal cervicitis, unspecified"
DRG35902,A5409,Other gonococcal infection of lower genitourinary tract
DRG35902,A541,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
DRG35902,A5421,Gonococcal infection of kidney and ureter
DRG35902,A5424,Gonococcal female pelvic inflammatory disease
DRG35902,A5429,Other gonococcal genitourinary infections
DRG35902,A55,Chlamydial lymphogranuloma (venereum)
DRG35902,A5600,"Chlamydial infection of lower genitourinary tract, unspecified"
DRG35902,A5601,Chlamydial cystitis and urethritis
DRG35902,A5602,Chlamydial vulvovaginitis
DRG35902,A5609,Other chlamydial infection of lower genitourinary tract
DRG35902,A562,"Chlamydial infection of genitourinary tract, unspecified"
DRG35902,A568,Sexually transmitted chlamydial infection of other sites
DRG35902,A57,Chancroid
DRG35902,A58,Granuloma inguinale
DRG35902,A5900,"Urogenital trichomoniasis, unspecified"
DRG35902,A5901,Trichomonal vulvovaginitis
DRG35902,A5903,Trichomonal cystitis and urethritis
DRG35902,A5909,Other urogenital trichomoniasis
DRG35902,A6000,"Herpesviral infection of urogenital system, unspecified"
DRG35902,A6003,Herpesviral cervicitis
DRG35902,A6004,Herpesviral vulvovaginitis
DRG35902,A6009,Herpesviral infection of other urogenital tract
DRG35902,A601,Herpesviral infection of perianal skin and rectum
DRG35902,A609,"Anogenital herpesviral infection, unspecified"
DRG35902,A638,Other specified predominantly sexually transmitted diseases
DRG35902,A64,Unspecified sexually transmitted disease
DRG35902,B373,Candidiasis of vulva and vagina
DRG35902,B3741,Candidal cystitis and urethritis
DRG35902,B3749,Other urogenital candidiasis
DRG35902,D060,Carcinoma in situ of endocervix
DRG35902,D061,Carcinoma in situ of exocervix
DRG35902,D067,Carcinoma in situ of other parts of cervix
DRG35902,D069,"Carcinoma in situ of cervix, unspecified"
DRG35902,D070,Carcinoma in situ of endometrium
DRG35902,D071,Carcinoma in situ of vulva
DRG35902,D072,Carcinoma in situ of vagina
DRG35902,D0730,Carcinoma in situ of unspecified female genital organs
DRG35902,D0739,Carcinoma in situ of other female genital organs
DRG35902,D250,Submucous leiomyoma of uterus
