,DRG,CM-PCS,en
12646,DRG07301,A186,Tuberculosis of (inner) (middle) ear
12647,DRG07301,A360,Pharyngeal diphtheria
12648,DRG07301,A361,Nasopharyngeal diphtheria
12649,DRG07301,A362,Laryngeal diphtheria
12650,DRG07301,A665,Gangosa
12651,DRG07301,B001,Herpesviral vesicular dermatitis
12652,DRG07301,B3784,Candidal otitis externa
12653,DRG07301,D104,Benign neoplasm of tonsil
12654,DRG07301,D105,Benign neoplasm of other parts of oropharynx
12655,DRG07301,D106,Benign neoplasm of nasopharynx
12656,DRG07301,D107,Benign neoplasm of hypopharynx
12657,DRG07301,D109,"Benign neoplasm of pharynx, unspecified"
12658,DRG07301,D110,Benign neoplasm of parotid gland
12659,DRG07301,D117,Benign neoplasm of other major salivary glands
12660,DRG07301,D119,"Benign neoplasm of major salivary gland, unspecified"
12661,DRG07301,D140,"Benign neoplasm of middle ear, nasal cavity and accessory sinuses"
12662,DRG07301,D141,Benign neoplasm of larynx
12663,DRG07301,H6000,"Abscess of external ear, unspecified ear"
12664,DRG07301,H6001,Abscess of right external ear
12665,DRG07301,H6002,Abscess of left external ear
12666,DRG07301,H6003,"Abscess of external ear, bilateral"
12667,DRG07301,H6010,"Cellulitis of external ear, unspecified ear"
12668,DRG07301,H6011,Cellulitis of right external ear
12669,DRG07301,H6012,Cellulitis of left external ear
12670,DRG07301,H6013,"Cellulitis of external ear, bilateral"
12671,DRG07301,H6020,"Malignant otitis externa, unspecified ear"
12672,DRG07301,H6021,"Malignant otitis externa, right ear"
12673,DRG07301,H6022,"Malignant otitis externa, left ear"
12674,DRG07301,H6023,"Malignant otitis externa, bilateral"
12675,DRG07301,H60311,"Diffuse otitis externa, right ear"
12676,DRG07301,H60312,"Diffuse otitis externa, left ear"
12677,DRG07301,H60313,"Diffuse otitis externa, bilateral"
12678,DRG07301,H60319,"Diffuse otitis externa, unspecified ear"
12679,DRG07301,H60321,"Hemorrhagic otitis externa, right ear"
12680,DRG07301,H60322,"Hemorrhagic otitis externa, left ear"
12681,DRG07301,H60323,"Hemorrhagic otitis externa, bilateral"
12682,DRG07301,H60329,"Hemorrhagic otitis externa, unspecified ear"
12683,DRG07301,H60331,"Swimmer's ear, right ear"
12684,DRG07301,H60332,"Swimmer's ear, left ear"
12685,DRG07301,H60333,"Swimmer's ear, bilateral"
12686,DRG07301,H60339,"Swimmer's ear, unspecified ear"
12687,DRG07301,H60391,"Other infective otitis externa, right ear"
12688,DRG07301,H60392,"Other infective otitis externa, left ear"
12689,DRG07301,H60393,"Other infective otitis externa, bilateral"
12690,DRG07301,H60399,"Other infective otitis externa, unspecified ear"
12691,DRG07301,H6040,"Cholesteatoma of external ear, unspecified ear"
12692,DRG07301,H6041,Cholesteatoma of right external ear
12693,DRG07301,H6042,Cholesteatoma of left external ear
12694,DRG07301,H6043,"Cholesteatoma of external ear, bilateral"
12695,DRG07301,H60501,"Unspecified acute noninfective otitis externa, right ear"
12696,DRG07301,H60502,"Unspecified acute noninfective otitis externa, left ear"
12697,DRG07301,H60503,"Unspecified acute noninfective otitis externa, bilateral"
12698,DRG07301,H60509,"Unspecified acute noninfective otitis externa, unspecified ear"
12699,DRG07301,H60511,"Acute actinic otitis externa, right ear"
12700,DRG07301,H60512,"Acute actinic otitis externa, left ear"
12701,DRG07301,H60513,"Acute actinic otitis externa, bilateral"
12702,DRG07301,H60519,"Acute actinic otitis externa, unspecified ear"
12703,DRG07301,H60521,"Acute chemical otitis externa, right ear"
12704,DRG07301,H60522,"Acute chemical otitis externa, left ear"
12705,DRG07301,H60523,"Acute chemical otitis externa, bilateral"
12706,DRG07301,H60529,"Acute chemical otitis externa, unspecified ear"
12707,DRG07301,H60531,"Acute contact otitis externa, right ear"
12708,DRG07301,H60532,"Acute contact otitis externa, left ear"
12709,DRG07301,H60533,"Acute contact otitis externa, bilateral"
12710,DRG07301,H60539,"Acute contact otitis externa, unspecified ear"
12711,DRG07301,H60541,"Acute eczematoid otitis externa, right ear"
12712,DRG07301,H60542,"Acute eczematoid otitis externa, left ear"
12713,DRG07301,H60543,"Acute eczematoid otitis externa, bilateral"
12714,DRG07301,H60549,"Acute eczematoid otitis externa, unspecified ear"
12715,DRG07301,H60551,"Acute reactive otitis externa, right ear"
12716,DRG07301,H60552,"Acute reactive otitis externa, left ear"
12717,DRG07301,H60553,"Acute reactive otitis externa, bilateral"
12718,DRG07301,H60559,"Acute reactive otitis externa, unspecified ear"
12719,DRG07301,H60591,"Other noninfective acute otitis externa, right ear"
12720,DRG07301,H60592,"Other noninfective acute otitis externa, left ear"
12721,DRG07301,H60593,"Other noninfective acute otitis externa, bilateral"
12722,DRG07301,H60599,"Other noninfective acute otitis externa, unspecified ear"
12723,DRG07301,H6060,"Unspecified chronic otitis externa, unspecified ear"
12724,DRG07301,H6061,"Unspecified chronic otitis externa, right ear"
12725,DRG07301,H6062,"Unspecified chronic otitis externa, left ear"
12726,DRG07301,H6063,"Unspecified chronic otitis externa, bilateral"
12727,DRG07301,H608X1,"Other otitis externa, right ear"
12728,DRG07301,H608X2,"Other otitis externa, left ear"
12729,DRG07301,H608X3,"Other otitis externa, bilateral"
12730,DRG07301,H608X9,"Other otitis externa, unspecified ear"
12731,DRG07301,H6090,"Unspecified otitis externa, unspecified ear"
12732,DRG07301,H6091,"Unspecified otitis externa, right ear"
12733,DRG07301,H6092,"Unspecified otitis externa, left ear"
12734,DRG07301,H6093,"Unspecified otitis externa, bilateral"
12735,DRG07301,H61101,"Unspecified noninfective disorders of pinna, right ear"
12736,DRG07301,H61102,"Unspecified noninfective disorders of pinna, left ear"
12737,DRG07301,H61103,"Unspecified noninfective disorders of pinna, bilateral"
12738,DRG07301,H61109,"Unspecified noninfective disorders of pinna, unspecified ear"
12739,DRG07301,H61111,"Acquired deformity of pinna, right ear"
12740,DRG07301,H61112,"Acquired deformity of pinna, left ear"
12741,DRG07301,H61113,"Acquired deformity of pinna, bilateral"
12742,DRG07301,H61119,"Acquired deformity of pinna, unspecified ear"
12743,DRG07301,H61121,"Hematoma of pinna, right ear"
12744,DRG07301,H61122,"Hematoma of pinna, left ear"
12745,DRG07301,H61123,"Hematoma of pinna, bilateral"
12746,DRG07301,H61129,"Hematoma of pinna, unspecified ear"
12747,DRG07301,H61191,"Noninfective disorders of pinna, right ear"
12748,DRG07301,H61192,"Noninfective disorders of pinna, left ear"
12749,DRG07301,H61193,"Noninfective disorders of pinna, bilateral"
12750,DRG07301,H61199,"Noninfective disorders of pinna, unspecified ear"
12751,DRG07301,H6120,"Impacted cerumen, unspecified ear"
12752,DRG07301,H6121,"Impacted cerumen, right ear"
12753,DRG07301,H6122,"Impacted cerumen, left ear"
12754,DRG07301,H6123,"Impacted cerumen, bilateral"
12755,DRG07301,H61301,"Acquired stenosis of right external ear canal, unspecified"
12756,DRG07301,H61302,"Acquired stenosis of left external ear canal, unspecified"
