,DRG,CM-PCS,en
8667,DRG21204,M21751,"Unequal limb length (acquired), right femur"
8668,DRG21204,M21752,"Unequal limb length (acquired), left femur"
8669,DRG21204,M21759,"Unequal limb length (acquired), unspecified femur"
8670,DRG21204,M21761,"Unequal limb length (acquired), right tibia"
8671,DRG21204,M21762,"Unequal limb length (acquired), left tibia"
8672,DRG21204,M21763,"Unequal limb length (acquired), right fibula"
8673,DRG21204,M21764,"Unequal limb length (acquired), left fibula"
8674,DRG21204,M21769,"Unequal limb length (acquired), unspecified tibia and fibula"
8675,DRG21204,M4620,"Osteomyelitis of vertebra, site unspecified"
8676,DRG21204,M4621,"Osteomyelitis of vertebra, occipito-atlanto-axial region"
8677,DRG21204,M4622,"Osteomyelitis of vertebra, cervical region"
8678,DRG21204,M4623,"Osteomyelitis of vertebra, cervicothoracic region"
8679,DRG21204,M4624,"Osteomyelitis of vertebra, thoracic region"
8680,DRG21204,M4625,"Osteomyelitis of vertebra, thoracolumbar region"
8681,DRG21204,M4626,"Osteomyelitis of vertebra, lumbar region"
8682,DRG21204,M4627,"Osteomyelitis of vertebra, lumbosacral region"
8683,DRG21204,M4628,"Osteomyelitis of vertebra, sacral and sacrococcygeal region"
8684,DRG21204,M8000XK,"Age-related osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with nonunion"
8685,DRG21204,M8000XP,"Age-related osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with malunion"
8686,DRG21204,M80011K,"Age-related osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with nonunion"
8687,DRG21204,M80011P,"Age-related osteoporosis with current pathological fracture, right shoulder, subsequent encounter for fracture with malunion"
8688,DRG21204,M80012K,"Age-related osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with nonunion"
8689,DRG21204,M80012P,"Age-related osteoporosis with current pathological fracture, left shoulder, subsequent encounter for fracture with malunion"
8690,DRG21204,M80019K,"Age-related osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with nonunion"
8691,DRG21204,M80019P,"Age-related osteoporosis with current pathological fracture, unspecified shoulder, subsequent encounter for fracture with malunion"
8692,DRG21204,M80021K,"Age-related osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with nonunion"
8693,DRG21204,M80021P,"Age-related osteoporosis with current pathological fracture, right humerus, subsequent encounter for fracture with malunion"
8694,DRG21204,M80022K,"Age-related osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with nonunion"
8695,DRG21204,M80022P,"Age-related osteoporosis with current pathological fracture, left humerus, subsequent encounter for fracture with malunion"
8696,DRG21204,M80029K,"Age-related osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with nonunion"
8697,DRG21204,M80029P,"Age-related osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with malunion"
8698,DRG21204,M80031K,"Age-related osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with nonunion"
8699,DRG21204,M80031P,"Age-related osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with malunion"
8700,DRG21204,M80032K,"Age-related osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with nonunion"
8701,DRG21204,M80032P,"Age-related osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with malunion"
8702,DRG21204,M80039K,"Age-related osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with nonunion"
8703,DRG21204,M80039P,"Age-related osteoporosis with current pathological fracture, unspecified forearm, subsequent encounter for fracture with malunion"
