DRG,CM-PCS,en
DRG33307,N050,Unspecified nephritic syndrome with minor glomerular abnormality
DRG33307,N051,Unspecified nephritic syndrome with focal and segmental glomerular lesions
DRG33307,N052,Unspecified nephritic syndrome with diffuse membranous glomerulonephritis
DRG33307,N053,Unspecified nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
DRG33307,N054,Unspecified nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis
DRG33307,N055,Unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
DRG33307,N056,Unspecified nephritic syndrome with dense deposit disease
DRG33307,N057,Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis
DRG33307,N058,Unspecified nephritic syndrome with other morphologic changes
DRG33307,N059,Unspecified nephritic syndrome with unspecified morphologic changes
DRG33307,N060,Isolated proteinuria with minor glomerular abnormality
DRG33307,N061,Isolated proteinuria with focal and segmental glomerular lesions
DRG33307,N062,Isolated proteinuria with diffuse membranous glomerulonephritis
DRG33307,N063,Isolated proteinuria with diffuse mesangial proliferative glomerulonephritis
DRG33307,N064,Isolated proteinuria with diffuse endocapillary proliferative glomerulonephritis
DRG33307,N065,Isolated proteinuria with diffuse mesangiocapillary glomerulonephritis
DRG33307,N066,Isolated proteinuria with dense deposit disease
DRG33307,N067,Isolated proteinuria with diffuse crescentic glomerulonephritis
DRG33307,N068,Isolated proteinuria with other morphologic lesion
DRG33307,N069,Isolated proteinuria with unspecified morphologic lesion
DRG33307,N070,"Hereditary nephropathy, not elsewhere classified with minor glomerular abnormality"
DRG33307,N071,"Hereditary nephropathy, not elsewhere classified with focal and segmental glomerular lesions"
DRG33307,N072,"Hereditary nephropathy, not elsewhere classified with diffuse membranous glomerulonephritis"
DRG33307,N073,"Hereditary nephropathy, not elsewhere classified with diffuse mesangial proliferative glomerulonephritis"
DRG33307,N074,"Hereditary nephropathy, not elsewhere classified with diffuse endocapillary proliferative glomerulonephritis"
DRG33307,N075,"Hereditary nephropathy, not elsewhere classified with diffuse mesangiocapillary glomerulonephritis"
DRG33307,N076,"Hereditary nephropathy, not elsewhere classified with dense deposit disease"
DRG33307,N077,"Hereditary nephropathy, not elsewhere classified with diffuse crescentic glomerulonephritis"
DRG33307,N078,"Hereditary nephropathy, not elsewhere classified with other morphologic lesions"
DRG33307,N079,"Hereditary nephropathy, not elsewhere classified with unspecified morphologic lesions"
DRG33307,N140,Analgesic nephropathy
DRG33307,N141,"Nephropathy induced by other drugs, medicaments and biological substances"
DRG33307,N142,"Nephropathy induced by unspecified drug, medicament or biological substance"
DRG33307,N143,Nephropathy induced by heavy metals
DRG33307,N144,"Toxic nephropathy, not elsewhere classified"
DRG33307,N150,Balkan nephropathy
DRG33307,N158,Other specified renal tubulo-interstitial diseases
