DRG,CM-PCS,en
DRG47802,02QP0ZZ,"Repair Pulmonary Trunk, Open Approach"
DRG47802,02QP3ZZ,"Repair Pulmonary Trunk, Percutaneous Approach"
DRG47802,02QP4ZZ,"Repair Pulmonary Trunk, Percutaneous Endoscopic Approach"
DRG47802,02QQ0ZZ,"Repair Right Pulmonary Artery, Open Approach"
DRG47802,02QQ3ZZ,"Repair Right Pulmonary Artery, Percutaneous Approach"
DRG47802,02QQ4ZZ,"Repair Right Pulmonary Artery, Percutaneous Endoscopic Approach"
DRG47802,02QR0ZZ,"Repair Left Pulmonary Artery, Open Approach"
DRG47802,02QR3ZZ,"Repair Left Pulmonary Artery, Percutaneous Approach"
DRG47802,02QR4ZZ,"Repair Left Pulmonary Artery, Percutaneous Endoscopic Approach"
DRG47802,02QW0ZZ,"Repair Thoracic Aorta, Open Approach"
DRG47802,02QW3ZZ,"Repair Thoracic Aorta, Percutaneous Approach"
DRG47802,02QW4ZZ,"Repair Thoracic Aorta, Percutaneous Endoscopic Approach"
DRG47802,02SP0ZZ,"Reposition Pulmonary Trunk, Open Approach"
DRG47802,02SQ0ZZ,"Reposition Right Pulmonary Artery, Open Approach"
DRG47802,02SR0ZZ,"Reposition Left Pulmonary Artery, Open Approach"
DRG47802,02SS0ZZ,"Reposition Right Pulmonary Vein, Open Approach"
DRG47802,02ST0ZZ,"Reposition Left Pulmonary Vein, Open Approach"
DRG47802,02SV0ZZ,"Reposition Superior Vena Cava, Open Approach"
DRG47802,02SW0ZZ,"Reposition Thoracic Aorta, Open Approach"
DRG47802,02UP07Z,"Supplement Pulmonary Trunk with Autologous Tissue Substitute, Open Approach"
DRG47802,02UP08Z,"Supplement Pulmonary Trunk with Zooplastic Tissue, Open Approach"
DRG47802,02UP0JZ,"Supplement Pulmonary Trunk with Synthetic Substitute, Open Approach"
DRG47802,02UP0KZ,"Supplement Pulmonary Trunk with Nonautologous Tissue Substitute, Open Approach"
DRG47802,02UP37Z,"Supplement Pulmonary Trunk with Autologous Tissue Substitute, Percutaneous Approach"
DRG47802,02UP38Z,"Supplement Pulmonary Trunk with Zooplastic Tissue, Percutaneous Approach"
DRG47802,02UP3JZ,"Supplement Pulmonary Trunk with Synthetic Substitute, Percutaneous Approach"
DRG47802,02UP3KZ,"Supplement Pulmonary Trunk with Nonautologous Tissue Substitute, Percutaneous Approach"
DRG47802,02UP47Z,"Supplement Pulmonary Trunk with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
DRG47802,02UP48Z,"Supplement Pulmonary Trunk with Zooplastic Tissue, Percutaneous Endoscopic Approach"
