DRG,CM-PCS,en
DRG39804,A281,Cat-scratch disease
DRG39804,I881,"Chronic lymphadenitis, except mesenteric"
DRG39804,I888,Other nonspecific lymphadenitis
DRG39804,I889,"Nonspecific lymphadenitis, unspecified"
DRG39804,L040,"Acute lymphadenitis of face, head and neck"
DRG39804,L041,Acute lymphadenitis of trunk
DRG39804,L042,Acute lymphadenitis of upper limb
DRG39804,L043,Acute lymphadenitis of lower limb
DRG39804,L048,Acute lymphadenitis of other sites
DRG39804,L049,"Acute lymphadenitis, unspecified"
DRG39804,R75,Inconclusive laboratory evidence of human immunodeficiency virus [HIV]
DRG39804,R760,Raised antibody titer
DRG39804,R768,Other specified abnormal immunological findings in serum
DRG39804,R769,"Abnormal immunological finding in serum, unspecified"
