,DRG,CM-PCS,en
13972,DRG18604,M2600,Unspecified anomaly of jaw size
13973,DRG18604,M2601,Maxillary hyperplasia
13974,DRG18604,M2602,Maxillary hypoplasia
13975,DRG18604,M2603,Mandibular hyperplasia
13976,DRG18604,M2604,Mandibular hypoplasia
13977,DRG18604,M2605,Macrogenia
13978,DRG18604,M2606,Microgenia
13979,DRG18604,M2607,Excessive tuberosity of jaw
13980,DRG18604,M2609,Other specified anomalies of jaw size
13981,DRG18604,M2610,Unspecified anomaly of jaw-cranial base relationship
13982,DRG18604,M2611,Maxillary asymmetry
13983,DRG18604,M2612,Other jaw asymmetry
13984,DRG18604,M2619,Other specified anomalies of jaw-cranial base relationship
13985,DRG18604,M2620,Unspecified anomaly of dental arch relationship
13986,DRG18604,M26211,"Malocclusion, Angle's class I"
13987,DRG18604,M26212,"Malocclusion, Angle's class II"
13988,DRG18604,M26213,"Malocclusion, Angle's class III"
13989,DRG18604,M26219,"Malocclusion, Angle's class, unspecified"
13990,DRG18604,M26220,Open anterior occlusal relationship
13991,DRG18604,M26221,Open posterior occlusal relationship
13992,DRG18604,M2623,Excessive horizontal overlap
13993,DRG18604,M2624,Reverse articulation
13994,DRG18604,M2625,Anomalies of interarch distance
13995,DRG18604,M2629,Other anomalies of dental arch relationship
13996,DRG18604,M2630,Unspecified anomaly of tooth position of fully erupted tooth or teeth
13997,DRG18604,M2631,Crowding of fully erupted teeth
13998,DRG18604,M2632,Excessive spacing of fully erupted teeth
13999,DRG18604,M2633,Horizontal displacement of fully erupted tooth or teeth
14000,DRG18604,M2634,Vertical displacement of fully erupted tooth or teeth
14001,DRG18604,M2635,Rotation of fully erupted tooth or teeth
14002,DRG18604,M2636,Insufficient interocclusal distance of fully erupted teeth (ridge)
14003,DRG18604,M2637,Excessive interocclusal distance of fully erupted teeth
14004,DRG18604,M2639,Other anomalies of tooth position of fully erupted tooth or teeth
14005,DRG18604,M264,"Malocclusion, unspecified"
14006,DRG18604,M2650,"Dentofacial functional abnormalities, unspecified"
14007,DRG18604,M2651,Abnormal jaw closure
14008,DRG18604,M2652,Limited mandibular range of motion
14009,DRG18604,M2653,Deviation in opening and closing of the mandible
14010,DRG18604,M2654,Insufficient anterior guidance
14011,DRG18604,M2655,Centric occlusion maximum intercuspation discrepancy
14012,DRG18604,M2656,Non-working side interference
14013,DRG18604,M2657,Lack of posterior occlusal support
14014,DRG18604,M2659,Other dentofacial functional abnormalities
14015,DRG18604,M2660,"Temporomandibular joint disorder, unspecified"
14016,DRG18604,M2661,Adhesions and ankylosis of temporomandibular joint
14017,DRG18604,M2662,Arthralgia of temporomandibular joint
14018,DRG18604,M2663,Articular disc disorder of temporomandibular joint
14019,DRG18604,M2669,Other specified disorders of temporomandibular joint
14020,DRG18604,M2670,Unspecified alveolar anomaly
14021,DRG18604,M2671,Alveolar maxillary hyperplasia
14022,DRG18604,M2672,Alveolar mandibular hyperplasia
14023,DRG18604,M2673,Alveolar maxillary hypoplasia
14024,DRG18604,M2674,Alveolar mandibular hypoplasia
14025,DRG18604,M2679,Other specified alveolar anomalies
14026,DRG18604,M2681,Anterior soft tissue impingement
14027,DRG18604,M2682,Posterior soft tissue impingement
14028,DRG18604,M2689,Other dentofacial anomalies
14029,DRG18604,M269,"Dentofacial anomaly, unspecified"
14030,DRG18604,Q184,Macrostomia
14031,DRG18604,Q185,Microstomia
