,DRG,CM-PCS,en
50951,DRG03401,A5219,Other symptomatic neurosyphilis
50952,DRG03401,A881,Epidemic vertigo
50953,DRG03401,B900,Sequelae of central nervous system tuberculosis
50954,DRG03401,B91,Sequelae of poliomyelitis
50955,DRG03401,B941,Sequelae of viral encephalitis
50956,DRG03401,D1802,Hemangioma of intracranial structures
50957,DRG03401,F950,Transient tic disorder
50958,DRG03401,F951,Chronic motor or vocal tic disorder
50959,DRG03401,F952,Tourette's disorder
50960,DRG03401,F958,Other tic disorders
50961,DRG03401,F959,"Tic disorder, unspecified"
50962,DRG03401,G038,Meningitis due to other specified causes
50963,DRG03401,G08,Intracranial and intraspinal phlebitis and thrombophlebitis
50964,DRG03401,G09,Sequelae of inflammatory diseases of central nervous system
50965,DRG03401,G14,Postpolio syndrome
50966,DRG03401,G210,Malignant neuroleptic syndrome
50967,DRG03401,G2401,Drug induced subacute dyskinesia
50968,DRG03401,G243,Spasmodic torticollis
50969,DRG03401,G244,Idiopathic orofacial dystonia
50970,DRG03401,G249,"Dystonia, unspecified"
50971,DRG03401,G250,Essential tremor
50972,DRG03401,G251,Drug-induced tremor
50973,DRG03401,G252,Other specified forms of tremor
50974,DRG03401,G253,Myoclonus
50975,DRG03401,G2561,Drug induced tics
50976,DRG03401,G2569,Other tics of organic origin
50977,DRG03401,G2582,Stiff-man syndrome
50978,DRG03401,G2583,Benign shuddering attacks
50979,DRG03401,G4700,"Insomnia, unspecified"
50980,DRG03401,G4701,Insomnia due to medical condition
50981,DRG03401,G4709,Other insomnia
50982,DRG03401,G4710,"Hypersomnia, unspecified"
50983,DRG03401,G4711,Idiopathic hypersomnia with long sleep time
50984,DRG03401,G4712,Idiopathic hypersomnia without long sleep time
50985,DRG03401,G4713,Recurrent hypersomnia
50986,DRG03401,G4714,Hypersomnia due to medical condition
50987,DRG03401,G4719,Other hypersomnia
50988,DRG03401,G4720,"Circadian rhythm sleep disorder, unspecified type"
50989,DRG03401,G4730,"Sleep apnea, unspecified"
50990,DRG03401,G4731,Primary central sleep apnea
50991,DRG03401,G4732,High altitude periodic breathing
50992,DRG03401,G4733,Obstructive sleep apnea (adult) (pediatric)
50993,DRG03401,G4734,Idiopathic sleep related nonobstructive alveolar hypoventilation
50994,DRG03401,G4735,Congenital central alveolar hypoventilation syndrome
50995,DRG03401,G4739,Other sleep apnea
50996,DRG03401,G47411,Narcolepsy with cataplexy
50997,DRG03401,G47419,Narcolepsy without cataplexy
50998,DRG03401,G4752,REM sleep behavior disorder
50999,DRG03401,G478,Other sleep disorders
51000,DRG03401,G601,Refsum's disease
51001,DRG03401,G652,Sequelae of toxic polyneuropathy
51002,DRG03401,G710,Muscular dystrophy
51003,DRG03401,G7111,Myotonic muscular dystrophy
51004,DRG03401,G7112,Myotonia congenita
51005,DRG03401,G7113,Myotonic chondrodystrophy
51006,DRG03401,G7114,Drug induced myotonia
51007,DRG03401,G7119,Other specified myotonic disorders
51008,DRG03401,G712,Congenital myopathies
51009,DRG03401,G713,"Mitochondrial myopathy, not elsewhere classified"
51010,DRG03401,G718,Other primary disorders of muscles
51011,DRG03401,G719,"Primary disorder of muscle, unspecified"
51012,DRG03401,G720,Drug-induced myopathy
51013,DRG03401,G721,Alcoholic myopathy
51014,DRG03401,G722,Myopathy due to other toxic agents
51015,DRG03401,G723,Periodic paralysis
51016,DRG03401,G7241,Inclusion body myositis [IBM]
51017,DRG03401,G7249,"Other inflammatory and immune myopathies, not elsewhere classified"
51018,DRG03401,G7281,Critical illness myopathy
51019,DRG03401,G7289,Other specified myopathies
51020,DRG03401,G729,"Myopathy, unspecified"
51021,DRG03401,G804,Ataxic cerebral palsy
51022,DRG03401,G808,Other cerebral palsy
51023,DRG03401,G809,"Cerebral palsy, unspecified"
51024,DRG03401,G8310,Monoplegia of lower limb affecting unspecified side
51025,DRG03401,G8311,Monoplegia of lower limb affecting right dominant side
51026,DRG03401,G8312,Monoplegia of lower limb affecting left dominant side
51027,DRG03401,G8313,Monoplegia of lower limb affecting right nondominant side
51028,DRG03401,G8314,Monoplegia of lower limb affecting left nondominant side
51029,DRG03401,G8320,Monoplegia of upper limb affecting unspecified side
51030,DRG03401,G8321,Monoplegia of upper limb affecting right dominant side
51031,DRG03401,G8322,Monoplegia of upper limb affecting left dominant side
51032,DRG03401,G8323,Monoplegia of upper limb affecting right nondominant side
51033,DRG03401,G8324,Monoplegia of upper limb affecting left nondominant side
51034,DRG03401,G8330,"Monoplegia, unspecified affecting unspecified side"
51035,DRG03401,G8331,"Monoplegia, unspecified affecting right dominant side"
51036,DRG03401,G8332,"Monoplegia, unspecified affecting left dominant side"
51037,DRG03401,G8333,"Monoplegia, unspecified affecting right nondominant side"
51038,DRG03401,G8334,"Monoplegia, unspecified affecting left nondominant side"
51039,DRG03401,G835,Locked-in state
51040,DRG03401,G8381,Brown-Sequard syndrome
51041,DRG03401,G8382,Anterior cord syndrome
51042,DRG03401,G8383,Posterior cord syndrome
51043,DRG03401,G8384,Todd's paralysis (postepileptic)
51044,DRG03401,G8389,Other specified paralytic syndromes
51045,DRG03401,G839,"Paralytic syndrome, unspecified"
51046,DRG03401,G901,Familial dysautonomia [Riley-Day]
51047,DRG03401,G92,Toxic encephalopathy
51048,DRG03401,G930,Cerebral cysts
51049,DRG03401,G931,"Anoxic brain damage, not elsewhere classified"
51050,DRG03401,G937,Reye's syndrome
51051,DRG03401,G9511,Acute infarction of spinal cord (embolic) (nonembolic)
51052,DRG03401,G9519,Other vascular myelopathies
51053,DRG03401,G9520,Unspecified cord compression
51054,DRG03401,G9529,Other cord compression
51055,DRG03401,G9581,Conus medullaris syndrome
51056,DRG03401,G9589,Other specified diseases of spinal cord
51057,DRG03401,G959,"Disease of spinal cord, unspecified"
51058,DRG03401,G960,Cerebrospinal fluid leak
51059,DRG03401,G9612,Meningeal adhesions (cerebral) (spinal)
51060,DRG03401,G9619,"Other disorders of meninges, not elsewhere classified"
51061,DRG03401,G970,Cerebrospinal fluid leak from spinal puncture
51062,DRG03401,G972,Intracranial hypotension following ventricular shunting
51063,DRG03401,G9731,Intraoperative hemorrhage and hematoma of a nervous system organ or structure complicating a nervous system procedure
51064,DRG03401,G9732,Intraoperative hemorrhage and hematoma of a nervous system organ or structure complicating other procedure
51065,DRG03401,G9781,Other intraoperative complications of nervous system
51066,DRG03401,G9782,Other postprocedural complications and disorders of nervous system
51067,DRG03401,H4710,Unspecified papilledema
51068,DRG03401,H4711,Papilledema associated with increased intracranial pressure
51069,DRG03401,H47141,"Foster-Kennedy syndrome, right eye"
51070,DRG03401,H47142,"Foster-Kennedy syndrome, left eye"
51071,DRG03401,H47143,"Foster-Kennedy syndrome, bilateral"
51072,DRG03401,H47149,"Foster-Kennedy syndrome, unspecified eye"
51073,DRG03401,H4741,Disorders of optic chiasm in (due to) inflammatory disorders
51074,DRG03401,H4742,Disorders of optic chiasm in (due to) neoplasm
51075,DRG03401,H4743,Disorders of optic chiasm in (due to) vascular disorders
51076,DRG03401,H4749,Disorders of optic chiasm in (due to) other disorders
51077,DRG03401,H47511,"Disorders of visual pathways in (due to) inflammatory disorders, right side"
51078,DRG03401,H47512,"Disorders of visual pathways in (due to) inflammatory disorders, left side"
51079,DRG03401,H47519,"Disorders of visual pathways in (due to) inflammatory disorders, unspecified side"
51080,DRG03401,H47521,"Disorders of visual pathways in (due to) neoplasm, right side"
51081,DRG03401,H47522,"Disorders of visual pathways in (due to) neoplasm, left side"
51082,DRG03401,H47529,"Disorders of visual pathways in (due to) neoplasm, unspecified side"
51083,DRG03401,H47531,"Disorders of visual pathways in (due to) vascular disorders, right side"
51084,DRG03401,H47532,"Disorders of visual pathways in (due to) vascular disorders, left side"
51085,DRG03401,H47539,"Disorders of visual pathways in (due to) vascular disorders, unspecified side"
51086,DRG03401,H47611,"Cortical blindness, right side of brain"
51087,DRG03401,H47612,"Cortical blindness, left side of brain"
51088,DRG03401,H47619,"Cortical blindness, unspecified side of brain"
51089,DRG03401,H47621,"Disorders of visual cortex in (due to) inflammatory disorders, right side of brain"
51090,DRG03401,H47622,"Disorders of visual cortex in (due to) inflammatory disorders, left side of brain"
51091,DRG03401,H47629,"Disorders of visual cortex in (due to) inflammatory disorders, unspecified side of brain"
51092,DRG03401,H47631,"Disorders of visual cortex in (due to) neoplasm, right side of brain"
51093,DRG03401,H47632,"Disorders of visual cortex in (due to) neoplasm, left side of brain"
51094,DRG03401,H47639,"Disorders of visual cortex in (due to) neoplasm, unspecified side of brain"
51095,DRG03401,H47641,"Disorders of visual cortex in (due to) vascular disorders, right side of brain"
51096,DRG03401,H47642,"Disorders of visual cortex in (due to) vascular disorders, left side of brain"
51097,DRG03401,H47649,"Disorders of visual cortex in (due to) vascular disorders, unspecified side of brain"
51098,DRG03401,H479,Unspecified disorder of visual pathways
51099,DRG03401,H5120,"Internuclear ophthalmoplegia, unspecified eye"
51100,DRG03401,H5121,"Internuclear ophthalmoplegia, right eye"
51101,DRG03401,H5122,"Internuclear ophthalmoplegia, left eye"
51102,DRG03401,H5123,"Internuclear ophthalmoplegia, bilateral"
51103,DRG03401,I675,Moyamoya disease
51104,DRG03401,I676,Nonpyogenic thrombosis of intracranial venous system
51105,DRG03401,I97810,Intraoperative cerebrovascular infarction during cardiac surgery
51106,DRG03401,I97811,Intraoperative cerebrovascular infarction during other surgery
51107,DRG03401,I97820,Postprocedural cerebrovascular infarction during cardiac surgery
51108,DRG03401,I97821,Postprocedural cerebrovascular infarction during other surgery
51109,DRG03401,P912,Neonatal cerebral leukomalacia
51110,DRG03401,Q000,Anencephaly
51111,DRG03401,Q001,Craniorachischisis
51112,DRG03401,Q002,Iniencephaly
51113,DRG03401,Q010,Frontal encephalocele
51114,DRG03401,Q011,Nasofrontal encephalocele
51115,DRG03401,Q012,Occipital encephalocele
51116,DRG03401,Q018,Encephalocele of other sites
51117,DRG03401,Q019,"Encephalocele, unspecified"
51118,DRG03401,Q02,Microcephaly
51119,DRG03401,Q030,Malformations of aqueduct of Sylvius
51120,DRG03401,Q031,Atresia of foramina of Magendie and Luschka
51121,DRG03401,Q038,Other congenital hydrocephalus
51122,DRG03401,Q039,"Congenital hydrocephalus, unspecified"
51123,DRG03401,Q040,Congenital malformations of corpus callosum
51124,DRG03401,Q041,Arhinencephaly
51125,DRG03401,Q042,Holoprosencephaly
51126,DRG03401,Q043,Other reduction deformities of brain
51127,DRG03401,Q044,Septo-optic dysplasia of brain
51128,DRG03401,Q045,Megalencephaly
51129,DRG03401,Q046,Congenital cerebral cysts
51130,DRG03401,Q048,Other specified congenital malformations of brain
51131,DRG03401,Q049,"Congenital malformation of brain, unspecified"
51132,DRG03401,Q050,Cervical spina bifida with hydrocephalus
51133,DRG03401,Q051,Thoracic spina bifida with hydrocephalus
51134,DRG03401,Q052,Lumbar spina bifida with hydrocephalus
51135,DRG03401,Q053,Sacral spina bifida with hydrocephalus
51136,DRG03401,Q054,Unspecified spina bifida with hydrocephalus
51137,DRG03401,Q055,Cervical spina bifida without hydrocephalus
51138,DRG03401,Q056,Thoracic spina bifida without hydrocephalus
51139,DRG03401,Q057,Lumbar spina bifida without hydrocephalus
51140,DRG03401,Q058,Sacral spina bifida without hydrocephalus
51141,DRG03401,Q059,"Spina bifida, unspecified"
51142,DRG03401,Q060,Amyelia
51143,DRG03401,Q061,Hypoplasia and dysplasia of spinal cord
51144,DRG03401,Q062,Diastematomyelia
51145,DRG03401,Q063,Other congenital cauda equina malformations
51146,DRG03401,Q064,Hydromyelia
51147,DRG03401,Q068,Other specified congenital malformations of spinal cord
51148,DRG03401,Q069,"Congenital malformation of spinal cord, unspecified"
51149,DRG03401,Q0700,Arnold-Chiari syndrome without spina bifida or hydrocephalus
51150,DRG03401,Q0701,Arnold-Chiari syndrome with spina bifida
51151,DRG03401,Q0702,Arnold-Chiari syndrome with hydrocephalus
51152,DRG03401,Q0703,Arnold-Chiari syndrome with spina bifida and hydrocephalus
51153,DRG03401,Q078,Other specified congenital malformations of nervous system
51154,DRG03401,Q079,"Congenital malformation of nervous system, unspecified"
51155,DRG03401,Q282,Arteriovenous malformation of cerebral vessels
51156,DRG03401,Q283,Other malformations of cerebral vessels
51157,DRG03401,Q760,Spina bifida occulta
51158,DRG03401,Q8500,"Neurofibromatosis, unspecified"
51159,DRG03401,Q8501,"Neurofibromatosis, type 1"
51160,DRG03401,Q8502,"Neurofibromatosis, type 2"
51161,DRG03401,Q8503,Schwannomatosis
51162,DRG03401,Q8509,Other neurofibromatosis
51163,DRG03401,Q851,Tuberous sclerosis
51164,DRG03401,R200,Anesthesia of skin
51165,DRG03401,R201,Hypoesthesia of skin
51166,DRG03401,R202,Paresthesia of skin
51167,DRG03401,R203,Hyperesthesia
51168,DRG03401,R208,Other disturbances of skin sensation
51169,DRG03401,R209,Unspecified disturbances of skin sensation
51170,DRG03401,R250,Abnormal head movements
51171,DRG03401,R251,"Tremor, unspecified"
51172,DRG03401,R252,Cramp and spasm
51173,DRG03401,R253,Fasciculation
51174,DRG03401,R258,Other abnormal involuntary movements
51175,DRG03401,R259,Unspecified abnormal involuntary movements
51176,DRG03401,R260,Ataxic gait
51177,DRG03401,R261,Paralytic gait
51178,DRG03401,R2681,Unsteadiness on feet
51179,DRG03401,R2689,Other abnormalities of gait and mobility
51180,DRG03401,R269,Unspecified abnormalities of gait and mobility
51181,DRG03401,R270,"Ataxia, unspecified"
51182,DRG03401,R278,Other lack of coordination
51183,DRG03401,R279,Unspecified lack of coordination
51184,DRG03401,R291,Meningismus
51185,DRG03401,R292,Abnormal reflex
51186,DRG03401,R293,Abnormal posture
51187,DRG03401,R295,Transient paralysis
51188,DRG03401,R296,Repeated falls
51189,DRG03401,R29810,Facial weakness
51190,DRG03401,R29818,Other symptoms and signs involving the nervous system
51191,DRG03401,R29890,Loss of height
51192,DRG03401,R2990,Unspecified symptoms and signs involving the nervous system
51193,DRG03401,R2991,Unspecified symptoms and signs involving the musculoskeletal system
51194,DRG03401,R414,Neurologic neglect syndrome
51195,DRG03401,R41842,Visuospatial deficit
51196,DRG03401,R430,Anosmia
51197,DRG03401,R431,Parosmia
51198,DRG03401,R432,Parageusia
51199,DRG03401,R438,Other disturbances of smell and taste
51200,DRG03401,R439,Unspecified disturbances of smell and taste
51201,DRG03401,R4702,Dysphasia
51202,DRG03401,R471,Dysarthria and anarthria
51203,DRG03401,R4781,Slurred speech
51204,DRG03401,R4789,Other speech disturbances
51205,DRG03401,R479,Unspecified speech disturbances
51206,DRG03401,R830,Abnormal level of enzymes in cerebrospinal fluid
51207,DRG03401,R831,Abnormal level of hormones in cerebrospinal fluid
51208,DRG03401,R832,"Abnormal level of other drugs, medicaments and biological substances in cerebrospinal fluid"
51209,DRG03401,R833,Abnormal level of substances chiefly nonmedicinal as to source in cerebrospinal fluid
51210,DRG03401,R834,Abnormal immunological findings in cerebrospinal fluid
51211,DRG03401,R835,Abnormal microbiological findings in cerebrospinal fluid
51212,DRG03401,R836,Abnormal cytological findings in cerebrospinal fluid
51213,DRG03401,R838,Other abnormal findings in cerebrospinal fluid
51214,DRG03401,R839,Unspecified abnormal finding in cerebrospinal fluid
51215,DRG03401,R9081,Abnormal echoencephalogram
51216,DRG03401,R9082,"White matter disease, unspecified"
51217,DRG03401,R930,"Abnormal findings on diagnostic imaging of skull and head, not elsewhere classified"
51218,DRG03401,R9401,Abnormal electroencephalogram [EEG]
51219,DRG03401,R9402,Abnormal brain scan
51220,DRG03401,R9409,Abnormal results of other function studies of central nervous system
51221,DRG03401,R94118,Abnormal results of other function studies of eye
51222,DRG03401,R94128,Abnormal results of other function studies of ear and other special senses
51223,DRG03401,R94130,"Abnormal response to nerve stimulation, unspecified"
51224,DRG03401,R94138,Abnormal results of other function studies of peripheral nervous system
51225,DRG03401,S020XXS,"Fracture of vault of skull, sequela"
51226,DRG03401,S0210XS,"Unspecified fracture of base of skull, sequela"
51227,DRG03401,S02110S,"Type I occipital condyle fracture, sequela"
51228,DRG03401,S02111S,"Type II occipital condyle fracture, sequela"
51229,DRG03401,S02112S,"Type III occipital condyle fracture, sequela"
51230,DRG03401,S02113S,"Unspecified occipital condyle fracture, sequela"
