DRG,CM-PCS,en
DRG52004,0CTP0ZZ,"Resection of Tonsils, Open Approach"
DRG52004,0CTPXZZ,"Resection of Tonsils, External Approach"
DRG52004,0CTQ0ZZ,"Resection of Adenoids, Open Approach"
DRG52004,0CTQXZZ,"Resection of Adenoids, External Approach"
DRG52004,099500Z,"Drainage of Right Middle Ear with Drainage Device, Open Approach"
DRG52004,099600Z,"Drainage of Left Middle Ear with Drainage Device, Open Approach"
DRG52004,099700Z,"Drainage of Right Tympanic Membrane with Drainage Device, Open Approach"
DRG52004,099730Z,"Drainage of Right Tympanic Membrane with Drainage Device, Percutaneous Approach"
DRG52004,099740Z,"Drainage of Right Tympanic Membrane with Drainage Device, Percutaneous Endoscopic Approach"
DRG52004,099770Z,"Drainage of Right Tympanic Membrane with Drainage Device, Via Natural or Artificial Opening"
DRG52004,099780Z,"Drainage of Right Tympanic Membrane with Drainage Device, Via Natural or Artificial Opening Endoscopic"
DRG52004,099800Z,"Drainage of Left Tympanic Membrane with Drainage Device, Open Approach"
DRG52004,099830Z,"Drainage of Left Tympanic Membrane with Drainage Device, Percutaneous Approach"
DRG52004,099840Z,"Drainage of Left Tympanic Membrane with Drainage Device, Percutaneous Endoscopic Approach"
DRG52004,099870Z,"Drainage of Left Tympanic Membrane with Drainage Device, Via Natural or Artificial Opening"
DRG52004,099880Z,"Drainage of Left Tympanic Membrane with Drainage Device, Via Natural or Artificial Opening Endoscopic"
