,DRG,CM-PCS,en
17545,DRG21811,0M9Q30Z,"Drainage of Right Ankle Bursa and Ligament with Drainage Device, Percutaneous Approach"
17546,DRG21811,0M9Q40Z,"Drainage of Right Ankle Bursa and Ligament with Drainage Device, Percutaneous Endoscopic Approach"
17547,DRG21811,0M9R30Z,"Drainage of Left Ankle Bursa and Ligament with Drainage Device, Percutaneous Approach"
17548,DRG21811,0M9R40Z,"Drainage of Left Ankle Bursa and Ligament with Drainage Device, Percutaneous Endoscopic Approach"
17549,DRG21811,0PSC36Z,"Reposition Right Humeral Head with Intramedullary Internal Fixation Device, Percutaneous Approach"
17550,DRG21811,0PSC46Z,"Reposition Right Humeral Head with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach"
17551,DRG21811,0PSD36Z,"Reposition Left Humeral Head with Intramedullary Internal Fixation Device, Percutaneous Approach"
17552,DRG21811,0PSD46Z,"Reposition Left Humeral Head with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach"
17553,DRG21811,0PSF36Z,"Reposition Right Humeral Shaft with Intramedullary Internal Fixation Device, Percutaneous Approach"
17554,DRG21811,0PSF46Z,"Reposition Right Humeral Shaft with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach"
17555,DRG21811,0PSG36Z,"Reposition Left Humeral Shaft with Intramedullary Internal Fixation Device, Percutaneous Approach"
17556,DRG21811,0PSG46Z,"Reposition Left Humeral Shaft with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach"
17557,DRG21811,0QSG36Z,"Reposition Right Tibia with Intramedullary Internal Fixation Device, Percutaneous Approach"
17558,DRG21811,0QSG46Z,"Reposition Right Tibia with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach"
17559,DRG21811,0QSH36Z,"Reposition Left Tibia with Intramedullary Internal Fixation Device, Percutaneous Approach"
17560,DRG21811,0QSH46Z,"Reposition Left Tibia with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach"
17561,DRG21811,0QSJ36Z,"Reposition Right Fibula with Intramedullary Internal Fixation Device, Percutaneous Approach"
