,DRG,CM-PCS,en
5963,DRG08002,A202,Pneumonic plague
5964,DRG08002,A212,Pulmonary tularemia
5965,DRG08002,A221,Pulmonary anthrax
5966,DRG08002,B371,Pulmonary candidiasis
5967,DRG08002,B380,Acute pulmonary coccidioidomycosis
5968,DRG08002,B381,Chronic pulmonary coccidioidomycosis
5969,DRG08002,B382,"Pulmonary coccidioidomycosis, unspecified"
5970,DRG08002,B390,Acute pulmonary histoplasmosis capsulati
5971,DRG08002,B391,Chronic pulmonary histoplasmosis capsulati
5972,DRG08002,B392,"Pulmonary histoplasmosis capsulati, unspecified"
5973,DRG08002,B583,Pulmonary toxoplasmosis
5974,DRG08002,B59,Pneumocystosis
5975,DRG08002,B664,Paragonimiasis
5976,DRG08002,B671,Echinococcus granulosus infection of lung
5977,DRG08002,J690,Pneumonitis due to inhalation of food and vomit
5978,DRG08002,J691,Pneumonitis due to inhalation of oils and essences
5979,DRG08002,J698,Pneumonitis due to inhalation of other solids and liquids
