,DRG,CM-PCS,en
10266,DRG18402,A000,"Cholera due to Vibrio cholerae 01, biovar cholerae"
10267,DRG18402,A001,"Cholera due to Vibrio cholerae 01, biovar eltor"
10268,DRG18402,A009,"Cholera, unspecified"
10269,DRG18402,A020,Salmonella enteritis
10270,DRG18402,A030,Shigellosis due to Shigella dysenteriae
10271,DRG18402,A031,Shigellosis due to Shigella flexneri
10272,DRG18402,A032,Shigellosis due to Shigella boydii
10273,DRG18402,A033,Shigellosis due to Shigella sonnei
10274,DRG18402,A038,Other shigellosis
10275,DRG18402,A039,"Shigellosis, unspecified"
10276,DRG18402,A040,Enteropathogenic Escherichia coli infection
10277,DRG18402,A041,Enterotoxigenic Escherichia coli infection
10278,DRG18402,A042,Enteroinvasive Escherichia coli infection
10279,DRG18402,A043,Enterohemorrhagic Escherichia coli infection
10280,DRG18402,A044,Other intestinal Escherichia coli infections
10281,DRG18402,A045,Campylobacter enteritis
10282,DRG18402,A046,Enteritis due to Yersinia enterocolitica
10283,DRG18402,A047,Enterocolitis due to Clostridium difficile
10284,DRG18402,A050,Foodborne staphylococcal intoxication
10285,DRG18402,A052,Foodborne Clostridium perfringens [Clostridium welchii] intoxication
10286,DRG18402,A053,Foodborne Vibrio parahaemolyticus intoxication
10287,DRG18402,A054,Foodborne Bacillus cereus intoxication
10288,DRG18402,A055,Foodborne Vibrio vulnificus intoxication
10289,DRG18402,A058,Other specified bacterial foodborne intoxications
10290,DRG18402,A059,"Bacterial foodborne intoxication, unspecified"
10291,DRG18402,A060,Acute amebic dysentery
10292,DRG18402,A061,Chronic intestinal amebiasis
10293,DRG18402,A062,Amebic nondysenteric colitis
10294,DRG18402,A070,Balantidiasis
10295,DRG18402,A071,Giardiasis [lambliasis]
10296,DRG18402,A072,Cryptosporidiosis
10297,DRG18402,A073,Isosporiasis
10298,DRG18402,A074,Cyclosporiasis
10299,DRG18402,A078,Other specified protozoal intestinal diseases
10300,DRG18402,A079,"Protozoal intestinal disease, unspecified"
10301,DRG18402,A080,Rotaviral enteritis
10302,DRG18402,A0811,Acute gastroenteropathy due to Norwalk agent
10303,DRG18402,A0819,Acute gastroenteropathy due to other small round viruses
10304,DRG18402,A082,Adenoviral enteritis
10305,DRG18402,A0831,Calicivirus enteritis
10306,DRG18402,A0832,Astrovirus enteritis
10307,DRG18402,A0839,Other viral enteritis
10308,DRG18402,A084,"Viral intestinal infection, unspecified"
10309,DRG18402,A088,Other specified intestinal infections
10310,DRG18402,A09,"Infectious gastroenteritis and colitis, unspecified"
10311,DRG18402,B3781,Candidal esophagitis
10312,DRG18402,B3782,Candidal enteritis
10313,DRG18402,B680,Taenia solium taeniasis
10314,DRG18402,B681,Taenia saginata taeniasis
10315,DRG18402,B689,"Taeniasis, unspecified"
10316,DRG18402,B690,Cysticercosis of central nervous system
10317,DRG18402,B691,Cysticercosis of eye
10318,DRG18402,B6981,Myositis in cysticercosis
10319,DRG18402,B6989,Cysticercosis of other sites
10320,DRG18402,B699,"Cysticercosis, unspecified"
10321,DRG18402,B700,Diphyllobothriasis
10322,DRG18402,B701,Sparganosis
10323,DRG18402,B710,Hymenolepiasis
10324,DRG18402,B711,Dipylidiasis
10325,DRG18402,B718,Other specified cestode infections
10326,DRG18402,B719,"Cestode infection, unspecified"
10327,DRG18402,B760,Ancylostomiasis
10328,DRG18402,B761,Necatoriasis
10329,DRG18402,B768,Other hookworm diseases
10330,DRG18402,B769,"Hookworm disease, unspecified"
10331,DRG18402,B770,Ascariasis with intestinal complications
10332,DRG18402,B7781,Ascariasis pneumonia
10333,DRG18402,B7789,Ascariasis with other complications
10334,DRG18402,B779,"Ascariasis, unspecified"
10335,DRG18402,B780,Intestinal strongyloidiasis
10336,DRG18402,B787,Disseminated strongyloidiasis
10337,DRG18402,B789,"Strongyloidiasis, unspecified"
10338,DRG18402,B79,Trichuriasis
10339,DRG18402,B80,Enterobiasis
10340,DRG18402,B810,Anisakiasis
10341,DRG18402,B811,Intestinal capillariasis
10342,DRG18402,B812,Trichostrongyliasis
10343,DRG18402,B813,Intestinal angiostrongyliasis
10344,DRG18402,B818,Other specified intestinal helminthiases
10345,DRG18402,B820,"Intestinal helminthiasis, unspecified"
10346,DRG18402,B829,"Intestinal parasitism, unspecified"
