,DRG,CM-PCS,en
10874,DRG31603,I120,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease
10875,DRG31603,I1311,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease"
10876,DRG31603,N170,Acute kidney failure with tubular necrosis
10877,DRG31603,N171,Acute kidney failure with acute cortical necrosis
10878,DRG31603,N172,Acute kidney failure with medullary necrosis
10879,DRG31603,N178,Other acute kidney failure
10880,DRG31603,N179,"Acute kidney failure, unspecified"
10881,DRG31603,N184,"Chronic kidney disease, stage 4 (severe)"
10882,DRG31603,N185,"Chronic kidney disease, stage 5"
10883,DRG31603,N186,End stage renal disease
10884,DRG31603,N189,"Chronic kidney disease, unspecified"
10885,DRG31603,N19,Unspecified kidney failure
10886,DRG31603,R34,Anuria and oliguria
10887,DRG31603,T795XXA,"Traumatic anuria, initial encounter"
