DRG,CM-PCS,en
DRG19007,K632,Fistula of intestine
DRG19007,K633,Ulcer of intestine
DRG19007,K6381,Dieulafoy lesion of intestine
DRG19007,K9400,"Colostomy complication, unspecified"
DRG19007,K9401,Colostomy hemorrhage
DRG19007,K9402,Colostomy infection
DRG19007,K9403,Colostomy malfunction
DRG19007,K9409,Other complications of colostomy
DRG19007,K9410,"Enterostomy complication, unspecified"
DRG19007,K9411,Enterostomy hemorrhage
DRG19007,K9412,Enterostomy infection
DRG19007,K9413,Enterostomy malfunction
DRG19007,K9419,Other complications of enterostomy
DRG19007,N822,Fistula of vagina to small intestine
DRG19007,N823,Fistula of vagina to large intestine
DRG19007,N824,Other female intestinal-genital tract fistulae
