,DRG,CM-PCS,en
32901,DRG11502,I0981,Rheumatic heart failure
32902,DRG11502,I110,Hypertensive heart disease with heart failure
32903,DRG11502,I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
32904,DRG11502,I132,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease"
32905,DRG11502,I2101,ST elevation (STEMI) myocardial infarction involving left main coronary artery
32906,DRG11502,I2102,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery
32907,DRG11502,I2109,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall
32908,DRG11502,I2111,ST elevation (STEMI) myocardial infarction involving right coronary artery
32909,DRG11502,I2119,ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall
32910,DRG11502,I2121,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery
32911,DRG11502,I2129,ST elevation (STEMI) myocardial infarction involving other sites
32912,DRG11502,I213,ST elevation (STEMI) myocardial infarction of unspecified site
32913,DRG11502,I214,Non-ST elevation (NSTEMI) myocardial infarction
32914,DRG11502,I220,Subsequent ST elevation (STEMI) myocardial infarction of anterior wall
32915,DRG11502,I221,Subsequent ST elevation (STEMI) myocardial infarction of inferior wall
32916,DRG11502,I222,Subsequent non-ST elevation (NSTEMI) myocardial infarction
32917,DRG11502,I228,Subsequent ST elevation (STEMI) myocardial infarction of other sites
32918,DRG11502,I229,Subsequent ST elevation (STEMI) myocardial infarction of unspecified site
32919,DRG11502,I501,Left ventricular failure
32920,DRG11502,I5020,Unspecified systolic (congestive) heart failure
32921,DRG11502,I5021,Acute systolic (congestive) heart failure
32922,DRG11502,I5022,Chronic systolic (congestive) heart failure
32923,DRG11502,I5023,Acute on chronic systolic (congestive) heart failure
32924,DRG11502,I5030,Unspecified diastolic (congestive) heart failure
32925,DRG11502,I5031,Acute diastolic (congestive) heart failure
32926,DRG11502,I5032,Chronic diastolic (congestive) heart failure
32927,DRG11502,I5033,Acute on chronic diastolic (congestive) heart failure
32928,DRG11502,I5040,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure
