DRG,CM-PCS,en
DRG39603,D510,Vitamin B12 deficiency anemia due to intrinsic factor deficiency
DRG39603,D511,Vitamin B12 deficiency anemia due to selective vitamin B12 malabsorption with proteinuria
DRG39603,D512,Transcobalamin II deficiency
DRG39603,D513,Other dietary vitamin B12 deficiency anemia
DRG39603,D518,Other vitamin B12 deficiency anemias
DRG39603,D519,"Vitamin B12 deficiency anemia, unspecified"
DRG39603,D520,Dietary folate deficiency anemia
DRG39603,D521,Drug-induced folate deficiency anemia
DRG39603,D528,Other folate deficiency anemias
DRG39603,D529,"Folate deficiency anemia, unspecified"
DRG39603,D530,Protein deficiency anemia
DRG39603,D531,"Other megaloblastic anemias, not elsewhere classified"
DRG39603,D532,Scorbutic anemia
DRG39603,D538,Other specified nutritional anemias
DRG39603,D539,"Nutritional anemia, unspecified"
DRG39603,D550,Anemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency
DRG39603,D551,Anemia due to other disorders of glutathione metabolism
DRG39603,D552,Anemia due to disorders of glycolytic enzymes
DRG39603,D553,Anemia due to disorders of nucleotide metabolism
DRG39603,D558,Other anemias due to enzyme disorders
DRG39603,D559,"Anemia due to enzyme disorder, unspecified"
DRG39603,D564,Hereditary persistence of fetal hemoglobin [HPFH]
DRG39603,D5700,"Hb-SS disease with crisis, unspecified"
DRG39603,D5701,Hb-SS disease with acute chest syndrome
DRG39603,D5702,Hb-SS disease with splenic sequestration
DRG39603,D571,Sickle-cell disease without crisis
DRG39603,D5720,Sickle-cell/Hb-C disease without crisis
DRG39603,D57211,Sickle-cell/Hb-C disease with acute chest syndrome
DRG39603,D57212,Sickle-cell/Hb-C disease with splenic sequestration
DRG39603,D57219,"Sickle-cell/Hb-C disease with crisis, unspecified"
DRG39603,D573,Sickle-cell trait
DRG39603,D5780,Other sickle-cell disorders without crisis
DRG39603,D57811,Other sickle-cell disorders with acute chest syndrome
DRG39603,D57812,Other sickle-cell disorders with splenic sequestration
DRG39603,D57819,"Other sickle-cell disorders with crisis, unspecified"
DRG39603,D580,Hereditary spherocytosis
DRG39603,D581,Hereditary elliptocytosis
DRG39603,D582,Other hemoglobinopathies
DRG39603,D588,Other specified hereditary hemolytic anemias
DRG39603,D589,"Hereditary hemolytic anemia, unspecified"
DRG39603,D590,Drug-induced autoimmune hemolytic anemia
DRG39603,D591,Other autoimmune hemolytic anemias
DRG39603,D592,Drug-induced nonautoimmune hemolytic anemia
DRG39603,D593,Hemolytic-uremic syndrome
DRG39603,D594,Other nonautoimmune hemolytic anemias
DRG39603,D595,Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]
DRG39603,D596,Hemoglobinuria due to hemolysis from other external causes
DRG39603,D598,Other acquired hemolytic anemias
DRG39603,D599,"Acquired hemolytic anemia, unspecified"
DRG39603,D62,Acute posthemorrhagic anemia
DRG39603,D644,Congenital dyserythropoietic anemia
DRG39603,D6489,Other specified anemias
DRG39603,D649,"Anemia, unspecified"
DRG39603,D740,Congenital methemoglobinemia
DRG39603,D748,Other methemoglobinemias
DRG39603,D749,"Methemoglobinemia, unspecified"
DRG39603,R710,Precipitous drop in hematocrit
DRG39603,R718,Other abnormality of red blood cells
DRG39603,T8030XA,"ABO incompatibility reaction due to transfusion of blood or blood products, unspecified, initial encounter"
DRG39603,T80310A,"ABO incompatibility with acute hemolytic transfusion reaction, initial encounter"
DRG39603,T80311A,"ABO incompatibility with delayed hemolytic transfusion reaction, initial encounter"
DRG39603,T80319A,"ABO incompatibility with hemolytic transfusion reaction, unspecified, initial encounter"
DRG39603,T8039XA,"Other ABO incompatibility reaction due to transfusion of blood or blood products, initial encounter"
DRG39603,T8040XA,"Rh incompatibility reaction due to transfusion of blood or blood products, unspecified, initial encounter"
DRG39603,T80410A,"Rh incompatibility with acute hemolytic transfusion reaction, initial encounter"
DRG39603,T80411A,"Rh incompatibility with delayed hemolytic transfusion reaction, initial encounter"
DRG39603,T80419A,"Rh incompatibility with hemolytic transfusion reaction, unspecified, initial encounter"
DRG39603,T8049XA,"Other Rh incompatibility reaction due to transfusion of blood or blood products, initial encounter"
DRG39603,T8051XA,"Anaphylactic reaction due to administration of blood and blood products, initial encounter"
DRG39603,T8061XA,"Other serum reaction due to administration of blood and blood products, initial encounter"
DRG39603,T8089XA,"Other complications following infusion, transfusion and therapeutic injection, initial encounter"
DRG39603,T80910A,"Acute hemolytic transfusion reaction, unspecified incompatibility, initial encounter"
DRG39603,T80911A,"Delayed hemolytic transfusion reaction, unspecified incompatibility, initial encounter"
DRG39603,T80919A,"Hemolytic transfusion reaction, unspecified incompatibility, unspecified as acute or delayed, initial encounter"
DRG39603,T8092XA,"Unspecified transfusion reaction, initial encounter"
DRG39603,T80A0XA,"Non-ABO incompatibility reaction due to transfusion of blood or blood products, unspecified, initial encounter"
DRG39603,T80A10A,"Non-ABO incompatibility with acute hemolytic transfusion reaction, initial encounter"
DRG39603,T80A11A,"Non-ABO incompatibility with delayed hemolytic transfusion reaction, initial encounter"
DRG39603,T80A19A,"Non-ABO incompatibility with hemolytic transfusion reaction, unspecified, initial encounter"
DRG39603,T80A9XA,"Other non-ABO incompatibility reaction due to transfusion of blood or blood products, initial encounter"
DRG39603,0DJ08ZZ,"Inspection of Upper Intestinal Tract, Via Natural or Artificial Opening Endoscopic"
DRG39603,0DJ68ZZ,"Inspection of Stomach, Via Natural or Artificial Opening Endoscopic"
DRG39603,0DJD8ZZ,"Inspection of Lower Intestinal Tract, Via Natural or Artificial Opening Endoscopic"
DRG39603,0DJD8ZZ,"Inspection of Lower Intestinal Tract, Via Natural or Artificial Opening Endoscopic"
