,DRG,CM-PCS,en
50328,DRG24702,G4762,Sleep related leg cramps
50329,DRG24702,M2510,"Fistula, unspecified joint"
50330,DRG24702,M25111,"Fistula, right shoulder"
50331,DRG24702,M25112,"Fistula, left shoulder"
50332,DRG24702,M25119,"Fistula, unspecified shoulder"
50333,DRG24702,M25121,"Fistula, right elbow"
50334,DRG24702,M25122,"Fistula, left elbow"
50335,DRG24702,M25129,"Fistula, unspecified elbow"
50336,DRG24702,M25131,"Fistula, right wrist"
50337,DRG24702,M25132,"Fistula, left wrist"
50338,DRG24702,M25139,"Fistula, unspecified wrist"
50339,DRG24702,M25141,"Fistula, right hand"
50340,DRG24702,M25142,"Fistula, left hand"
50341,DRG24702,M25149,"Fistula, unspecified hand"
50342,DRG24702,M25151,"Fistula, right hip"
50343,DRG24702,M25152,"Fistula, left hip"
50344,DRG24702,M25159,"Fistula, unspecified hip"
50345,DRG24702,M25161,"Fistula, right knee"
50346,DRG24702,M25162,"Fistula, left knee"
50347,DRG24702,M25169,"Fistula, unspecified knee"
50348,DRG24702,M25171,"Fistula, right ankle"
50349,DRG24702,M25172,"Fistula, left ankle"
50350,DRG24702,M25173,"Fistula, unspecified ankle"
50351,DRG24702,M25174,"Fistula, right foot"
50352,DRG24702,M25175,"Fistula, left foot"
50353,DRG24702,M25176,"Fistula, unspecified foot"
50354,DRG24702,M2518,"Fistula, other specified site"
50355,DRG24702,M2550,Pain in unspecified joint
50356,DRG24702,M25511,Pain in right shoulder
50357,DRG24702,M25512,Pain in left shoulder
50358,DRG24702,M25519,Pain in unspecified shoulder
50359,DRG24702,M25521,Pain in right elbow
50360,DRG24702,M25522,Pain in left elbow
50361,DRG24702,M25529,Pain in unspecified elbow
50362,DRG24702,M25531,Pain in right wrist
50363,DRG24702,M25532,Pain in left wrist
50364,DRG24702,M25539,Pain in unspecified wrist
50365,DRG24702,M25551,Pain in right hip
50366,DRG24702,M25552,Pain in left hip
50367,DRG24702,M25559,Pain in unspecified hip
50368,DRG24702,M25561,Pain in right knee
50369,DRG24702,M25562,Pain in left knee
50370,DRG24702,M25569,Pain in unspecified knee
50371,DRG24702,M25571,Pain in right ankle and joints of right foot
50372,DRG24702,M25572,Pain in left ankle and joints of left foot
50373,DRG24702,M25579,Pain in unspecified ankle and joints of unspecified foot
50374,DRG24702,M2560,"Stiffness of unspecified joint, not elsewhere classified"
50375,DRG24702,M25611,"Stiffness of right shoulder, not elsewhere classified"
50376,DRG24702,M25612,"Stiffness of left shoulder, not elsewhere classified"
50377,DRG24702,M25619,"Stiffness of unspecified shoulder, not elsewhere classified"
50378,DRG24702,M25621,"Stiffness of right elbow, not elsewhere classified"
50379,DRG24702,M25622,"Stiffness of left elbow, not elsewhere classified"
50380,DRG24702,M25629,"Stiffness of unspecified elbow, not elsewhere classified"
50381,DRG24702,M25631,"Stiffness of right wrist, not elsewhere classified"
50382,DRG24702,M25632,"Stiffness of left wrist, not elsewhere classified"
50383,DRG24702,M25639,"Stiffness of unspecified wrist, not elsewhere classified"
50384,DRG24702,M25641,"Stiffness of right hand, not elsewhere classified"
50385,DRG24702,M25642,"Stiffness of left hand, not elsewhere classified"
50386,DRG24702,M25649,"Stiffness of unspecified hand, not elsewhere classified"
50387,DRG24702,M25651,"Stiffness of right hip, not elsewhere classified"
50388,DRG24702,M25652,"Stiffness of left hip, not elsewhere classified"
50389,DRG24702,M25659,"Stiffness of unspecified hip, not elsewhere classified"
50390,DRG24702,M25661,"Stiffness of right knee, not elsewhere classified"
50391,DRG24702,M25662,"Stiffness of left knee, not elsewhere classified"
50392,DRG24702,M25669,"Stiffness of unspecified knee, not elsewhere classified"
50393,DRG24702,M25671,"Stiffness of right ankle, not elsewhere classified"
50394,DRG24702,M25672,"Stiffness of left ankle, not elsewhere classified"
50395,DRG24702,M25673,"Stiffness of unspecified ankle, not elsewhere classified"
50396,DRG24702,M25674,"Stiffness of right foot, not elsewhere classified"
50397,DRG24702,M25675,"Stiffness of left foot, not elsewhere classified"
50398,DRG24702,M25676,"Stiffness of unspecified foot, not elsewhere classified"
50399,DRG24702,M2580,"Other specified joint disorders, unspecified joint"
50400,DRG24702,M25811,"Other specified joint disorders, right shoulder"
50401,DRG24702,M25812,"Other specified joint disorders, left shoulder"
50402,DRG24702,M25819,"Other specified joint disorders, unspecified shoulder"
50403,DRG24702,M25821,"Other specified joint disorders, right elbow"
50404,DRG24702,M25822,"Other specified joint disorders, left elbow"
50405,DRG24702,M25829,"Other specified joint disorders, unspecified elbow"
50406,DRG24702,M25831,"Other specified joint disorders, right wrist"
50407,DRG24702,M25832,"Other specified joint disorders, left wrist"
50408,DRG24702,M25839,"Other specified joint disorders, unspecified wrist"
50409,DRG24702,M25841,"Other specified joint disorders, right hand"
50410,DRG24702,M25842,"Other specified joint disorders, left hand"
50411,DRG24702,M25849,"Other specified joint disorders, unspecified hand"
50412,DRG24702,M25851,"Other specified joint disorders, right hip"
50413,DRG24702,M25852,"Other specified joint disorders, left hip"
50414,DRG24702,M25859,"Other specified joint disorders, unspecified hip"
50415,DRG24702,M25861,"Other specified joint disorders, right knee"
50416,DRG24702,M25862,"Other specified joint disorders, left knee"
50417,DRG24702,M25869,"Other specified joint disorders, unspecified knee"
50418,DRG24702,M25871,"Other specified joint disorders, right ankle and foot"
50419,DRG24702,M25872,"Other specified joint disorders, left ankle and foot"
50420,DRG24702,M25879,"Other specified joint disorders, unspecified ankle and foot"
50421,DRG24702,M259,"Joint disorder, unspecified"
50422,DRG24702,M6080,"Other myositis, unspecified site"
50423,DRG24702,M60811,"Other myositis, right shoulder"
50424,DRG24702,M60812,"Other myositis, left shoulder"
50425,DRG24702,M60819,"Other myositis, unspecified shoulder"
50426,DRG24702,M60821,"Other myositis, right upper arm"
50427,DRG24702,M60822,"Other myositis, left upper arm"
50428,DRG24702,M60829,"Other myositis, unspecified upper arm"
50429,DRG24702,M60831,"Other myositis, right forearm"
50430,DRG24702,M60832,"Other myositis, left forearm"
50431,DRG24702,M60839,"Other myositis, unspecified forearm"
50432,DRG24702,M60841,"Other myositis, right hand"
50433,DRG24702,M60842,"Other myositis, left hand"
50434,DRG24702,M60849,"Other myositis, unspecified hand"
50435,DRG24702,M60851,"Other myositis, right thigh"
50436,DRG24702,M60852,"Other myositis, left thigh"
50437,DRG24702,M60859,"Other myositis, unspecified thigh"
50438,DRG24702,M60861,"Other myositis, right lower leg"
50439,DRG24702,M60862,"Other myositis, left lower leg"
50440,DRG24702,M60869,"Other myositis, unspecified lower leg"
50441,DRG24702,M60871,"Other myositis, right ankle and foot"
50442,DRG24702,M60872,"Other myositis, left ankle and foot"
50443,DRG24702,M60879,"Other myositis, unspecified ankle and foot"
50444,DRG24702,M6088,"Other myositis, other site"
50445,DRG24702,M6089,"Other myositis, multiple sites"
50446,DRG24702,M609,"Myositis, unspecified"
50447,DRG24702,M6240,"Contracture of muscle, unspecified site"
50448,DRG24702,M62411,"Contracture of muscle, right shoulder"
50449,DRG24702,M62412,"Contracture of muscle, left shoulder"
50450,DRG24702,M62419,"Contracture of muscle, unspecified shoulder"
50451,DRG24702,M62421,"Contracture of muscle, right upper arm"
50452,DRG24702,M62422,"Contracture of muscle, left upper arm"
50453,DRG24702,M62429,"Contracture of muscle, unspecified upper arm"
50454,DRG24702,M62431,"Contracture of muscle, right forearm"
50455,DRG24702,M62432,"Contracture of muscle, left forearm"
50456,DRG24702,M62439,"Contracture of muscle, unspecified forearm"
50457,DRG24702,M62441,"Contracture of muscle, right hand"
50458,DRG24702,M62442,"Contracture of muscle, left hand"
50459,DRG24702,M62449,"Contracture of muscle, unspecified hand"
50460,DRG24702,M62451,"Contracture of muscle, right thigh"
50461,DRG24702,M62452,"Contracture of muscle, left thigh"
50462,DRG24702,M62459,"Contracture of muscle, unspecified thigh"
50463,DRG24702,M62461,"Contracture of muscle, right lower leg"
50464,DRG24702,M62462,"Contracture of muscle, left lower leg"
50465,DRG24702,M62469,"Contracture of muscle, unspecified lower leg"
50466,DRG24702,M62471,"Contracture of muscle, right ankle and foot"
50467,DRG24702,M62472,"Contracture of muscle, left ankle and foot"
50468,DRG24702,M62479,"Contracture of muscle, unspecified ankle and foot"
50469,DRG24702,M6248,"Contracture of muscle, other site"
50470,DRG24702,M6249,"Contracture of muscle, multiple sites"
50471,DRG24702,M62831,Muscle spasm of calf
50472,DRG24702,M62838,Other muscle spasm
50473,DRG24702,M7080,"Other soft tissue disorders related to use, overuse and pressure of unspecified site"
50474,DRG24702,M70811,"Other soft tissue disorders related to use, overuse and pressure, right shoulder"
