DRG,CM-PCS,en
DRG38001,O021,Missed abortion
DRG38001,O030,Genital tract and pelvic infection following incomplete spontaneous abortion
DRG38001,O031,Delayed or excessive hemorrhage following incomplete spontaneous abortion
DRG38001,O032,Embolism following incomplete spontaneous abortion
DRG38001,O0330,Unspecified complication following incomplete spontaneous abortion
DRG38001,O0331,Shock following incomplete spontaneous abortion
DRG38001,O0332,Renal failure following incomplete spontaneous abortion
DRG38001,O0333,Metabolic disorder following incomplete spontaneous abortion
DRG38001,O0334,Damage to pelvic organs following incomplete spontaneous abortion
DRG38001,O0335,Other venous complications following incomplete spontaneous abortion
DRG38001,O0336,Cardiac arrest following incomplete spontaneous abortion
DRG38001,O0337,Sepsis following incomplete spontaneous abortion
DRG38001,O0338,Urinary tract infection following incomplete spontaneous abortion
DRG38001,O0339,Incomplete spontaneous abortion with other complications
DRG38001,O034,Incomplete spontaneous abortion without complication
DRG38001,O035,Genital tract and pelvic infection following complete or unspecified spontaneous abortion
DRG38001,O036,Delayed or excessive hemorrhage following complete or unspecified spontaneous abortion
DRG38001,O037,Embolism following complete or unspecified spontaneous abortion
DRG38001,O0380,Unspecified complication following complete or unspecified spontaneous abortion
DRG38001,O0381,Shock following complete or unspecified spontaneous abortion
DRG38001,O0382,Renal failure following complete or unspecified spontaneous abortion
DRG38001,O0383,Metabolic disorder following complete or unspecified spontaneous abortion
DRG38001,O0384,Damage to pelvic organs following complete or unspecified spontaneous abortion
DRG38001,O0385,Other venous complications following complete or unspecified spontaneous abortion
DRG38001,O0386,Cardiac arrest following complete or unspecified spontaneous abortion
DRG38001,O0387,Sepsis following complete or unspecified spontaneous abortion
DRG38001,O0388,Urinary tract infection following complete or unspecified spontaneous abortion
DRG38001,O0389,Complete or unspecified spontaneous abortion with other complications
DRG38001,O039,Complete or unspecified spontaneous abortion without complication
DRG38001,O045,Genital tract and pelvic infection following (induced) termination of pregnancy
DRG38001,O046,Delayed or excessive hemorrhage following (induced) termination of pregnancy
DRG38001,O047,Embolism following (induced) termination of pregnancy
DRG38001,O0480,(Induced) termination of pregnancy with unspecified complications
DRG38001,O0481,Shock following (induced) termination of pregnancy
DRG38001,O0482,Renal failure following (induced) termination of pregnancy
DRG38001,O0483,Metabolic disorder following (induced) termination of pregnancy
DRG38001,O0484,Damage to pelvic organs following (induced) termination of pregnancy
DRG38001,O0485,Other venous complications following (induced) termination of pregnancy
DRG38001,O0486,Cardiac arrest following (induced) termination of pregnancy
DRG38001,O0487,Sepsis following (induced) termination of pregnancy
DRG38001,O0488,Urinary tract infection following (induced) termination of pregnancy
DRG38001,O0489,(Induced) termination of pregnancy with other complications
DRG38001,O070,Genital tract and pelvic infection following failed attempted termination of pregnancy
DRG38001,O071,Delayed or excessive hemorrhage following failed attempted termination of pregnancy
DRG38001,O072,Embolism following failed attempted termination of pregnancy
DRG38001,O0730,Failed attempted termination of pregnancy with unspecified complications
DRG38001,O0731,Shock following failed attempted termination of pregnancy
DRG38001,O0732,Renal failure following failed attempted termination of pregnancy
DRG38001,O0733,Metabolic disorder following failed attempted termination of pregnancy
DRG38001,O0734,Damage to pelvic organs following failed attempted termination of pregnancy
DRG38001,O0735,Other venous complications following failed attempted termination of pregnancy
DRG38001,O0736,Cardiac arrest following failed attempted termination of pregnancy
DRG38001,O0737,Sepsis following failed attempted termination of pregnancy
DRG38001,O0738,Urinary tract infection following failed attempted termination of pregnancy
DRG38001,O0739,Failed attempted termination of pregnancy with other complications
DRG38001,O074,Failed attempted termination of pregnancy without complication
DRG38001,Z332,Encounter for elective termination of pregnancy
