,DRG,CM-PCS,en
2756,DRG37605,A34,Obstetrical tetanus
2757,DRG37605,O080,Genital tract and pelvic infection following ectopic and molar pregnancy
2758,DRG37605,O081,Delayed or excessive hemorrhage following ectopic and molar pregnancy
2759,DRG37605,O082,Embolism following ectopic and molar pregnancy
2760,DRG37605,O083,Shock following ectopic and molar pregnancy
2761,DRG37605,O084,Renal failure following ectopic and molar pregnancy
2762,DRG37605,O085,Metabolic disorders following an ectopic and molar pregnancy
2763,DRG37605,O087,Other venous complications following an ectopic and molar pregnancy
2764,DRG37605,O0881,Cardiac arrest following an ectopic and molar pregnancy
2765,DRG37605,O0882,Sepsis following ectopic and molar pregnancy
2766,DRG37605,O0883,Urinary tract infection following an ectopic and molar pregnancy
2767,DRG37605,O0889,Other complications following an ectopic and molar pregnancy
2768,DRG37605,O089,Unspecified complication following an ectopic and molar pregnancy
2769,DRG37605,O1023,Pre-existing hypertensive chronic kidney disease complicating the puerperium
2770,DRG37605,O1033,Pre-existing hypertensive heart and chronic kidney disease complicating the puerperium
2771,DRG37605,O1093,Unspecified pre-existing hypertension complicating the puerperium
2772,DRG37605,O2403,"Pre-existing diabetes mellitus, type 1, in the puerperium"
2773,DRG37605,O2413,"Pre-existing diabetes mellitus, type 2, in the puerperium"
2774,DRG37605,O2433,Unspecified pre-existing diabetes mellitus in the puerperium
2775,DRG37605,O24430,"Gestational diabetes mellitus in the puerperium, diet controlled"
2776,DRG37605,O24434,"Gestational diabetes mellitus in the puerperium, insulin controlled"
2777,DRG37605,O24439,"Gestational diabetes mellitus in the puerperium, unspecified control"
2778,DRG37605,O2483,Other pre-existing diabetes mellitus in the puerperium
2779,DRG37605,O253,Malnutrition in the puerperium
2780,DRG37605,O2663,Liver and biliary tract disorders in the puerperium
2781,DRG37605,O2673,Subluxation of symphysis (pubis) in the puerperium
2782,DRG37605,O8611,Cervicitis following delivery
2783,DRG37605,O8613,Vaginitis following delivery
2784,DRG37605,O8619,Other infection of genital tract following delivery
2785,DRG37605,O8620,"Urinary tract infection following delivery, unspecified"
2786,DRG37605,O8621,Infection of kidney following delivery
2787,DRG37605,O8622,Infection of bladder following delivery
2788,DRG37605,O8629,Other urinary tract infection following delivery
2789,DRG37605,O8901,Aspiration pneumonitis due to anesthesia during the puerperium
2790,DRG37605,O891,Cardiac complications of anesthesia during the puerperium
2791,DRG37605,O892,Central nervous system complications of anesthesia during the puerperium
2792,DRG37605,O893,Toxic reaction to local anesthesia during the puerperium
2793,DRG37605,O894,Spinal and epidural anesthesia-induced headache during the puerperium
2794,DRG37605,O895,Other complications of spinal and epidural anesthesia during the puerperium
2795,DRG37605,O896,Failed or difficult intubation for anesthesia during the puerperium
2796,DRG37605,O9081,Anemia of the puerperium
2797,DRG37605,O9103,Infection of nipple associated with lactation
2798,DRG37605,O9113,Abscess of breast associated with lactation
2799,DRG37605,O9202,Retracted nipple associated with the puerperium
2800,DRG37605,O9212,Cracked nipple associated with the puerperium
2801,DRG37605,O924,Hypogalactia
2802,DRG37605,O9873,Human immunodeficiency virus [HIV] disease complicating the puerperium
2803,DRG37605,O99315,Alcohol use complicating the puerperium
2804,DRG37605,Z390,Encounter for care and examination of mother immediately after delivery
