,DRG,CM-PCS,en
15175,DRG21113,0L8J0ZZ,"Division of Right Hip Tendon, Open Approach"
15176,DRG21113,0L8J3ZZ,"Division of Right Hip Tendon, Percutaneous Approach"
15177,DRG21113,0L8J4ZZ,"Division of Right Hip Tendon, Percutaneous Endoscopic Approach"
15178,DRG21113,0L8K0ZZ,"Division of Left Hip Tendon, Open Approach"
15179,DRG21113,0L8K3ZZ,"Division of Left Hip Tendon, Percutaneous Approach"
15180,DRG21113,0L8K4ZZ,"Division of Left Hip Tendon, Percutaneous Endoscopic Approach"
15181,DRG21113,0M8L0ZZ,"Division of Right Hip Bursa and Ligament, Open Approach"
15182,DRG21113,0M8L3ZZ,"Division of Right Hip Bursa and Ligament, Percutaneous Approach"
15183,DRG21113,0M8L4ZZ,"Division of Right Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15184,DRG21113,0M8M0ZZ,"Division of Left Hip Bursa and Ligament, Open Approach"
15185,DRG21113,0M8M3ZZ,"Division of Left Hip Bursa and Ligament, Percutaneous Approach"
15186,DRG21113,0M8M4ZZ,"Division of Left Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15187,DRG21113,0M9L00Z,"Drainage of Right Hip Bursa and Ligament with Drainage Device, Open Approach"
15188,DRG21113,0M9L0ZZ,"Drainage of Right Hip Bursa and Ligament, Open Approach"
15189,DRG21113,0M9L4ZZ,"Drainage of Right Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15190,DRG21113,0M9M00Z,"Drainage of Left Hip Bursa and Ligament with Drainage Device, Open Approach"
15191,DRG21113,0M9M0ZZ,"Drainage of Left Hip Bursa and Ligament, Open Approach"
15192,DRG21113,0M9M4ZZ,"Drainage of Left Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15193,DRG21113,0MBL0ZZ,"Excision of Right Hip Bursa and Ligament, Open Approach"
15194,DRG21113,0MBL3ZZ,"Excision of Right Hip Bursa and Ligament, Percutaneous Approach"
15195,DRG21113,0MBL4ZZ,"Excision of Right Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15196,DRG21113,0MBM0ZZ,"Excision of Left Hip Bursa and Ligament, Open Approach"
15197,DRG21113,0MBM3ZZ,"Excision of Left Hip Bursa and Ligament, Percutaneous Approach"
15198,DRG21113,0MBM4ZZ,"Excision of Left Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15199,DRG21113,0MCL0ZZ,"Extirpation of Matter from Right Hip Bursa and Ligament, Open Approach"
15200,DRG21113,0MCL3ZZ,"Extirpation of Matter from Right Hip Bursa and Ligament, Percutaneous Approach"
15201,DRG21113,0MCL4ZZ,"Extirpation of Matter from Right Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15202,DRG21113,0MCM0ZZ,"Extirpation of Matter from Left Hip Bursa and Ligament, Open Approach"
15203,DRG21113,0MCM3ZZ,"Extirpation of Matter from Left Hip Bursa and Ligament, Percutaneous Approach"
15204,DRG21113,0MCM4ZZ,"Extirpation of Matter from Left Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15205,DRG21113,0MNL0ZZ,"Release Right Hip Bursa and Ligament, Open Approach"
15206,DRG21113,0MNL3ZZ,"Release Right Hip Bursa and Ligament, Percutaneous Approach"
15207,DRG21113,0MNL4ZZ,"Release Right Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15208,DRG21113,0MNLXZZ,"Release Right Hip Bursa and Ligament, External Approach"
15209,DRG21113,0MNM0ZZ,"Release Left Hip Bursa and Ligament, Open Approach"
15210,DRG21113,0MNM3ZZ,"Release Left Hip Bursa and Ligament, Percutaneous Approach"
15211,DRG21113,0MNM4ZZ,"Release Left Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15212,DRG21113,0MNMXZZ,"Release Left Hip Bursa and Ligament, External Approach"
15213,DRG21113,0MTL0ZZ,"Resection of Right Hip Bursa and Ligament, Open Approach"
15214,DRG21113,0MTL4ZZ,"Resection of Right Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15215,DRG21113,0MTM0ZZ,"Resection of Left Hip Bursa and Ligament, Open Approach"
15216,DRG21113,0MTM4ZZ,"Resection of Left Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
15217,DRG21113,0Q860ZZ,"Division of Right Upper Femur, Open Approach"
15218,DRG21113,0Q863ZZ,"Division of Right Upper Femur, Percutaneous Approach"
15219,DRG21113,0Q864ZZ,"Division of Right Upper Femur, Percutaneous Endoscopic Approach"
15220,DRG21113,0Q870ZZ,"Division of Left Upper Femur, Open Approach"
15221,DRG21113,0Q873ZZ,"Division of Left Upper Femur, Percutaneous Approach"
15222,DRG21113,0Q874ZZ,"Division of Left Upper Femur, Percutaneous Endoscopic Approach"
15223,DRG21113,0Q880ZZ,"Division of Right Femoral Shaft, Open Approach"
15224,DRG21113,0Q883ZZ,"Division of Right Femoral Shaft, Percutaneous Approach"
15225,DRG21113,0Q884ZZ,"Division of Right Femoral Shaft, Percutaneous Endoscopic Approach"
15226,DRG21113,0Q890ZZ,"Division of Left Femoral Shaft, Open Approach"
15227,DRG21113,0Q893ZZ,"Division of Left Femoral Shaft, Percutaneous Approach"
15228,DRG21113,0Q894ZZ,"Division of Left Femoral Shaft, Percutaneous Endoscopic Approach"
15229,DRG21113,0Q8B0ZZ,"Division of Right Lower Femur, Open Approach"
15230,DRG21113,0Q8B3ZZ,"Division of Right Lower Femur, Percutaneous Approach"
15231,DRG21113,0Q8B4ZZ,"Division of Right Lower Femur, Percutaneous Endoscopic Approach"
15232,DRG21113,0Q8C0ZZ,"Division of Left Lower Femur, Open Approach"
15233,DRG21113,0Q8C3ZZ,"Division of Left Lower Femur, Percutaneous Approach"
15234,DRG21113,0Q8C4ZZ,"Division of Left Lower Femur, Percutaneous Endoscopic Approach"
15235,DRG21113,0QB60ZZ,"Excision of Right Upper Femur, Open Approach"
15236,DRG21113,0QB63ZZ,"Excision of Right Upper Femur, Percutaneous Approach"
15237,DRG21113,0QB64ZZ,"Excision of Right Upper Femur, Percutaneous Endoscopic Approach"
15238,DRG21113,0QB70ZZ,"Excision of Left Upper Femur, Open Approach"
15239,DRG21113,0QB73ZZ,"Excision of Left Upper Femur, Percutaneous Approach"
15240,DRG21113,0QB74ZZ,"Excision of Left Upper Femur, Percutaneous Endoscopic Approach"
15241,DRG21113,0QB80ZZ,"Excision of Right Femoral Shaft, Open Approach"
15242,DRG21113,0QB83ZZ,"Excision of Right Femoral Shaft, Percutaneous Approach"
15243,DRG21113,0QB84ZZ,"Excision of Right Femoral Shaft, Percutaneous Endoscopic Approach"
15244,DRG21113,0QB90ZZ,"Excision of Left Femoral Shaft, Open Approach"
15245,DRG21113,0QB93ZZ,"Excision of Left Femoral Shaft, Percutaneous Approach"
15246,DRG21113,0QB94ZZ,"Excision of Left Femoral Shaft, Percutaneous Endoscopic Approach"
15247,DRG21113,0QBB0ZZ,"Excision of Right Lower Femur, Open Approach"
15248,DRG21113,0QBB3ZZ,"Excision of Right Lower Femur, Percutaneous Approach"
