,DRG,CM-PCS,en
33027,DRG11602,0271046,"Dilation of Coronary Artery, Two Sites, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach"
33028,DRG11602,027104Z,"Dilation of Coronary Artery, Two Sites with Drug-eluting Intraluminal Device, Open Approach"
33029,DRG11602,02710D6,"Dilation of Coronary Artery, Two Sites, Bifurcation, with Intraluminal Device, Open Approach"
33030,DRG11602,02710DZ,"Dilation of Coronary Artery, Two Sites with Intraluminal Device, Open Approach"
33031,DRG11602,02710T6,"Dilation of Coronary Artery, Two Sites, Bifurcation, with Radioactive Intraluminal Device, Open Approach"
33032,DRG11602,02710TZ,"Dilation of Coronary Artery, Two Sites with Radioactive Intraluminal Device, Open Approach"
33033,DRG11602,0271346,"Dilation of Coronary Artery, Two Sites, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous "
33034,DRG11602,027134Z,"Dilation of Coronary Artery, Two Sites with Drug-eluting Intraluminal Device, Percutaneous Approach"
33035,DRG11602,02713D6,"Dilation of Coronary Artery, Two Sites, Bifurcation, with Intraluminal Device, Percutaneous Approach"
33036,DRG11602,02713DZ,"Dilation of Coronary Artery, Two Sites with Intraluminal Device, Percutaneous Approach"
33037,DRG11602,02713T6,"Dilation of Coronary Artery, Two Sites, Bifurcation, with Radioactive Intraluminal Device, Percutaneous Approach"
33038,DRG11602,02713TZ,"Dilation of Coronary Artery, Two Sites with Radioactive Intraluminal Device, Percutaneous Approach"
33039,DRG11602,0271446,"Dilation of Coronary Artery, Two Sites, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous"
33040,DRG11602,027144Z,"Dilation of Coronary Artery, Two Sites with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach"
33041,DRG11602,02714D6,"Dilation of Coronary Artery, Two Sites, Bifurcation, with Intraluminal Device, Percutaneous Endoscopic "
33042,DRG11602,02714DZ,"Dilation of Coronary Artery, Two Sites with Intraluminal Device, Percutaneous Endoscopic Approach"
33043,DRG11602,02714T6,"Dilation of Coronary Artery, Two Sites, Bifurcation, with Radioactive Intraluminal Device, Percutaneous Endoscopic Approach"
33044,DRG11602,02714TZ,"Dilation of Coronary Artery, Two Sites with Radioactive Intraluminal Device, Percutaneous Endoscopic Approach"
33045,DRG11602,0272046,"Dilation of Coronary Artery, Three Sites, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach"
33046,DRG11602,027204Z,"Dilation of Coronary Artery, Three Sites with Drug-eluting Intraluminal Device, Open Approach"
33047,DRG11602,02720D6,"Dilation of Coronary Artery, Three Sites, Bifurcation, with Intraluminal Device, Open Approach"
33048,DRG11602,02720DZ,"Dilation of Coronary Artery, Three Sites with Intraluminal Device, Open Approach"
