DRG,CM-PCS,en
DRG09902,R05,Cough
DRG09902,R0600,"Dyspnea, unspecified"
DRG09902,R0601,Orthopnea
DRG09902,R0602,Shortness of breath
DRG09902,R0609,Other forms of dyspnea
DRG09902,R061,Stridor
DRG09902,R062,Wheezing
DRG09902,R063,Periodic breathing
DRG09902,R066,Hiccough
DRG09902,R0682,"Tachypnea, not elsewhere classified"
DRG09902,R0683,Snoring
DRG09902,R0689,Other abnormalities of breathing
DRG09902,R069,Unspecified abnormalities of breathing
DRG09902,R071,Chest pain on breathing
DRG09902,R0781,Pleurodynia
DRG09902,R093,Abnormal sputum
DRG09902,R222,"Localized swelling, mass and lump, trunk"
DRG09902,R918,Other nonspecific abnormal finding of lung field
DRG09902,5A09357,"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Continuous Positive Airway Pressure"
DRG09902,5A09358,"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Intermittent Positive Airway Pressure"
DRG09902,5A09359,"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Continuous Negative Airway Pressure"
DRG09902,5A0935B,"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Intermittent Negative Airway Pressure"
DRG09902,5A0935Z,"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours"
DRG09902,5A09457,"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, Continuous Positive Airway Pressure"
DRG09902,5A09458,"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, Intermittent Positive Airway Pressure"
DRG09902,5A09459,"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, Continuous Negative Airway Pressure"
DRG09902,5A0945B,"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, Intermittent Negative Airway Pressure"
DRG09902,5A0945Z,"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours"
DRG09902,5A09557,"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Continuous Positive Airway Pressure"
DRG09902,5A09558,"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Intermittent Positive Airway Pressure"
DRG09902,5A09559,"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Continuous Negative Airway Pressure"
DRG09902,5A0955B,"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Intermittent Negative Airway Pressure"
DRG09902,5A0955Z,"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours"
DRG09902,5A1935Z,"Respiratory Ventilation, Less than 24 Consecutive Hours"
DRG09902,5A1945Z,"Respiratory Ventilation, 24-96 Consecutive Hours"
DRG09902,5A1955Z,"Respiratory Ventilation, Greater than 96 Consecutive Hours"
