,DRG,CM-PCS,en
45287,DRG01216,A5210,"Symptomatic neurosyphilis, unspecified"
45288,DRG01216,A5211,Tabes dorsalis
45289,DRG01216,A5212,Other cerebrospinal syphilis
45290,DRG01216,A5215,Late syphilitic neuropathy
45291,DRG01216,A5216,Charcot's arthropathy (tabetic)
45292,DRG01216,A5217,General paresis
45293,DRG01216,A523,"Neurosyphilis, unspecified"
45294,DRG01216,A811,Subacute sclerosing panencephalitis
45295,DRG01216,A812,Progressive multifocal leukoencephalopathy
45296,DRG01216,A8181,Kuru
45297,DRG01216,A8182,Gerstmann-Straussler-Scheinker syndrome
45298,DRG01216,A8183,Fatal familial insomnia
45299,DRG01216,A8189,Other atypical virus infections of central nervous system
45300,DRG01216,A819,"Atypical virus infection of central nervous system, unspecified"
45301,DRG01216,B0809,Other orthopoxvirus infections
45302,DRG01216,B0860,"Parapoxvirus infection, unspecified"
45303,DRG01216,B0861,Bovine stomatitis
45304,DRG01216,B0862,Sealpox
45305,DRG01216,B0869,Other parapoxvirus infections
45306,DRG01216,G8100,Flaccid hemiplegia affecting unspecified side
45307,DRG01216,G8101,Flaccid hemiplegia affecting right dominant side
45308,DRG01216,G8102,Flaccid hemiplegia affecting left dominant side
45309,DRG01216,G8103,Flaccid hemiplegia affecting right nondominant side
45310,DRG01216,G8104,Flaccid hemiplegia affecting left nondominant side
45311,DRG01216,G8110,Spastic hemiplegia affecting unspecified side
45312,DRG01216,G8111,Spastic hemiplegia affecting right dominant side
45313,DRG01216,G8112,Spastic hemiplegia affecting left dominant side
45314,DRG01216,G8113,Spastic hemiplegia affecting right nondominant side
45315,DRG01216,G8114,Spastic hemiplegia affecting left nondominant side
45316,DRG01216,G8190,"Hemiplegia, unspecified affecting unspecified side"
45317,DRG01216,G8191,"Hemiplegia, unspecified affecting right dominant side"
45318,DRG01216,G8192,"Hemiplegia, unspecified affecting left dominant side"
45319,DRG01216,G8193,"Hemiplegia, unspecified affecting right nondominant side"
45320,DRG01216,G8194,"Hemiplegia, unspecified affecting left nondominant side"
45321,DRG01216,H5701,"Argyll Robertson pupil, atypical"
45322,DRG01216,I673,Progressive vascular leukoencephalopathy
45325,DRG01216,F000001,Physical Therapy
45326,DRG01216,F000002,Occupational Therapy
45327,DRG01216,F000003,Communication Therapy
