DRG,CM-PCS,en
DRG00305,0410090,"Bypass Abdominal Aorta to Abdominal Aorta with Autologous Venous Tissue, Open Approach"
DRG00305,0410091,"Bypass Abdominal Aorta to Celiac Artery with Autologous Venous Tissue, Open Approach"
DRG00305,0410092,"Bypass Abdominal Aorta to Mesenteric Artery with Autologous Venous Tissue, Open Approach"
DRG00305,0410093,"Bypass Abdominal Aorta to Right Renal Artery with Autologous Venous Tissue, Open Approach"
DRG00305,0410094,"Bypass Abdominal Aorta to Left Renal Artery with Autologous Venous Tissue, Open Approach"
DRG00305,0410095,"Bypass Abdominal Aorta to Bilateral Renal Artery with Autologous Venous Tissue, Open Approach"
DRG00305,04100A0,"Bypass Abdominal Aorta to Abdominal Aorta with Autologous Arterial Tissue, Open Approach"
DRG00305,04100A1,"Bypass Abdominal Aorta to Celiac Artery with Autologous Arterial Tissue, Open Approach"
DRG00305,04100A2,"Bypass Abdominal Aorta to Mesenteric Artery with Autologous Arterial Tissue, Open Approach"
DRG00305,04100A3,"Bypass Abdominal Aorta to Right Renal Artery with Autologous Arterial Tissue, Open Approach"
DRG00305,04100A4,"Bypass Abdominal Aorta to Left Renal Artery with Autologous Arterial Tissue, Open Approach"
DRG00305,04100A5,"Bypass Abdominal Aorta to Bilateral Renal Artery with Autologous Arterial Tissue, Open Approach"
DRG00305,04100J0,"Bypass Abdominal Aorta to Abdominal Aorta with Synthetic Substitute, Open Approach"
DRG00305,04100J1,"Bypass Abdominal Aorta to Celiac Artery with Synthetic Substitute, Open Approach"
DRG00305,04100J2,"Bypass Abdominal Aorta to Mesenteric Artery with Synthetic Substitute, Open Approach"
DRG00305,04100J3,"Bypass Abdominal Aorta to Right Renal Artery with Synthetic Substitute, Open Approach"
DRG00305,04100J4,"Bypass Abdominal Aorta to Left Renal Artery with Synthetic Substitute, Open Approach"
DRG00305,04100J5,"Bypass Abdominal Aorta to Bilateral Renal Artery with Synthetic Substitute, Open Approach"
DRG00305,04100K0,"Bypass Abdominal Aorta to Abdominal Aorta with Nonautologous Tissue Substitute, Open Approach"
DRG00305,04100K1,"Bypass Abdominal Aorta to Celiac Artery with Nonautologous Tissue Substitute, Open Approach"
DRG00305,04100K2,"Bypass Abdominal Aorta to Mesenteric Artery with Nonautologous Tissue Substitute, Open Approach"
DRG00305,04100K3,"Bypass Abdominal Aorta to Right Renal Artery with Nonautologous Tissue Substitute, Open Approach"
DRG00305,04100K4,"Bypass Abdominal Aorta to Left Renal Artery with Nonautologous Tissue Substitute, Open Approach"
DRG00305,04100K5,"Bypass Abdominal Aorta to Bilateral Renal Artery with Nonautologous Tissue Substitute, Open Approach"
DRG00305,04100Z0,"Bypass Abdominal Aorta to Abdominal Aorta, Open Approach"
DRG00305,04100Z1,"Bypass Abdominal Aorta to Celiac Artery, Open Approach"
DRG00305,04100Z2,"Bypass Abdominal Aorta to Mesenteric Artery, Open Approach"
DRG00305,04100Z3,"Bypass Abdominal Aorta to Right Renal Artery, Open Approach"
DRG00305,04100Z4,"Bypass Abdominal Aorta to Left Renal Artery, Open Approach"
DRG00305,04100Z5,"Bypass Abdominal Aorta to Bilateral Renal Artery, Open Approach"
DRG00305,0410490,"Bypass Abdominal Aorta to Abdominal Aorta with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
DRG00305,0410491,"Bypass Abdominal Aorta to Celiac Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
DRG00305,0410492,"Bypass Abdominal Aorta to Mesenteric Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
DRG00305,0410493,"Bypass Abdominal Aorta to Right Renal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
DRG00305,0410494,"Bypass Abdominal Aorta to Left Renal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
