DRG,CM-PCS,en
DRG10203,M940,Chondrocostal junction syndrome [Tietze]
DRG10203,Q676,Pectus excavatum
DRG10203,Q677,Pectus carinatum
DRG10203,Q766,Other congenital malformations of ribs
DRG10203,Q767,Congenital malformation of sternum
DRG10203,Q768,Other congenital malformations of bony thorax
DRG10203,Q769,"Congenital malformation of bony thorax, unspecified"
DRG10203,Q772,Short rib syndrome
DRG10203,S2231XA,"Fracture of one rib, right side, initial encounter for closed fracture"
DRG10203,S2232XA,"Fracture of one rib, left side, initial encounter for closed fracture"
DRG10203,S2239XA,"Fracture of one rib, unspecified side, initial encounter for closed fracture"
DRG10203,S2341XA,"Sprain of ribs, initial encounter"
DRG10203,S23420A,"Sprain of sternoclavicular (joint) (ligament), initial encounter"
DRG10203,S23421A,"Sprain of chondrosternal joint, initial encounter"
DRG10203,S23428A,"Other sprain of sternum, initial encounter"
DRG10203,S23429A,"Unspecified sprain of sternum, initial encounter"
DRG10203,S2600XS,"Unspecified injury of heart with hemopericardium, sequela"
DRG10203,S2601XS,"Contusion of heart with hemopericardium, sequela"
DRG10203,S26020S,"Mild laceration of heart with hemopericardium, sequela"
DRG10203,S26021S,"Moderate laceration of heart with hemopericardium, sequela"
DRG10203,S26022S,"Major laceration of heart with hemopericardium, sequela"
DRG10203,S2609XS,"Other injury of heart with hemopericardium, sequela"
DRG10203,S2610XS,"Unspecified injury of heart without hemopericardium, sequela"
DRG10203,S2611XS,"Contusion of heart without hemopericardium, sequela"
DRG10203,S2612XS,"Laceration of heart without hemopericardium, sequela"
DRG10203,S2619XS,"Other injury of heart without hemopericardium, sequela"
DRG10203,S2690XS,"Unspecified injury of heart, unspecified with or without hemopericardium, sequela"
DRG10203,S2691XS,"Contusion of heart, unspecified with or without hemopericardium, sequela"
DRG10203,S2692XS,"Laceration of heart, unspecified with or without hemopericardium, sequela"
DRG10203,S2699XS,"Other injury of heart, unspecified with or without hemopericardium, sequela"
DRG10203,S270XXS,"Traumatic pneumothorax, sequela"
DRG10203,S271XXS,"Traumatic hemothorax, sequela"
DRG10203,S272XXS,"Traumatic hemopneumothorax, sequela"
DRG10203,S27301A,"Unspecified injury of lung, unilateral, initial encounter"
DRG10203,S27301S,"Unspecified injury of lung, unilateral, sequela"
DRG10203,S27302A,"Unspecified injury of lung, bilateral, initial encounter"
DRG10203,S27302S,"Unspecified injury of lung, bilateral, sequela"
DRG10203,S27309A,"Unspecified injury of lung, unspecified, initial encounter"
DRG10203,S27309S,"Unspecified injury of lung, unspecified, sequela"
DRG10203,S27311A,"Primary blast injury of lung, unilateral, initial encounter"
DRG10203,S27311S,"Primary blast injury of lung, unilateral, sequela"
DRG10203,S27312A,"Primary blast injury of lung, bilateral, initial encounter"
DRG10203,S27312S,"Primary blast injury of lung, bilateral, sequela"
DRG10203,S27319A,"Primary blast injury of lung, unspecified, initial encounter"
DRG10203,S27319S,"Primary blast injury of lung, unspecified, sequela"
DRG10203,S27321A,"Contusion of lung, unilateral, initial encounter"
DRG10203,S27321S,"Contusion of lung, unilateral, sequela"
DRG10203,S27322A,"Contusion of lung, bilateral, initial encounter"
DRG10203,S27322S,"Contusion of lung, bilateral, sequela"
DRG10203,S27329A,"Contusion of lung, unspecified, initial encounter"
DRG10203,S27329S,"Contusion of lung, unspecified, sequela"
DRG10203,S27331S,"Laceration of lung, unilateral, sequela"
DRG10203,S27332S,"Laceration of lung, bilateral, sequela"
DRG10203,S27339S,"Laceration of lung, unspecified, sequela"
DRG10203,S27391A,"Other injuries of lung, unilateral, initial encounter"
DRG10203,S27391S,"Other injuries of lung, unilateral, sequela"
DRG10203,S27392A,"Other injuries of lung, bilateral, initial encounter"
DRG10203,S27392S,"Other injuries of lung, bilateral, sequela"
DRG10203,S27399A,"Other injuries of lung, unspecified, initial encounter"
DRG10203,S27399S,"Other injuries of lung, unspecified, sequela"
DRG10203,S27401S,"Unspecified injury of bronchus, unilateral, sequela"
DRG10203,S27402S,"Unspecified injury of bronchus, bilateral, sequela"
DRG10203,S27409S,"Unspecified injury of bronchus, unspecified, sequela"
DRG10203,S27411S,"Primary blast injury of bronchus, unilateral, sequela"
DRG10203,S27412S,"Primary blast injury of bronchus, bilateral, sequela"
DRG10203,S27419S,"Primary blast injury of bronchus, unspecified, sequela"
DRG10203,S27421S,"Contusion of bronchus, unilateral, sequela"
DRG10203,S27422S,"Contusion of bronchus, bilateral, sequela"
DRG10203,S27429S,"Contusion of bronchus, unspecified, sequela"
DRG10203,S27431S,"Laceration of bronchus, unilateral, sequela"
DRG10203,S27432S,"Laceration of bronchus, bilateral, sequela"
DRG10203,S27439S,"Laceration of bronchus, unspecified, sequela"
DRG10203,S27491S,"Other injury of bronchus, unilateral, sequela"
DRG10203,S27492S,"Other injury of bronchus, bilateral, sequela"
DRG10203,S27499S,"Other injury of bronchus, unspecified, sequela"
DRG10203,S2750XA,"Unspecified injury of thoracic trachea, initial encounter"
DRG10203,S2750XS,"Unspecified injury of thoracic trachea, sequela"
DRG10203,S2751XA,"Primary blast injury of thoracic trachea, initial encounter"
DRG10203,S2751XS,"Primary blast injury of thoracic trachea, sequela"
DRG10203,S2752XA,"Contusion of thoracic trachea, initial encounter"
DRG10203,S2752XS,"Contusion of thoracic trachea, sequela"
DRG10203,S2753XA,"Laceration of thoracic trachea, initial encounter"
DRG10203,S2753XS,"Laceration of thoracic trachea, sequela"
DRG10203,S2759XA,"Other injury of thoracic trachea, initial encounter"
DRG10203,S2759XS,"Other injury of thoracic trachea, sequela"
DRG10203,S2760XA,"Unspecified injury of pleura, initial encounter"
DRG10203,S2760XS,"Unspecified injury of pleura, sequela"
DRG10203,S2763XA,"Laceration of pleura, initial encounter"
DRG10203,S2763XS,"Laceration of pleura, sequela"
DRG10203,S2769XA,"Other injury of pleura, initial encounter"
DRG10203,S2769XS,"Other injury of pleura, sequela"
DRG10203,S27802S,"Contusion of diaphragm, sequela"
DRG10203,S27803S,"Laceration of diaphragm, sequela"
DRG10203,S27808S,"Other injury of diaphragm, sequela"
DRG10203,S27809S,"Unspecified injury of diaphragm, sequela"
DRG10203,S27812S,"Contusion of esophagus (thoracic part), sequela"
DRG10203,S27813S,"Laceration of esophagus (thoracic part), sequela"
DRG10203,S27818S,"Other injury of esophagus (thoracic part), sequela"
DRG10203,S27819S,"Unspecified injury of esophagus (thoracic part), sequela"
DRG10203,S27892A,"Contusion of other specified intrathoracic organs, initial encounter"
DRG10203,S27892S,"Contusion of other specified intrathoracic organs, sequela"
DRG10203,S27893A,"Laceration of other specified intrathoracic organs, initial encounter"
