,DRG,CM-PCS,en
4704,DRG31104,N131,"Hydronephrosis with ureteral stricture, not elsewhere classified"
4705,DRG31104,N132,Hydronephrosis with renal and ureteral calculous obstruction
4706,DRG31104,N1330,Unspecified hydronephrosis
4707,DRG31104,N1339,Other hydronephrosis
4708,DRG31104,N134,Hydroureter
4709,DRG31104,N138,Other obstructive and reflux uropathy
4710,DRG31104,N200,Calculus of kidney
4711,DRG31104,N201,Calculus of ureter
4712,DRG31104,N202,Calculus of kidney with calculus of ureter
4713,DRG31104,N209,"Urinary calculus, unspecified"
4714,DRG31104,N210,Calculus in bladder
4715,DRG31104,N211,Calculus in urethra
4716,DRG31104,N218,Other lower urinary tract calculus
4717,DRG31104,N219,"Calculus of lower urinary tract, unspecified"
4718,DRG31104,N22,Calculus of urinary tract in diseases classified elsewhere
4719,DRG31104,N23,Unspecified renal colic
4722,DRG31104,0T900ZZ,"Drainage of Right Kidney, Open Approach"
4723,DRG31104,0T907ZZ,"Drainage of Right Kidney, Via Natural or Artificial Opening"
4724,DRG31104,0T908ZZ,"Drainage of Right Kidney, Via Natural or Artificial Opening Endoscopic"
4725,DRG31104,0T910ZZ,"Drainage of Left Kidney, Open Approach"
4726,DRG31104,0T917ZZ,"Drainage of Left Kidney, Via Natural or Artificial Opening"
4727,DRG31104,0T918ZZ,"Drainage of Left Kidney, Via Natural or Artificial Opening Endoscopic"
4728,DRG31104,0T937ZZ,"Drainage of Right Kidney Pelvis, Via Natural or Artificial Opening"
4729,DRG31104,0T938ZZ,"Drainage of Right Kidney Pelvis, Via Natural or Artificial Opening Endoscopic"
4730,DRG31104,0T947ZZ,"Drainage of Left Kidney Pelvis, Via Natural or Artificial Opening"
4731,DRG31104,0T948ZZ,"Drainage of Left Kidney Pelvis, Via Natural or Artificial Opening Endoscopic"
4732,DRG31104,0TC00ZZ,"Extirpation of Matter from Right Kidney, Open Approach"
4733,DRG31104,0TC07ZZ,"Extirpation of Matter from Right Kidney, Via Natural or Artificial Opening"
4734,DRG31104,0TC08ZZ,"Extirpation of Matter from Right Kidney, Via Natural or Artificial Opening Endoscopic"
4735,DRG31104,0TC10ZZ,"Extirpation of Matter from Left Kidney, Open Approach"
4736,DRG31104,0TC17ZZ,"Extirpation of Matter from Left Kidney, Via Natural or Artificial Opening"
4737,DRG31104,0TC18ZZ,"Extirpation of Matter from Left Kidney, Via Natural or Artificial Opening Endoscopic"
4738,DRG31104,0TC30ZZ,"Extirpation of Matter from Right Kidney Pelvis, Open Approach"
4739,DRG31104,0TC40ZZ,"Extirpation of Matter from Left Kidney Pelvis, Open Approach"
4740,DRG31104,0TF33ZZ,"Fragmentation in Right Kidney Pelvis, Percutaneous Approach"
4741,DRG31104,0TF34ZZ,"Fragmentation in Right Kidney Pelvis, Percutaneous Endoscopic Approach"
4742,DRG31104,0TF43ZZ,"Fragmentation in Left Kidney Pelvis, Percutaneous Approach"
4743,DRG31104,0TF44ZZ,"Fragmentation in Left Kidney Pelvis, Percutaneous Endoscopic Approach"
4744,DRG31104,0TH502Z,"Insertion of Monitoring Device into Kidney, Open Approach"
4745,DRG31104,0TH532Z,"Insertion of Monitoring Device into Kidney, Percutaneous Approach"
4746,DRG31104,0TH542Z,"Insertion of Monitoring Device into Kidney, Percutaneous Endoscopic Approach"
4747,DRG31104,0TH572Z,"Insertion of Monitoring Device into Kidney, Via Natural or Artificial Opening"
4748,DRG31104,0TH582Z,"Insertion of Monitoring Device into Kidney, Via Natural or Artificial Opening Endoscopic"
4749,DRG31104,0TJ50ZZ,"Inspection of Kidney, Open Approach"
4750,DRG31104,0TP500Z,"Removal of Drainage Device from Kidney, Open Approach"
4751,DRG31104,0TP502Z,"Removal of Monitoring Device from Kidney, Open Approach"
4752,DRG31104,0TP503Z,"Removal of Infusion Device from Kidney, Open Approach"
4753,DRG31104,0TP507Z,"Removal of Autologous Tissue Substitute from Kidney, Open Approach"
4754,DRG31104,0TP50CZ,"Removal of Extraluminal Device from Kidney, Open Approach"
4755,DRG31104,0TP50DZ,"Removal of Intraluminal Device from Kidney, Open Approach"
4756,DRG31104,0TP50JZ,"Removal of Synthetic Substitute from Kidney, Open Approach"
4757,DRG31104,0TP50KZ,"Removal of Nonautologous Tissue Substitute from Kidney, Open Approach"
4758,DRG31104,0TP530Z,"Removal of Drainage Device from Kidney, Percutaneous Approach"
4759,DRG31104,0TP532Z,"Removal of Monitoring Device from Kidney, Percutaneous Approach"
4760,DRG31104,0TP533Z,"Removal of Infusion Device from Kidney, Percutaneous Approach"
4761,DRG31104,0TP537Z,"Removal of Autologous Tissue Substitute from Kidney, Percutaneous Approach"
4762,DRG31104,0TP53CZ,"Removal of Extraluminal Device from Kidney, Percutaneous Approach"
4763,DRG31104,0TP53DZ,"Removal of Intraluminal Device from Kidney, Percutaneous Approach"
4764,DRG31104,0TP53JZ,"Removal of Synthetic Substitute from Kidney, Percutaneous Approach"
4765,DRG31104,0TP53KZ,"Removal of Nonautologous Tissue Substitute from Kidney, Percutaneous Approach"
4766,DRG31104,0TP540Z,"Removal of Drainage Device from Kidney, Percutaneous Endoscopic Approach"
4767,DRG31104,0TP542Z,"Removal of Monitoring Device from Kidney, Percutaneous Endoscopic Approach"
4768,DRG31104,0TP543Z,"Removal of Infusion Device from Kidney, Percutaneous Endoscopic Approach"
4769,DRG31104,0TP547Z,"Removal of Autologous Tissue Substitute from Kidney, Percutaneous Endoscopic Approach"
4770,DRG31104,0TP54CZ,"Removal of Extraluminal Device from Kidney, Percutaneous Endoscopic Approach"
4771,DRG31104,0TP54DZ,"Removal of Intraluminal Device from Kidney, Percutaneous Endoscopic Approach"
4772,DRG31104,0TP54JZ,"Removal of Synthetic Substitute from Kidney, Percutaneous Endoscopic Approach"
4773,DRG31104,0TP54KZ,"Removal of Nonautologous Tissue Substitute from Kidney, Percutaneous Endoscopic Approach"
4774,DRG31104,0TP570Z,"Removal of Drainage Device from Kidney, Via Natural or Artificial Opening"
4775,DRG31104,0TP572Z,"Removal of Monitoring Device from Kidney, Via Natural or Artificial Opening"
4776,DRG31104,0TP573Z,"Removal of Infusion Device from Kidney, Via Natural or Artificial Opening"
4777,DRG31104,0TP577Z,"Removal of Autologous Tissue Substitute from Kidney, Via Natural or Artificial Opening"
4778,DRG31104,0TP57CZ,"Removal of Extraluminal Device from Kidney, Via Natural or Artificial Opening"
4779,DRG31104,0TP57DZ,"Removal of Intraluminal Device from Kidney, Via Natural or Artificial Opening"
4780,DRG31104,0TP57JZ,"Removal of Synthetic Substitute from Kidney, Via Natural or Artificial Opening"
4781,DRG31104,0TP57KZ,"Removal of Nonautologous Tissue Substitute from Kidney, Via Natural or Artificial Opening"
4782,DRG31104,0TP580Z,"Removal of Drainage Device from Kidney, Via Natural or Artificial Opening Endoscopic"
4783,DRG31104,0TP582Z,"Removal of Monitoring Device from Kidney, Via Natural or Artificial Opening Endoscopic"
4784,DRG31104,0TP583Z,"Removal of Infusion Device from Kidney, Via Natural or Artificial Opening Endoscopic"
4785,DRG31104,0TP587Z,"Removal of Autologous Tissue Substitute from Kidney, Via Natural or Artificial Opening Endoscopic"
4786,DRG31104,0TP58CZ,"Removal of Extraluminal Device from Kidney, Via Natural or Artificial Opening Endoscopic"
4787,DRG31104,0TP58DZ,"Removal of Intraluminal Device from Kidney, Via Natural or Artificial Opening Endoscopic"
4788,DRG31104,0TP58JZ,"Removal of Synthetic Substitute from Kidney, Via Natural or Artificial Opening Endoscopic"
4789,DRG31104,0TP58KZ,"Removal of Nonautologous Tissue Substitute from Kidney, Via Natural or Artificial Opening Endoscopic"
4790,DRG31104,0TW500Z,"Revision of Drainage Device in Kidney, Open Approach"
4791,DRG31104,0TW502Z,"Revision of Monitoring Device in Kidney, Open Approach"
4792,DRG31104,0TW503Z,"Revision of Infusion Device in Kidney, Open Approach"
4793,DRG31104,0TW507Z,"Revision of Autologous Tissue Substitute in Kidney, Open Approach"
4794,DRG31104,0TW50CZ,"Revision of Extraluminal Device in Kidney, Open Approach"
4795,DRG31104,0TW50DZ,"Revision of Intraluminal Device in Kidney, Open Approach"
4796,DRG31104,0TW50JZ,"Revision of Synthetic Substitute in Kidney, Open Approach"
4797,DRG31104,0TW50KZ,"Revision of Nonautologous Tissue Substitute in Kidney, Open Approach"
4798,DRG31104,0TW530Z,"Revision of Drainage Device in Kidney, Percutaneous Approach"
4799,DRG31104,0TW532Z,"Revision of Monitoring Device in Kidney, Percutaneous Approach"
4800,DRG31104,0TW533Z,"Revision of Infusion Device in Kidney, Percutaneous Approach"
4801,DRG31104,0TW537Z,"Revision of Autologous Tissue Substitute in Kidney, Percutaneous Approach"
4802,DRG31104,0TW53CZ,"Revision of Extraluminal Device in Kidney, Percutaneous Approach"
4803,DRG31104,0TW53DZ,"Revision of Intraluminal Device in Kidney, Percutaneous Approach"
4804,DRG31104,0TW53JZ,"Revision of Synthetic Substitute in Kidney, Percutaneous Approach"
4805,DRG31104,0TW53KZ,"Revision of Nonautologous Tissue Substitute in Kidney, Percutaneous Approach"
4806,DRG31104,0TW540Z,"Revision of Drainage Device in Kidney, Percutaneous Endoscopic Approach"
