,DRG,CM-PCS,en
263,DRG30304,D090,Carcinoma in situ of bladder
264,DRG30304,D0910,Carcinoma in situ of unspecified urinary organ
265,DRG30304,D0919,Carcinoma in situ of other urinary organs
268,DRG30304,0410090,"Bypass Abdominal Aorta to Abdominal Aorta with Autologous Venous Tissue, Open Approach"
269,DRG30304,0410091,"Bypass Abdominal Aorta to Celiac Artery with Autologous Venous Tissue, Open Approach"
270,DRG30304,0410092,"Bypass Abdominal Aorta to Mesenteric Artery with Autologous Venous Tissue, Open Approach"
271,DRG30304,0410093,"Bypass Abdominal Aorta to Right Renal Artery with Autologous Venous Tissue, Open Approach"
272,DRG30304,0410094,"Bypass Abdominal Aorta to Left Renal Artery with Autologous Venous Tissue, Open Approach"
273,DRG30304,0410095,"Bypass Abdominal Aorta to Bilateral Renal Artery with Autologous Venous Tissue, Open Approach"
274,DRG30304,04100A0,"Bypass Abdominal Aorta to Abdominal Aorta with Autologous Arterial Tissue, Open Approach"
275,DRG30304,04100A1,"Bypass Abdominal Aorta to Celiac Artery with Autologous Arterial Tissue, Open Approach"
276,DRG30304,04100A2,"Bypass Abdominal Aorta to Mesenteric Artery with Autologous Arterial Tissue, Open Approach"
277,DRG30304,04100A3,"Bypass Abdominal Aorta to Right Renal Artery with Autologous Arterial Tissue, Open Approach"
278,DRG30304,04100A4,"Bypass Abdominal Aorta to Left Renal Artery with Autologous Arterial Tissue, Open Approach"
279,DRG30304,04100A5,"Bypass Abdominal Aorta to Bilateral Renal Artery with Autologous Arterial Tissue, Open Approach"
280,DRG30304,04100J0,"Bypass Abdominal Aorta to Abdominal Aorta with Synthetic Substitute, Open Approach"
281,DRG30304,04100J1,"Bypass Abdominal Aorta to Celiac Artery with Synthetic Substitute, Open Approach"
282,DRG30304,04100J2,"Bypass Abdominal Aorta to Mesenteric Artery with Synthetic Substitute, Open Approach"
283,DRG30304,04100J3,"Bypass Abdominal Aorta to Right Renal Artery with Synthetic Substitute, Open Approach"
284,DRG30304,04100J4,"Bypass Abdominal Aorta to Left Renal Artery with Synthetic Substitute, Open Approach"
285,DRG30304,04100J5,"Bypass Abdominal Aorta to Bilateral Renal Artery with Synthetic Substitute, Open Approach"
286,DRG30304,04100K0,"Bypass Abdominal Aorta to Abdominal Aorta with Nonautologous Tissue Substitute, Open Approach"
287,DRG30304,04100K1,"Bypass Abdominal Aorta to Celiac Artery with Nonautologous Tissue Substitute, Open Approach"
288,DRG30304,04100K2,"Bypass Abdominal Aorta to Mesenteric Artery with Nonautologous Tissue Substitute, Open Approach"
289,DRG30304,04100K3,"Bypass Abdominal Aorta to Right Renal Artery with Nonautologous Tissue Substitute, Open Approach"
290,DRG30304,04100K4,"Bypass Abdominal Aorta to Left Renal Artery with Nonautologous Tissue Substitute, Open Approach"
291,DRG30304,04100K5,"Bypass Abdominal Aorta to Bilateral Renal Artery with Nonautologous Tissue Substitute, Open Approach"
292,DRG30304,04100Z0,"Bypass Abdominal Aorta to Abdominal Aorta, Open Approach"
293,DRG30304,04100Z1,"Bypass Abdominal Aorta to Celiac Artery, Open Approach"
294,DRG30304,04100Z2,"Bypass Abdominal Aorta to Mesenteric Artery, Open Approach"
295,DRG30304,04100Z3,"Bypass Abdominal Aorta to Right Renal Artery, Open Approach"
296,DRG30304,04100Z4,"Bypass Abdominal Aorta to Left Renal Artery, Open Approach"
297,DRG30304,04100Z5,"Bypass Abdominal Aorta to Bilateral Renal Artery, Open Approach"
298,DRG30304,0410490,"Bypass Abdominal Aorta to Abdominal Aorta with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
299,DRG30304,0410491,"Bypass Abdominal Aorta to Celiac Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
300,DRG30304,0410492,"Bypass Abdominal Aorta to Mesenteric Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
301,DRG30304,0410493,"Bypass Abdominal Aorta to Right Renal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
302,DRG30304,0410494,"Bypass Abdominal Aorta to Left Renal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
303,DRG30304,0410495,"Bypass Abdominal Aorta to Bilateral Renal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
304,DRG30304,04104A0,"Bypass Abdominal Aorta to Abdominal Aorta with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
305,DRG30304,04104A1,"Bypass Abdominal Aorta to Celiac Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
306,DRG30304,04104A2,"Bypass Abdominal Aorta to Mesenteric Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
307,DRG30304,04104A3,"Bypass Abdominal Aorta to Right Renal Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
308,DRG30304,04104A4,"Bypass Abdominal Aorta to Left Renal Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
309,DRG30304,04104A5,"Bypass Abdominal Aorta to Bilateral Renal Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
310,DRG30304,04104J0,"Bypass Abdominal Aorta to Abdominal Aorta with Synthetic Substitute, Percutaneous Endoscopic Approach"
311,DRG30304,04104J1,"Bypass Abdominal Aorta to Celiac Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
312,DRG30304,04104J2,"Bypass Abdominal Aorta to Mesenteric Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
313,DRG30304,04104J3,"Bypass Abdominal Aorta to Right Renal Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
314,DRG30304,04104J4,"Bypass Abdominal Aorta to Left Renal Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
315,DRG30304,04104J5,"Bypass Abdominal Aorta to Bilateral Renal Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
316,DRG30304,04104K0,"Bypass Abdominal Aorta to Abdominal Aorta with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
317,DRG30304,04104K1,"Bypass Abdominal Aorta to Celiac Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
318,DRG30304,04104K2,"Bypass Abdominal Aorta to Mesenteric Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
319,DRG30304,04104K3,"Bypass Abdominal Aorta to Right Renal Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
320,DRG30304,04104K4,"Bypass Abdominal Aorta to Left Renal Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
321,DRG30304,04104K5,"Bypass Abdominal Aorta to Bilateral Renal Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
322,DRG30304,04104Z0,"Bypass Abdominal Aorta to Abdominal Aorta, Percutaneous Endoscopic Approach"
323,DRG30304,04104Z1,"Bypass Abdominal Aorta to Celiac Artery, Percutaneous Endoscopic Approach"
324,DRG30304,04104Z2,"Bypass Abdominal Aorta to Mesenteric Artery, Percutaneous Endoscopic Approach"
325,DRG30304,04104Z3,"Bypass Abdominal Aorta to Right Renal Artery, Percutaneous Endoscopic Approach"
326,DRG30304,04104Z4,"Bypass Abdominal Aorta to Left Renal Artery, Percutaneous Endoscopic Approach"
327,DRG30304,04104Z5,"Bypass Abdominal Aorta to Bilateral Renal Artery, Percutaneous Endoscopic Approach"
328,DRG30304,0414093,"Bypass Splenic Artery to Right Renal Artery with Autologous Venous Tissue, Open Approach"
329,DRG30304,0414094,"Bypass Splenic Artery to Left Renal Artery with Autologous Venous Tissue, Open Approach"
330,DRG30304,0414095,"Bypass Splenic Artery to Bilateral Renal Artery with Autologous Venous Tissue, Open Approach"
331,DRG30304,04140A3,"Bypass Splenic Artery to Right Renal Artery with Autologous Arterial Tissue, Open Approach"
332,DRG30304,04140A4,"Bypass Splenic Artery to Left Renal Artery with Autologous Arterial Tissue, Open Approach"
333,DRG30304,04140A5,"Bypass Splenic Artery to Bilateral Renal Artery with Autologous Arterial Tissue, Open Approach"
334,DRG30304,04140J3,"Bypass Splenic Artery to Right Renal Artery with Synthetic Substitute, Open Approach"
