DRG,CM-PCS,en
DRG36002,0DQQ0ZZ,"Repair Anus, Open Approach"
DRG36002,0DQQ3ZZ,"Repair Anus, Percutaneous Approach"
DRG36002,0DQQ4ZZ,"Repair Anus, Percutaneous Endoscopic Approach"
DRG36002,0DQQ7ZZ,"Repair Anus, Via Natural or Artificial Opening"
DRG36002,0DQQ8ZZ,"Repair Anus, Via Natural or Artificial Opening Endoscopic"
DRG36002,0H59XZZ,"Destruction of Perineum Skin, External Approach"
DRG36002,0H89XZZ,"Division of Perineum Skin, External Approach"
DRG36002,0H99X0Z,"Drainage of Perineum Skin with Drainage Device, External Approach"
DRG36002,0H99XZX,"Drainage of Perineum Skin, External Approach, Diagnostic"
DRG36002,0H99XZZ,"Drainage of Perineum Skin, External Approach"
DRG36002,0HB9XZZ,"Excision of Perineum Skin, External Approach"
DRG36002,0HM9XZZ,"Reattachment of Perineum Skin, External Approach"
DRG36002,0HR9X73,"Replacement of Perineum Skin with Autologous Tissue Substitute, Full Thickness, External Approach"
DRG36002,0HR9X74,"Replacement of Perineum Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
DRG36002,0HR9XJ3,"Replacement of Perineum Skin with Synthetic Substitute, Full Thickness, External Approach"
DRG36002,0HR9XJ4,"Replacement of Perineum Skin with Synthetic Substitute, Partial Thickness, External Approach"
DRG36002,0HR9XJZ,"Replacement of Perineum Skin with Synthetic Substitute, External Approach"
DRG36002,0HR9XK3,"Replacement of Perineum Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach"
DRG36002,0HR9XK4,"Replacement of Perineum Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach"
DRG36002,0HX9XZZ,"Transfer Perineum Skin, External Approach"
DRG36002,0T1B0ZD,"Bypass Bladder to Cutaneous, Open Approach"
DRG36002,0T1B4ZD,"Bypass Bladder to Cutaneous, Percutaneous Endoscopic Approach"
DRG36002,0T9B00Z,"Drainage of Bladder with Drainage Device, Open Approach"
DRG36002,0U5C0ZZ,"Destruction of Cervix, Open Approach"
DRG36002,0U5C3ZZ,"Destruction of Cervix, Percutaneous Approach"
DRG36002,0U5C4ZZ,"Destruction of Cervix, Percutaneous Endoscopic Approach"
DRG36002,0U5C7ZZ,"Destruction of Cervix, Via Natural or Artificial Opening"
DRG36002,0U5C8ZZ,"Destruction of Cervix, Via Natural or Artificial Opening Endoscopic"
DRG36002,0U5F0ZZ,"Destruction of Cul-de-sac, Open Approach"
DRG36002,0U5F3ZZ,"Destruction of Cul-de-sac, Percutaneous Approach"
DRG36002,0U5F4ZZ,"Destruction of Cul-de-sac, Percutaneous Endoscopic Approach"
DRG36002,0U5F7ZZ,"Destruction of Cul-de-sac, Via Natural or Artificial Opening"
DRG36002,0U5F8ZZ,"Destruction of Cul-de-sac, Via Natural or Artificial Opening Endoscopic"
DRG36002,0U5G0ZZ,"Destruction of Vagina, Open Approach"
DRG36002,0U5G3ZZ,"Destruction of Vagina, Percutaneous Approach"
DRG36002,0U5G4ZZ,"Destruction of Vagina, Percutaneous Endoscopic Approach"
DRG36002,0U5G7ZZ,"Destruction of Vagina, Via Natural or Artificial Opening"
DRG36002,0U5G8ZZ,"Destruction of Vagina, Via Natural or Artificial Opening Endoscopic"
DRG36002,0U5GXZZ,"Destruction of Vagina, External Approach"
DRG36002,0U5J0ZZ,"Destruction of Clitoris, Open Approach"
DRG36002,0U5JXZZ,"Destruction of Clitoris, External Approach"
DRG36002,0U5K0ZZ,"Destruction of Hymen, Open Approach"
DRG36002,0U5K3ZZ,"Destruction of Hymen, Percutaneous Approach"
DRG36002,0U5K4ZZ,"Destruction of Hymen, Percutaneous Endoscopic Approach"
DRG36002,0U5K7ZZ,"Destruction of Hymen, Via Natural or Artificial Opening"
DRG36002,0U5K8ZZ,"Destruction of Hymen, Via Natural or Artificial Opening Endoscopic"
DRG36002,0U5KXZZ,"Destruction of Hymen, External Approach"
DRG36002,0U5L0ZZ,"Destruction of Vestibular Gland, Open Approach"
DRG36002,0U5LXZZ,"Destruction of Vestibular Gland, External Approach"
DRG36002,0U5M0ZZ,"Destruction of Vulva, Open Approach"
DRG36002,0U5MXZZ,"Destruction of Vulva, External Approach"
DRG36002,0U7G0DZ,"Dilation of Vagina with Intraluminal Device, Open Approach"
DRG36002,0U7G0ZZ,"Dilation of Vagina, Open Approach"
DRG36002,0U7G3DZ,"Dilation of Vagina with Intraluminal Device, Percutaneous Approach"
DRG36002,0U7G3ZZ,"Dilation of Vagina, Percutaneous Approach"
DRG36002,0U7G4DZ,"Dilation of Vagina with Intraluminal Device, Percutaneous Endoscopic Approach"
DRG36002,0U7G4ZZ,"Dilation of Vagina, Percutaneous Endoscopic Approach"
DRG36002,0U9C00Z,"Drainage of Cervix with Drainage Device, Open Approach"
DRG36002,0U9C0ZZ,"Drainage of Cervix, Open Approach"
DRG36002,0U9C30Z,"Drainage of Cervix with Drainage Device, Percutaneous Approach"
DRG36002,0U9C3ZZ,"Drainage of Cervix, Percutaneous Approach"
DRG36002,0U9C40Z,"Drainage of Cervix with Drainage Device, Percutaneous Endoscopic Approach"
DRG36002,0U9C4ZZ,"Drainage of Cervix, Percutaneous Endoscopic Approach"
DRG36002,0U9C70Z,"Drainage of Cervix with Drainage Device, Via Natural or Artificial Opening"
DRG36002,0U9C7ZZ,"Drainage of Cervix, Via Natural or Artificial Opening"
DRG36002,0U9C80Z,"Drainage of Cervix with Drainage Device, Via Natural or Artificial Opening Endoscopic"
DRG36002,0U9C8ZZ,"Drainage of Cervix, Via Natural or Artificial Opening Endoscopic"
DRG36002,0U9F0ZX,"Drainage of Cul-de-sac, Open Approach, Diagnostic"
DRG36002,0U9F3ZX,"Drainage of Cul-de-sac, Percutaneous Approach, Diagnostic"
DRG36002,0U9F4ZX,"Drainage of Cul-de-sac, Percutaneous Endoscopic Approach, Diagnostic"
DRG36002,0U9F7ZX,"Drainage of Cul-de-sac, Via Natural or Artificial Opening, Diagnostic"
DRG36002,0U9F8ZX,"Drainage of Cul-de-sac, Via Natural or Artificial Opening Endoscopic, Diagnostic"
DRG36002,0U9G00Z,"Drainage of Vagina with Drainage Device, Open Approach"
DRG36002,0U9G0ZX,"Drainage of Vagina, Open Approach, Diagnostic"
DRG36002,0U9G0ZZ,"Drainage of Vagina, Open Approach"
DRG36002,0U9G30Z,"Drainage of Vagina with Drainage Device, Percutaneous Approach"
DRG36002,0U9G3ZX,"Drainage of Vagina, Percutaneous Approach, Diagnostic"
DRG36002,0U9G3ZZ,"Drainage of Vagina, Percutaneous Approach"
DRG36002,0U9G40Z,"Drainage of Vagina with Drainage Device, Percutaneous Endoscopic Approach"
DRG36002,0U9G4ZX,"Drainage of Vagina, Percutaneous Endoscopic Approach, Diagnostic"
DRG36002,0U9G4ZZ,"Drainage of Vagina, Percutaneous Endoscopic Approach"
DRG36002,0U9G70Z,"Drainage of Vagina with Drainage Device, Via Natural or Artificial Opening"
DRG36002,0U9G7ZX,"Drainage of Vagina, Via Natural or Artificial Opening, Diagnostic"
DRG36002,0U9G7ZZ,"Drainage of Vagina, Via Natural or Artificial Opening"
DRG36002,0U9G80Z,"Drainage of Vagina with Drainage Device, Via Natural or Artificial Opening Endoscopic"
DRG36002,0U9G8ZX,"Drainage of Vagina, Via Natural or Artificial Opening Endoscopic, Diagnostic"
DRG36002,0U9G8ZZ,"Drainage of Vagina, Via Natural or Artificial Opening Endoscopic"
DRG36002,0U9GX0Z,"Drainage of Vagina with Drainage Device, External Approach"
DRG36002,0U9GXZX,"Drainage of Vagina, External Approach, Diagnostic"
DRG36002,0U9GXZZ,"Drainage of Vagina, External Approach"
DRG36002,0U9J00Z,"Drainage of Clitoris with Drainage Device, Open Approach"
DRG36002,0U9J0ZX,"Drainage of Clitoris, Open Approach, Diagnostic"
DRG36002,0U9J0ZZ,"Drainage of Clitoris, Open Approach"
DRG36002,0U9JX0Z,"Drainage of Clitoris with Drainage Device, External Approach"
DRG36002,0U9JXZX,"Drainage of Clitoris, External Approach, Diagnostic"
DRG36002,0U9JXZZ,"Drainage of Clitoris, External Approach"
DRG36002,0U9K0ZX,"Drainage of Hymen, Open Approach, Diagnostic"
DRG36002,0U9K3ZX,"Drainage of Hymen, Percutaneous Approach, Diagnostic"
DRG36002,0U9K4ZX,"Drainage of Hymen, Percutaneous Endoscopic Approach, Diagnostic"
DRG36002,0U9K7ZX,"Drainage of Hymen, Via Natural or Artificial Opening, Diagnostic"
DRG36002,0U9K8ZX,"Drainage of Hymen, Via Natural or Artificial Opening Endoscopic, Diagnostic"
DRG36002,0U9KXZX,"Drainage of Hymen, External Approach, Diagnostic"
DRG36002,0U9L0ZX,"Drainage of Vestibular Gland, Open Approach, Diagnostic"
DRG36002,0U9L0ZZ,"Drainage of Vestibular Gland, Open Approach"
DRG36002,0U9LXZX,"Drainage of Vestibular Gland, External Approach, Diagnostic"
DRG36002,0U9LXZZ,"Drainage of Vestibular Gland, External Approach"
DRG36002,0U9M00Z,"Drainage of Vulva with Drainage Device, Open Approach"
DRG36002,0U9M0ZX,"Drainage of Vulva, Open Approach, Diagnostic"
DRG36002,0U9M0ZZ,"Drainage of Vulva, Open Approach"
DRG36002,0U9MX0Z,"Drainage of Vulva with Drainage Device, External Approach"
DRG36002,0U9MXZX,"Drainage of Vulva, External Approach, Diagnostic"
DRG36002,0U9MXZZ,"Drainage of Vulva, External Approach"
DRG36002,0UBC0ZZ,"Excision of Cervix, Open Approach"
DRG36002,0UBC3ZZ,"Excision of Cervix, Percutaneous Approach"
DRG36002,0UBC4ZZ,"Excision of Cervix, Percutaneous Endoscopic Approach"
DRG36002,0UBC7ZZ,"Excision of Cervix, Via Natural or Artificial Opening"
DRG36002,0UBC8ZZ,"Excision of Cervix, Via Natural or Artificial Opening Endoscopic"
DRG36002,0UBF0ZX,"Excision of Cul-de-sac, Open Approach, Diagnostic"
DRG36002,0UBF0ZZ,"Excision of Cul-de-sac, Open Approach"
DRG36002,0UBF3ZX,"Excision of Cul-de-sac, Percutaneous Approach, Diagnostic"
DRG36002,0UBF3ZZ,"Excision of Cul-de-sac, Percutaneous Approach"
DRG36002,0UBF4ZX,"Excision of Cul-de-sac, Percutaneous Endoscopic Approach, Diagnostic"
DRG36002,0UBF4ZZ,"Excision of Cul-de-sac, Percutaneous Endoscopic Approach"
DRG36002,0UBF7ZX,"Excision of Cul-de-sac, Via Natural or Artificial Opening, Diagnostic"
DRG36002,0UBF7ZZ,"Excision of Cul-de-sac, Via Natural or Artificial Opening"
DRG36002,0UBF8ZX,"Excision of Cul-de-sac, Via Natural or Artificial Opening Endoscopic, Diagnostic"
DRG36002,0UBF8ZZ,"Excision of Cul-de-sac, Via Natural or Artificial Opening Endoscopic"
DRG36002,0UBG0ZX,"Excision of Vagina, Open Approach, Diagnostic"
DRG36002,0UBG0ZZ,"Excision of Vagina, Open Approach"
DRG36002,0UBG3ZX,"Excision of Vagina, Percutaneous Approach, Diagnostic"
DRG36002,0UBG3ZZ,"Excision of Vagina, Percutaneous Approach"
DRG36002,0UBG4ZX,"Excision of Vagina, Percutaneous Endoscopic Approach, Diagnostic"
DRG36002,0UBG4ZZ,"Excision of Vagina, Percutaneous Endoscopic Approach"
DRG36002,0UBG7ZX,"Excision of Vagina, Via Natural or Artificial Opening, Diagnostic"
DRG36002,0UBG7ZZ,"Excision of Vagina, Via Natural or Artificial Opening"
DRG36002,0UBG8ZX,"Excision of Vagina, Via Natural or Artificial Opening Endoscopic, Diagnostic"
DRG36002,0UBG8ZZ,"Excision of Vagina, Via Natural or Artificial Opening Endoscopic"
DRG36002,0UBGXZX,"Excision of Vagina, External Approach, Diagnostic"
DRG36002,0UBGXZZ,"Excision of Vagina, External Approach"
DRG36002,0UBJ0ZX,"Excision of Clitoris, Open Approach, Diagnostic"
DRG36002,0UBJ0ZZ,"Excision of Clitoris, Open Approach"
DRG36002,0UBJXZX,"Excision of Clitoris, External Approach, Diagnostic"
DRG36002,0UBJXZZ,"Excision of Clitoris, External Approach"
DRG36002,0UBK0ZX,"Excision of Hymen, Open Approach, Diagnostic"
DRG36002,0UBK0ZZ,"Excision of Hymen, Open Approach"
DRG36002,0UBK3ZX,"Excision of Hymen, Percutaneous Approach, Diagnostic"
DRG36002,0UBK3ZZ,"Excision of Hymen, Percutaneous Approach"
DRG36002,0UBK4ZX,"Excision of Hymen, Percutaneous Endoscopic Approach, Diagnostic"
DRG36002,0UBK4ZZ,"Excision of Hymen, Percutaneous Endoscopic Approach"
DRG36002,0UBK7ZX,"Excision of Hymen, Via Natural or Artificial Opening, Diagnostic"
DRG36002,0UBK7ZZ,"Excision of Hymen, Via Natural or Artificial Opening"
DRG36002,0UBK8ZX,"Excision of Hymen, Via Natural or Artificial Opening Endoscopic, Diagnostic"
DRG36002,0UBK8ZZ,"Excision of Hymen, Via Natural or Artificial Opening Endoscopic"
DRG36002,0UBKXZX,"Excision of Hymen, External Approach, Diagnostic"
