DRG,CM-PCS,en
DRG41702,A021,Salmonella sepsis
DRG41702,A207,Septicemic plague
DRG41702,A227,Anthrax sepsis
DRG41702,A391,Waterhouse-Friderichsen syndrome
DRG41702,A392,Acute meningococcemia
DRG41702,A393,Chronic meningococcemia
DRG41702,A394,"Meningococcemia, unspecified"
DRG41702,A3989,Other meningococcal infections
DRG41702,A399,"Meningococcal infection, unspecified"
DRG41702,A400,"Sepsis due to streptococcus, group A"
DRG41702,A401,"Sepsis due to streptococcus, group B"
DRG41702,A403,Sepsis due to Streptococcus pneumoniae
DRG41702,A408,Other streptococcal sepsis
DRG41702,A409,"Streptococcal sepsis, unspecified"
DRG41702,A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus
DRG41702,A4102,Sepsis due to Methicillin resistant Staphylococcus aureus
DRG41702,A411,Sepsis due to other specified staphylococcus
DRG41702,A412,Sepsis due to unspecified staphylococcus
DRG41702,A413,Sepsis due to Hemophilus influenzae
DRG41702,A414,Sepsis due to anaerobes
DRG41702,A4150,"Gram-negative sepsis, unspecified"
DRG41702,A4151,Sepsis due to Escherichia coli [E. coli]
DRG41702,A4152,Sepsis due to Pseudomonas
DRG41702,A4153,Sepsis due to Serratia
DRG41702,A4159,Other Gram-negative sepsis
DRG41702,A4181,Sepsis due to Enterococcus
DRG41702,A4189,Other specified sepsis
DRG41702,A419,"Sepsis, unspecified organism"
DRG41702,A427,Actinomycotic sepsis
DRG41702,B007,Disseminated herpesviral disease
DRG41702,R571,Hypovolemic shock
DRG41702,R578,Other shock
DRG41702,R6510,Systemic inflammatory response syndrome (SIRS) of non-infectious origin without acute organ dysfunction
DRG41702,R6511,Systemic inflammatory response syndrome (SIRS) of non-infectious origin with acute organ dysfunction
DRG41702,R6520,Severe sepsis without septic shock
DRG41702,R6521,Severe sepsis with septic shock
DRG41702,R7881,Bacteremia
