,DRG,CM-PCS,en
36940,DRG00125,I2101,ST elevation (STEMI) myocardial infarction involving left main coronary artery
36941,DRG00125,I2102,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery
36942,DRG00125,I2109,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall
36943,DRG00125,I2111,ST elevation (STEMI) myocardial infarction involving right coronary artery
36944,DRG00125,I2119,ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall
36945,DRG00125,I2121,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery
36946,DRG00125,I2129,ST elevation (STEMI) myocardial infarction involving other sites
36947,DRG00125,I213,ST elevation (STEMI) myocardial infarction of unspecified site
36948,DRG00125,I214,Non-ST elevation (NSTEMI) myocardial infarction
36949,DRG00125,I220,Subsequent ST elevation (STEMI) myocardial infarction of anterior wall
36950,DRG00125,I221,Subsequent ST elevation (STEMI) myocardial infarction of inferior wall
36951,DRG00125,I222,Subsequent non-ST elevation (NSTEMI) myocardial infarction
36952,DRG00125,I228,Subsequent ST elevation (STEMI) myocardial infarction of other sites
36953,DRG00125,I229,Subsequent ST elevation (STEMI) myocardial infarction of unspecified site
36956,DRG00125,4A020N6,"Measurement of Cardiac Sampling and Pressure, Right Heart, Open Approach"
36957,DRG00125,4A020N7,"Measurement of Cardiac Sampling and Pressure, Left Heart, Open Approach"
36958,DRG00125,4A020N8,"Measurement of Cardiac Sampling and Pressure, Bilateral, Open Approach"
36959,DRG00125,4A023FZ,"Measurement of Cardiac Rhythm, Percutaneous Approach"
36960,DRG00125,4A023N6,"Measurement of Cardiac Sampling and Pressure, Right Heart, Percutaneous Approach"
36961,DRG00125,4A023N7,"Measurement of Cardiac Sampling and Pressure, Left Heart, Percutaneous Approach"
36962,DRG00125,4A023N8,"Measurement of Cardiac Sampling and Pressure, Bilateral, Percutaneous Approach"
36963,DRG00125,4A02X4Z,"Measurement of Cardiac Electrical Activity, External Approach"
36964,DRG00125,4A02XFZ,"Measurement of Cardiac Rhythm, External Approach"
36965,DRG00125,B2000ZZ,Plain Radiography of Single Coronary Artery using High Osmolar Contrast
36966,DRG00125,B2001ZZ,Plain Radiography of Single Coronary Artery using Low Osmolar Contrast
36967,DRG00125,B200YZZ,Plain Radiography of Single Coronary Artery using Other Contrast
36968,DRG00125,B2010ZZ,Plain Radiography of Multiple Coronary Arteries using High Osmolar Contrast
36969,DRG00125,B2011ZZ,Plain Radiography of Multiple Coronary Arteries using Low Osmolar Contrast
36970,DRG00125,B201YZZ,Plain Radiography of Multiple Coronary Arteries using Other Contrast
36971,DRG00125,B2020ZZ,Plain Radiography of Single Coronary Artery Bypass Graft using High Osmolar Contrast
36972,DRG00125,B2021ZZ,Plain Radiography of Single Coronary Artery Bypass Graft using Low Osmolar Contrast
36973,DRG00125,B202YZZ,Plain Radiography of Single Coronary Artery Bypass Graft using Other Contrast
36974,DRG00125,B2030ZZ,Plain Radiography of Multiple Coronary Artery Bypass Grafts using High Osmolar Contrast
36975,DRG00125,B2031ZZ,Plain Radiography of Multiple Coronary Artery Bypass Grafts using Low Osmolar Contrast
36976,DRG00125,B203YZZ,Plain Radiography of Multiple Coronary Artery Bypass Grafts using Other Contrast
36977,DRG00125,B2040ZZ,Plain Radiography of Right Heart using High Osmolar Contrast
36978,DRG00125,B2041ZZ,Plain Radiography of Right Heart using Low Osmolar Contrast
36979,DRG00125,B204YZZ,Plain Radiography of Right Heart using Other Contrast
36980,DRG00125,B2050ZZ,Plain Radiography of Left Heart using High Osmolar Contrast
36981,DRG00125,B2051ZZ,Plain Radiography of Left Heart using Low Osmolar Contrast
36982,DRG00125,B205YZZ,Plain Radiography of Left Heart using Other Contrast
