DRG,CM-PCS,en
DRG00326,N393,Stress incontinence (female) (male)
DRG00326,N3941,Urge incontinence
DRG00326,N3942,Incontinence without sensory awareness
DRG00326,N3943,Post-void dribbling
DRG00326,N3944,Nocturnal enuresis
DRG00326,N3945,Continuous leakage
DRG00326,N3946,Mixed incontinence
DRG00326,N39490,Overflow incontinence
DRG00326,N39498,Other specified urinary incontinence
DRG00326,R300,Dysuria
DRG00326,R301,Vesical tenesmus
DRG00326,R309,"Painful micturition, unspecified"
DRG00326,R310,Gross hematuria
DRG00326,R311,Benign essential microscopic hematuria
DRG00326,R312,Other microscopic hematuria
DRG00326,R319,"Hematuria, unspecified"
DRG00326,R32,Unspecified urinary incontinence
DRG00326,R330,Drug induced retention of urine
DRG00326,R338,Other retention of urine
DRG00326,R339,"Retention of urine, unspecified"
DRG00326,R350,Frequency of micturition
DRG00326,R351,Nocturia
DRG00326,R358,Other polyuria
DRG00326,R360,Urethral discharge without blood
DRG00326,R369,"Urethral discharge, unspecified"
DRG00326,R390,Extravasation of urine
DRG00326,R3911,Hesitancy of micturition
DRG00326,R3912,Poor urinary stream
DRG00326,R3913,Splitting of urinary stream
DRG00326,R3914,Feeling of incomplete bladder emptying
DRG00326,R3915,Urgency of urination
DRG00326,R3916,Straining to void
DRG00326,R3919,Other difficulties with micturition
DRG00326,R392,Extrarenal uremia
DRG00326,R3981,Functional urinary incontinence
DRG00326,R3989,Other symptoms and signs involving the genitourinary system
DRG00326,R399,Unspecified symptoms and signs involving the genitourinary system
DRG00326,R800,Isolated proteinuria
DRG00326,R801,"Persistent proteinuria, unspecified"
DRG00326,R803,Bence Jones proteinuria
DRG00326,R808,Other proteinuria
DRG00326,R809,"Proteinuria, unspecified"
DRG00326,R820,Chyluria
DRG00326,R823,Hemoglobinuria
DRG00326,R825,"Elevated urine levels of drugs, medicaments and biological substances"
DRG00326,R826,Abnormal urine levels of substances chiefly nonmedicinal as to source
DRG00326,R827,Abnormal findings on microbiological examination of urine
DRG00326,R828,Abnormal findings on cytological and histological examination of urine
DRG00326,R8290,Unspecified abnormal findings in urine
DRG00326,R8291,Other chromoabnormalities of urine
DRG00326,R8299,Other abnormal findings in urine
DRG00326,R934,Abnormal findings on diagnostic imaging of urinary organs
DRG00326,R944,Abnormal results of kidney function studies
DRG00326,R948,Abnormal results of function studies of other organs and systems
