DRG,CM-PCS,en
DRG19004,K600,Acute anal fissure
DRG19004,K601,Chronic anal fissure
DRG19004,K602,"Anal fissure, unspecified"
DRG19004,K603,Anal fistula
DRG19004,K604,Rectal fistula
DRG19004,K605,Anorectal fistula
DRG19004,K610,Anal abscess
DRG19004,K611,Rectal abscess
DRG19004,K612,Anorectal abscess
DRG19004,K613,Ischiorectal abscess
DRG19004,K614,Intrasphincteric abscess
DRG19004,K620,Anal polyp
DRG19004,K621,Rectal polyp
DRG19004,K622,Anal prolapse
DRG19004,K623,Rectal prolapse
DRG19004,K624,Stenosis of anus and rectum
DRG19004,K626,Ulcer of anus and rectum
DRG19004,K627,Radiation proctitis
DRG19004,K6281,Anal sphincter tear (healed) (nontraumatic) (old)
DRG19004,K6282,Dysplasia of anus
DRG19004,K6289,Other specified diseases of anus and rectum
DRG19004,K629,"Disease of anus and rectum, unspecified"
DRG19004,K640,First degree hemorrhoids
DRG19004,K641,Second degree hemorrhoids
DRG19004,K642,Third degree hemorrhoids
DRG19004,K643,Fourth degree hemorrhoids
DRG19004,K644,Residual hemorrhoidal skin tags
DRG19004,K645,Perianal venous thrombosis
DRG19004,K648,Other hemorrhoids
DRG19004,K649,Unspecified hemorrhoids
DRG19004,S27812A,"Contusion of esophagus (thoracic part), initial encounter"
DRG19004,S27813A,"Laceration of esophagus (thoracic part), initial encounter"
DRG19004,S27818A,"Other injury of esophagus (thoracic part), initial encounter"
DRG19004,S27819A,"Unspecified injury of esophagus (thoracic part), initial encounter"
DRG19004,S3630XA,"Unspecified injury of stomach, initial encounter"
DRG19004,S3632XA,"Contusion of stomach, initial encounter"
DRG19004,S3633XA,"Laceration of stomach, initial encounter"
DRG19004,S3639XA,"Other injury of stomach, initial encounter"
DRG19004,S36400A,"Unspecified injury of duodenum, initial encounter"
DRG19004,S36409A,"Unspecified injury of unspecified part of small intestine, initial encounter"
DRG19004,S36410A,"Primary blast injury of duodenum, initial encounter"
DRG19004,S36419A,"Primary blast injury of unspecified part of small intestine, initial encounter"
DRG19004,S36420A,"Contusion of duodenum, initial encounter"
DRG19004,S36429A,"Contusion of unspecified part of small intestine, initial encounter"
DRG19004,S36430A,"Laceration of duodenum, initial encounter"
DRG19004,S36439A,"Laceration of unspecified part of small intestine, initial encounter"
DRG19004,S36490A,"Other injury of duodenum, initial encounter"
DRG19004,S36499A,"Other injury of unspecified part of small intestine, initial encounter"
DRG19004,Z431,Encounter for attention to gastrostomy
DRG19004,Z432,Encounter for attention to ileostomy
DRG19004,Z433,Encounter for attention to colostomy
DRG19004,Z434,Encounter for attention to other artificial openings of digestive tract
