,DRG,CM-PCS,en
10647,DRG18804,K632,Fistula of intestine
10648,DRG18804,K633,Ulcer of intestine
10649,DRG18804,K6381,Dieulafoy lesion of intestine
10650,DRG18804,K9400,"Colostomy complication, unspecified"
10651,DRG18804,K9401,Colostomy hemorrhage
10652,DRG18804,K9402,Colostomy infection
10653,DRG18804,K9403,Colostomy malfunction
10654,DRG18804,K9409,Other complications of colostomy
10655,DRG18804,K9410,"Enterostomy complication, unspecified"
10656,DRG18804,K9411,Enterostomy hemorrhage
10657,DRG18804,K9412,Enterostomy infection
10658,DRG18804,K9413,Enterostomy malfunction
10659,DRG18804,K9419,Other complications of enterostomy
10660,DRG18804,N822,Fistula of vagina to small intestine
10661,DRG18804,N823,Fistula of vagina to large intestine
10662,DRG18804,N824,Other female intestinal-genital tract fistulae
