DRG,CM-PCS,en
DRG13102,E0851,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene
DRG13102,E0852,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene
DRG13102,E0859,Diabetes mellitus due to underlying condition with other circulatory complications
DRG13102,E0951,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy without gangrene
DRG13102,E0952,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy with gangrene
DRG13102,E0959,Drug or chemical induced diabetes mellitus with other circulatory complications
DRG13102,E1051,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene
DRG13102,E1052,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene
DRG13102,E1059,Type 1 diabetes mellitus with other circulatory complications
DRG13102,E1151,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene
DRG13102,E1152,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene
DRG13102,E1159,Type 2 diabetes mellitus with other circulatory complications
DRG13102,E1351,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene
DRG13102,E1352,Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene
DRG13102,E1359,Other specified diabetes mellitus with other circulatory complications
DRG13102,I700,Atherosclerosis of aorta
DRG13102,I70201,"Unspecified atherosclerosis of native arteries of extremities, right leg"
DRG13102,I70202,"Unspecified atherosclerosis of native arteries of extremities, left leg"
DRG13102,I70203,"Unspecified atherosclerosis of native arteries of extremities, bilateral legs"
DRG13102,I70208,"Unspecified atherosclerosis of native arteries of extremities, other extremity"
DRG13102,I70209,"Unspecified atherosclerosis of native arteries of extremities, unspecified extremity"
DRG13102,I70211,"Atherosclerosis of native arteries of extremities with intermittent claudication, right leg"
DRG13102,I70212,"Atherosclerosis of native arteries of extremities with intermittent claudication, left leg"
DRG13102,I70213,"Atherosclerosis of native arteries of extremities with intermittent claudication, bilateral legs"
DRG13102,I70218,"Atherosclerosis of native arteries of extremities with intermittent claudication, other extremity"
DRG13102,I70219,"Atherosclerosis of native arteries of extremities with intermittent claudication, unspecified extremity"
DRG13102,I70221,"Atherosclerosis of native arteries of extremities with rest pain, right leg"
DRG13102,I70222,"Atherosclerosis of native arteries of extremities with rest pain, left leg"
DRG13102,I70223,"Atherosclerosis of native arteries of extremities with rest pain, bilateral legs"
DRG13102,I70228,"Atherosclerosis of native arteries of extremities with rest pain, other extremity"
DRG13102,I70229,"Atherosclerosis of native arteries of extremities with rest pain, unspecified extremity"
DRG13102,I70231,Atherosclerosis of native arteries of right leg with ulceration of thigh
DRG13102,I70232,Atherosclerosis of native arteries of right leg with ulceration of calf
DRG13102,I70233,Atherosclerosis of native arteries of right leg with ulceration of ankle
DRG13102,I70234,Atherosclerosis of native arteries of right leg with ulceration of heel and midfoot
DRG13102,I70235,Atherosclerosis of native arteries of right leg with ulceration of other part of foot
DRG13102,I70238,Atherosclerosis of native arteries of right leg with ulceration of other part of lower right leg
DRG13102,I70239,Atherosclerosis of native arteries of right leg with ulceration of unspecified site
DRG13102,I70241,Atherosclerosis of native arteries of left leg with ulceration of thigh
DRG13102,I70242,Atherosclerosis of native arteries of left leg with ulceration of calf
DRG13102,I70243,Atherosclerosis of native arteries of left leg with ulceration of ankle
DRG13102,I70244,Atherosclerosis of native arteries of left leg with ulceration of heel and midfoot
DRG13102,I70245,Atherosclerosis of native arteries of left leg with ulceration of other part of foot
DRG13102,I70248,Atherosclerosis of native arteries of left leg with ulceration of other part of lower left leg
DRG13102,I70249,Atherosclerosis of native arteries of left leg with ulceration of unspecified site
DRG13102,I7025,Atherosclerosis of native arteries of other extremities with ulceration
DRG13102,I70261,"Atherosclerosis of native arteries of extremities with gangrene, right leg"
DRG13102,I70262,"Atherosclerosis of native arteries of extremities with gangrene, left leg"
DRG13102,I70263,"Atherosclerosis of native arteries of extremities with gangrene, bilateral legs"
DRG13102,I70268,"Atherosclerosis of native arteries of extremities with gangrene, other extremity"
DRG13102,I70269,"Atherosclerosis of native arteries of extremities with gangrene, unspecified extremity"
DRG13102,I70291,"Other atherosclerosis of native arteries of extremities, right leg"
DRG13102,I70292,"Other atherosclerosis of native arteries of extremities, left leg"
DRG13102,I70293,"Other atherosclerosis of native arteries of extremities, bilateral legs"
