,DRG,CM-PCS,en
12041,DRG40801,D093,Carcinoma in situ of thyroid and other endocrine glands
12042,DRG40801,D098,Carcinoma in situ of other specified sites
12043,DRG40801,D099,"Carcinoma in situ, unspecified"
12044,DRG40801,D197,Benign neoplasm of mesothelial tissue of other sites
12045,DRG40801,D199,"Benign neoplasm of mesothelial tissue, unspecified"
12046,DRG40801,D367,Benign neoplasm of other specified sites
12047,DRG40801,D369,"Benign neoplasm, unspecified site"
12048,DRG40801,D3A094,Benign carcinoid tumor of the foregut NOS
12049,DRG40801,D3A095,Benign carcinoid tumor of the midgut NOS
12050,DRG40801,D3A096,Benign carcinoid tumor of the hindgut NOS
12051,DRG40801,D3A098,Benign carcinoid tumors of other sites
12052,DRG40801,D4981,Neoplasm of unspecified behavior of retina and choroid
12053,DRG40801,D4989,Neoplasm of unspecified behavior of other specified sites
12054,DRG40801,D499,Neoplasm of unspecified behavior of unspecified site
12055,DRG40801,E8809,"Other disorders of plasma-protein metabolism, not elsewhere classified"
12056,DRG40801,Q858,"Other phakomatoses, not elsewhere classified"
12057,DRG40801,Q859,"Phakomatosis, unspecified"
12058,DRG40801,Z0389,Encounter for observation for other suspected diseases and conditions ruled out
12063,DRG40801,D020DZZ,Stereotactic Other Photon Radiosurgery of Brain
12064,DRG40801,D020HZZ,Stereotactic Particulate Radiosurgery of Brain
12065,DRG40801,D020JZZ,Stereotactic Gamma Beam Radiosurgery of Brain
12066,DRG40801,D021DZZ,Stereotactic Other Photon Radiosurgery of Brain Stem
12067,DRG40801,D021HZZ,Stereotactic Particulate Radiosurgery of Brain Stem
12068,DRG40801,D021JZZ,Stereotactic Gamma Beam Radiosurgery of Brain Stem
12069,DRG40801,D026DZZ,Stereotactic Other Photon Radiosurgery of Spinal Cord
12070,DRG40801,D026HZZ,Stereotactic Particulate Radiosurgery of Spinal Cord
12071,DRG40801,D026JZZ,Stereotactic Gamma Beam Radiosurgery of Spinal Cord
12072,DRG40801,D027DZZ,Stereotactic Other Photon Radiosurgery of Peripheral Nerve
12073,DRG40801,D027HZZ,Stereotactic Particulate Radiosurgery of Peripheral Nerve
12074,DRG40801,D027JZZ,Stereotactic Gamma Beam Radiosurgery of Peripheral Nerve
12075,DRG40801,D720DZZ,Stereotactic Other Photon Radiosurgery of Bone Marrow
12076,DRG40801,D720HZZ,Stereotactic Particulate Radiosurgery of Bone Marrow
12077,DRG40801,D720JZZ,Stereotactic Gamma Beam Radiosurgery of Bone Marrow
