,DRG,CM-PCS,en
49547,DRG02022,A0221,Salmonella meningitis
49548,DRG02022,A390,Meningococcal meningitis
49549,DRG02022,A3981,Meningococcal encephalitis
49550,DRG02022,A5040,"Late congenital neurosyphilis, unspecified"
49551,DRG02022,A5041,Late congenital syphilitic meningitis
49552,DRG02022,A5042,Late congenital syphilitic encephalitis
49553,DRG02022,A5043,Late congenital syphilitic polyneuropathy
49554,DRG02022,A5045,Juvenile general paresis
49555,DRG02022,A5049,Other late congenital neurosyphilis
49556,DRG02022,A5141,Secondary syphilitic meningitis
49557,DRG02022,A5213,Late syphilitic meningitis
49558,DRG02022,A5214,Late syphilitic encephalitis
49559,DRG02022,A522,Asymptomatic neurosyphilis
49560,DRG02022,A800,"Acute paralytic poliomyelitis, vaccine-associated"
49561,DRG02022,A801,"Acute paralytic poliomyelitis, wild virus, imported"
49562,DRG02022,A802,"Acute paralytic poliomyelitis, wild virus, indigenous"
49563,DRG02022,A8030,"Acute paralytic poliomyelitis, unspecified"
49564,DRG02022,A8039,Other acute paralytic poliomyelitis
49565,DRG02022,A809,"Acute poliomyelitis, unspecified"
49566,DRG02022,A820,Sylvatic rabies
49567,DRG02022,A821,Urban rabies
49568,DRG02022,A829,"Rabies, unspecified"
49569,DRG02022,A830,Japanese encephalitis
49570,DRG02022,A831,Western equine encephalitis
49571,DRG02022,A832,Eastern equine encephalitis
49572,DRG02022,A833,St Louis encephalitis
49573,DRG02022,A834,Australian encephalitis
49574,DRG02022,A835,California encephalitis
49575,DRG02022,A836,Rocio virus disease
49576,DRG02022,A838,Other mosquito-borne viral encephalitis
49577,DRG02022,A839,"Mosquito-borne viral encephalitis, unspecified"
49578,DRG02022,A840,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
49579,DRG02022,A841,Central European tick-borne encephalitis
49580,DRG02022,A848,Other tick-borne viral encephalitis
49581,DRG02022,A849,"Tick-borne viral encephalitis, unspecified"
49582,DRG02022,A850,Enteroviral encephalitis
49583,DRG02022,A851,Adenoviral encephalitis
49584,DRG02022,A852,"Arthropod-borne viral encephalitis, unspecified"
49585,DRG02022,A858,Other specified viral encephalitis
49586,DRG02022,A86,Unspecified viral encephalitis
49587,DRG02022,A888,Other specified viral infections of central nervous system
49588,DRG02022,A89,Unspecified viral infection of central nervous system
49589,DRG02022,A922,Venezuelan equine fever
49590,DRG02022,B0111,Varicella encephalitis and encephalomyelitis
49591,DRG02022,B050,Measles complicated by encephalitis
49592,DRG02022,B0601,Rubella encephalitis
49593,DRG02022,B0602,Rubella meningitis
49594,DRG02022,B0609,Other neurological complications of rubella
49595,DRG02022,B262,Mumps encephalitis
49598,DRG02022,F000001,Physical Therapy
49599,DRG02022,F000002,Occupational Therapy
49600,DRG02022,F000003,Communication Therapy
