,DRG,CM-PCS,en
46167,DRG01307,G360,Neuromyelitis optica [Devic]
46168,DRG01307,G361,Acute and subacute hemorrhagic leukoencephalitis [Hurst]
46169,DRG01307,G368,Other specified acute disseminated demyelination
46170,DRG01307,G369,"Acute disseminated demyelination, unspecified"
46171,DRG01307,G370,Diffuse sclerosis of central nervous system
46172,DRG01307,G371,Central demyelination of corpus callosum
46173,DRG01307,G372,Central pontine myelinolysis
46174,DRG01307,G375,Concentric sclerosis [Balo] of central nervous system
46175,DRG01307,G378,Other specified demyelinating diseases of central nervous system
46176,DRG01307,G379,"Demyelinating disease of central nervous system, unspecified"
46179,DRG01307,6A550Z3,"Pheresis of Plasma, Single"
46180,DRG01307,6A551Z3,"Pheresis of Plasma, Multiple"
