DRG,CM-PCS,en
DRG11102,021W09P,"Bypass Thoracic Aorta to Pulmonary Trunk with Autologous Venous Tissue, Open Approach"
DRG11102,021W09Q,"Bypass Thoracic Aorta to Right Pulmonary Artery with Autologous Venous Tissue, Open Approach"
DRG11102,021W09R,"Bypass Thoracic Aorta to Left Pulmonary Artery with Autologous Venous Tissue, Open Approach"
DRG11102,021W0AP,"Bypass Thoracic Aorta to Pulmonary Trunk with Autologous Arterial Tissue, Open Approach"
DRG11102,021W0AQ,"Bypass Thoracic Aorta to Right Pulmonary Artery with Autologous Arterial Tissue, Open Approach"
DRG11102,021W0AR,"Bypass Thoracic Aorta to Left Pulmonary Artery with Autologous Arterial Tissue, Open Approach"
DRG11102,021W0JP,"Bypass Thoracic Aorta to Pulmonary Trunk with Synthetic Substitute, Open Approach"
DRG11102,021W0JQ,"Bypass Thoracic Aorta to Right Pulmonary Artery with Synthetic Substitute, Open Approach"
DRG11102,021W0JR,"Bypass Thoracic Aorta to Left Pulmonary Artery with Synthetic Substitute, Open Approach"
DRG11102,021W0KP,"Bypass Thoracic Aorta to Pulmonary Trunk with Nonautologous Tissue Substitute, Open Approach"
DRG11102,021W0KQ,"Bypass Thoracic Aorta to Right Pulmonary Artery with Nonautologous Tissue Substitute, Open Approach"
DRG11102,021W0KR,"Bypass Thoracic Aorta to Left Pulmonary Artery with Nonautologous Tissue Substitute, Open Approach"
DRG11102,021W0ZP,"Bypass Thoracic Aorta to Pulmonary Trunk, Open Approach"
DRG11102,021W0ZQ,"Bypass Thoracic Aorta to Right Pulmonary Artery, Open Approach"
DRG11102,021W0ZR,"Bypass Thoracic Aorta to Left Pulmonary Artery, Open Approach"
DRG11102,021W49P,"Bypass Thoracic Aorta to Pulmonary Trunk with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
DRG11102,021W49Q,"Bypass Thoracic Aorta to Right Pulmonary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
DRG11102,021W49R,"Bypass Thoracic Aorta to Left Pulmonary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
DRG11102,021W4AP,"Bypass Thoracic Aorta to Pulmonary Trunk with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
DRG11102,021W4AQ,"Bypass Thoracic Aorta to Right Pulmonary Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
