,DRG,CM-PCS,en
73899,DRG49902,005T0ZZ,"Destruction of Spinal Meninges, Open Approach"
73900,DRG49902,005T3ZZ,"Destruction of Spinal Meninges, Percutaneous Approach"
73901,DRG49902,005T4ZZ,"Destruction of Spinal Meninges, Percutaneous Endoscopic Approach"
73902,DRG49902,005W0ZZ,"Destruction of Cervical Spinal Cord, Open Approach"
73903,DRG49902,005W3ZZ,"Destruction of Cervical Spinal Cord, Percutaneous Approach"
73904,DRG49902,005W4ZZ,"Destruction of Cervical Spinal Cord, Percutaneous Endoscopic Approach"
73905,DRG49902,005X0ZZ,"Destruction of Thoracic Spinal Cord, Open Approach"
73906,DRG49902,005X3ZZ,"Destruction of Thoracic Spinal Cord, Percutaneous Approach"
73907,DRG49902,005X4ZZ,"Destruction of Thoracic Spinal Cord, Percutaneous Endoscopic Approach"
73908,DRG49902,005Y0ZZ,"Destruction of Lumbar Spinal Cord, Open Approach"
73909,DRG49902,005Y3ZZ,"Destruction of Lumbar Spinal Cord, Percutaneous Approach"
73910,DRG49902,005Y4ZZ,"Destruction of Lumbar Spinal Cord, Percutaneous Endoscopic Approach"
73911,DRG49902,009T00Z,"Drainage of Spinal Meninges with Drainage Device, Open Approach"
73912,DRG49902,009T0ZX,"Drainage of Spinal Meninges, Open Approach, Diagnostic"
73913,DRG49902,009T0ZZ,"Drainage of Spinal Meninges, Open Approach"
73914,DRG49902,009T30Z,"Drainage of Spinal Meninges with Drainage Device, Percutaneous Approach"
73915,DRG49902,009T3ZX,"Drainage of Spinal Meninges, Percutaneous Approach, Diagnostic"
73916,DRG49902,009T3ZZ,"Drainage of Spinal Meninges, Percutaneous Approach"
73917,DRG49902,009T40Z,"Drainage of Spinal Meninges with Drainage Device, Percutaneous Endoscopic Approach"
73918,DRG49902,009T4ZX,"Drainage of Spinal Meninges, Percutaneous Endoscopic Approach, Diagnostic"
73919,DRG49902,009T4ZZ,"Drainage of Spinal Meninges, Percutaneous Endoscopic Approach"
73920,DRG49902,009U00Z,"Drainage of Spinal Canal with Drainage Device, Open Approach"
73921,DRG49902,009U0ZX,"Drainage of Spinal Canal, Open Approach, Diagnostic"
73922,DRG49902,009U0ZZ,"Drainage of Spinal Canal, Open Approach"
73923,DRG49902,009U3ZX,"Drainage of Spinal Canal, Percutaneous Approach, Diagnostic"
73924,DRG49902,009U4ZX,"Drainage of Spinal Canal, Percutaneous Endoscopic Approach, Diagnostic"
73925,DRG49902,009W00Z,"Drainage of Cervical Spinal Cord with Drainage Device, Open Approach"
73926,DRG49902,009W0ZX,"Drainage of Cervical Spinal Cord, Open Approach, Diagnostic"
73927,DRG49902,009W0ZZ,"Drainage of Cervical Spinal Cord, Open Approach"
73928,DRG49902,009W30Z,"Drainage of Cervical Spinal Cord with Drainage Device, Percutaneous Approach"
73929,DRG49902,009W3ZX,"Drainage of Cervical Spinal Cord, Percutaneous Approach, Diagnostic"
73930,DRG49902,009W3ZZ,"Drainage of Cervical Spinal Cord, Percutaneous Approach"
73931,DRG49902,009W40Z,"Drainage of Cervical Spinal Cord with Drainage Device, Percutaneous Endoscopic Approach"
73932,DRG49902,009W4ZX,"Drainage of Cervical Spinal Cord, Percutaneous Endoscopic Approach, Diagnostic"
73933,DRG49902,009W4ZZ,"Drainage of Cervical Spinal Cord, Percutaneous Endoscopic Approach"
73934,DRG49902,009X00Z,"Drainage of Thoracic Spinal Cord with Drainage Device, Open Approach"
73935,DRG49902,009X0ZX,"Drainage of Thoracic Spinal Cord, Open Approach, Diagnostic"
73936,DRG49902,009X0ZZ,"Drainage of Thoracic Spinal Cord, Open Approach"
73937,DRG49902,009X30Z,"Drainage of Thoracic Spinal Cord with Drainage Device, Percutaneous Approach"
73938,DRG49902,009X3ZX,"Drainage of Thoracic Spinal Cord, Percutaneous Approach, Diagnostic"
73939,DRG49902,009X3ZZ,"Drainage of Thoracic Spinal Cord, Percutaneous Approach"
73940,DRG49902,009X40Z,"Drainage of Thoracic Spinal Cord with Drainage Device, Percutaneous Endoscopic Approach"
